"";"REFSEQ_MRNA";"logFC"
"ILMN_1707506";"NM_001031732";0,741131492789606
"ILMN_1753885";"NM_017798";-0,189220828290942
"ILMN_1674385";"NM_006826";0,14781311091587
"ILMN_2093500";"NM_021211";0,727394726029688
"ILMN_2048982";"NM_006977";0,296622978953273
"ILMN_1689189";"NM_024784";-0,555163332510015
"ILMN_1655206";"NM_001099270";0,319591569900457
"ILMN_1727218";"NM_006626";0,384592830921734
"ILMN_1702389";"NM_015117";-0,27291218200466
"ILMN_1689119";"XM_940903";-0,406812814895357
"ILMN_2212690";"NM_014153";0,439901758721185
"ILMN_1693227";"NM_014153";0,374538663957743
"ILMN_1761479";"NM_016478";-0,34657137134808
"ILMN_1655137";"NM_001009882";0,517901147628363
"ILMN_2243697";"NM_019028";-0,343025766869027
"ILMN_1763568";"NM_198045";-0,218161666180798
"ILMN_1668270";"NM_032283";-0,312536289497675
"ILMN_1803824";"NM_016032";-0,108310549584949
"ILMN_1800912";"NM_022473";0,420236921854491
"ILMN_2043265";"NM_022473";0,51986299462796
"ILMN_1661636";"NM_197968";0,885628009711372
"ILMN_1688404";"NM_005095";0,557679041571834
"ILMN_1676745";"NM_005081";-0,182360482515728
"ILMN_2332795";"NM_006958";-0,553247757803123
"ILMN_1688515";"NM_007152";0,819719302180017
"ILMN_1654689";"NM_006991";0,278234207857297
"ILMN_1688295";"NM_016423";-0,69091725933572
"ILMN_1798533";"NM_006963";0,609081194732334
"ILMN_2363273";"NM_015919";-0,560541988346943
"ILMN_1710873";"NM_014487";0,506259159081783
"ILMN_1799717";"NM_020781";-0,264920990460074
"ILMN_1741300";"NM_017757";0,676151652091184
"ILMN_1652754";"NM_182498";-0,419741166022856
"ILMN_1676237";"NM_006635";0,2707544535983
"ILMN_1756631";"NM_133444";-0,414626322788125
"ILMN_1677785";"NM_032497";0,484626330734974
"ILMN_1761722";"NM_152600";-0,59022553178511
"ILMN_1726199";"NM_032530";1,01612957065244
"ILMN_1670640";"NM_152437";0,87075699336814
"ILMN_3251506";"NM_021915";0,655152675565642
"ILMN_2045175";"NM_015911";-0,442922730469696
"ILMN_2383871";"NM_003426";-0,428058355908545
"ILMN_1764854";"NM_001008401";0,61984965176392
"ILMN_1734254";"NM_014106";1,0412103966115
"ILMN_1701464";"NM_173632";0,325082705356554
"ILMN_1669064";"NM_001080493";0,572656136482209
"ILMN_3235593";"NM_001136499";0,651346282382812
"ILMN_1722894";"NM_170783";-0,42917407708891
"ILMN_1788738";"NM_032173";-0,489627650588281
"ILMN_2283196";"NM_080752";-0,420829645148054
"ILMN_1742069";"NM_020883";-0,552191570844649
"ILMN_1796119";"NM_145062";0,675048585344728
"ILMN_1806483";"NM_017975";0,903577907192701
