"";"REFSEQ_MRNA";"logFC"
"ILMN_1851063";"BX119001";NA
"ILMN_1869354";"BM690036";NA
"ILMN_1847402";"BX103136";NA
"ILMN_1877939";"BX109006";NA
"ILMN_1893511";"CR603450";NA
"ILMN_1831098";"BX092776";NA
"ILMN_1822220";"BX101632";NA
"ILMN_1900520";"BG698090";NA
"ILMN_1825421";"BC033844";NA
"ILMN_1903159";"AK124299";NA
"ILMN_1854861";"BQ447018";NA
"ILMN_1916702";"BX114764";NA
"ILMN_1865069";"AI139899";NA
"ILMN_1818534";"BX115647";NA
"ILMN_1842738";"BX106581";NA
"ILMN_1817715";"CK001807";NA
"ILMN_1880937";"AW299264";NA
"ILMN_1855746";"AF070595";NA
"ILMN_1891324";"AK126122";NA
"ILMN_1912662";"AA204695";NA
"ILMN_1882284";"DA210550";NA
"ILMN_1832879";"CD237904";NA
"ILMN_1841133";"BI827704";NA
"ILMN_1848906";"BX100285";NA
"ILMN_1888925";"BQ184051";NA
"ILMN_1832656";"AW578902";NA
"ILMN_1837428";"AF131784";NA
"ILMN_1840273";"BC025734";NA
"ILMN_1838836";"BE501770";NA
"ILMN_1889229";"BX107795";NA
"ILMN_1906300";"BX105310";NA
"ILMN_1905548";"CR627122";NA
"ILMN_1866887";"BX537605";NA
"ILMN_1827736";"BC038512";NA
"ILMN_1826471";"BX090227";NA
"ILMN_1878763";"BI831437";NA
"ILMN_1873677";"AK092875";NA
"ILMN_1911605";"BX647520";NA
"ILMN_1906299";"XM_498478";NA
"ILMN_1905310";"CB052724";NA
"ILMN_1828197";"CD511953";NA
"ILMN_1907705";"BM717102";NA
"ILMN_1850594";"AL832704";NA
"ILMN_1846306";"BC034319";NA
"ILMN_1848552";"BX537698";NA
"ILMN_1873863";"CR622110";NA
"ILMN_1865764";"BC036485";NA
"ILMN_1829989";"AK026657";NA
"ILMN_1877778";"DA086964";NA
"ILMN_1887349";"BU753709";NA
"ILMN_1912737";"BX538009";NA
"ILMN_1880406";"AK024986";NA
"ILMN_1870668";"CB048233";NA
"ILMN_1846776";"AK124146";NA
"ILMN_1816713";"BX393727";NA
"ILMN_1891109";"BX118761";NA
"ILMN_1866216";"BX114974";NA
"ILMN_1847870";"BM545878";NA
"ILMN_1866389";"BQ182905";NA
"ILMN_1832720";"BM806922";NA
"ILMN_1917045";"BU621341";NA
"ILMN_1820572";"BX112399";NA
"ILMN_1854765";"AK130706";NA
"ILMN_1816244";"BX647087";NA
"ILMN_1914073";"BF510901";NA
"ILMN_1843621";"AW592040";NA
"ILMN_1830598";"XM_374071";NA
"ILMN_1841970";"AK123101";NA
"ILMN_1835958";"CF887416";NA
"ILMN_1916256";"CR592039";NA
"ILMN_1904238";"XM_496943";NA
"ILMN_1820244";"BC080616";NA
"ILMN_1908989";"AI557007";NA
"ILMN_1917290";"BC040653";NA
"ILMN_1867361";"AI610323";NA
"ILMN_1908996";"BM956082";NA
"ILMN_1875887";"AI699581";NA
"ILMN_1874273";"AA004709";NA
"ILMN_1880195";"BE464744";NA
"ILMN_1900929";"AI371376";NA
"ILMN_1862524";"BF107605";NA
"ILMN_1852539";"BF512323";NA
"ILMN_1836486";"CR738291";NA
"ILMN_1916642";"AL044425";NA
"ILMN_1844203";"AF335593";NA
"ILMN_1859007";"AI873192";NA
"ILMN_1904980";"AW183894";NA
"ILMN_1822571";"CN283269";NA
"ILMN_1861128";"AW237129";NA
"ILMN_1882543";"BM986885";NA
"ILMN_1911594";"AV647465";NA
"ILMN_1872419";"AW276479";NA
"ILMN_1880704";"AA484452";NA
"ILMN_1872457";"W91949";NA
"ILMN_1865639";"AI630987";NA
"ILMN_1868999";"CA392270";NA
"ILMN_1855412";"AW593356";NA
"ILMN_1833212";"AK092145";NA
"ILMN_1859207";"AV727190";NA
"ILMN_1857017";"AL713633";NA
"ILMN_1909886";"BE612775";NA
"ILMN_1882560";"AW510851";NA
"ILMN_1829845";"AV737317";NA
"ILMN_1895827";"CA425772";NA
"ILMN_1874689";"AB074162";NA
"ILMN_1903565";"AL110227";NA
"ILMN_1875080";"BQ023418";NA
"ILMN_1908258";"BF510793";NA
"ILMN_1911007";"AA448689";NA
"ILMN_1847473";"BM665281";NA
"ILMN_1855212";"BM704202";NA
"ILMN_1874323";"AW364673";NA
"ILMN_1895915";"BF445990";NA
"ILMN_1915783";"CD237661";NA
"ILMN_1816157";"BG911604";NA
"ILMN_1840464";"AW298401";NA
"ILMN_1898692";"BI254341";NA
"ILMN_1897911";"BF512455";NA
"ILMN_1904701";"BQ771772";NA
"ILMN_1837298";"AI961498";NA
"ILMN_1854015";"DA877611";NA
"ILMN_1822327";"AW450267";NA
"ILMN_1893026";"BM668469";NA
"ILMN_1878800";"AW135243";NA
"ILMN_1885054";"BU753911";NA
"ILMN_1853876";"AK095472";NA
"ILMN_1912619";"CR593338";NA
"ILMN_1904301";"BC010531";NA
"ILMN_1889144";"BI047056";NA
"ILMN_1911484";"BP872784";NA
"ILMN_1911042";"AK023329";NA
"ILMN_1870303";"AK093356";NA
"ILMN_1873300";"BI821208";NA
"ILMN_1822180";"AW188305";NA
"ILMN_1870457";"AA744250";NA
"ILMN_1879326";"BQ717127";NA
"ILMN_1875123";"BI024234";NA
"ILMN_1835789";"DA608330";NA
"ILMN_1832211";"BE304735";NA
"ILMN_1824136";"DA804594";NA
"ILMN_1872542";"AI090873";NA
"ILMN_1916457";"CB857824";NA
"ILMN_1881192";"BF577257";NA
"ILMN_1882708";"DA481142";NA
"ILMN_1848461";"AA906391";NA
"ILMN_1835521";"AI075708";NA
"ILMN_1842286";"AV735490";NA
"ILMN_1824611";"BE139532";NA
"ILMN_1909197";"BX647623";NA
"ILMN_1900734";"BF996074";NA
"ILMN_1888495";"AW661763";NA
"ILMN_1910550";"DR977977";NA
"ILMN_1836172";"CN288601";NA
"ILMN_1842435";"H03033";NA
"ILMN_1908135";"AA680058";NA
"ILMN_1851244";"AW205453";NA
"ILMN_1880983";"AK023660";NA
"ILMN_1889215";"BF434110";NA
"ILMN_1849399";"BC009563";NA
"ILMN_1867457";"AL359058";NA
"ILMN_1866290";"BI827719";NA
"ILMN_1675117";"NM_016245";NA
"ILMN_1671661";"NM_016371";NA
"ILMN_1760506";"NR_003086";NA
"ILMN_1787843";"NM_032303";NA
"ILMN_1800311";"NM_004506";NA
"ILMN_1769902";"NM_012267";NA
"ILMN_1678949";"NM_012267";NA
"ILMN_1700419";"NM_014187";NA
"ILMN_2078547";"NM_197964";NA
"ILMN_1785574";"NM_145074";NA
"ILMN_1706410";"NM_148959";NA
"ILMN_2141790";"NM_006389";NA
"ILMN_1673649";"NM_006389";NA
"ILMN_1694399";"NM_022308";NA
"ILMN_1734660";"NM_022377";NA
"ILMN_1664861";"NM_181353";NA
"ILMN_1682762";"NM_174869";NA
"ILMN_1798448";"NM_006123";NA
"ILMN_1763539";"NM_016097";NA
"ILMN_1755620";"NM_203434";NA
"ILMN_2347798";"NM_022872";NA
"ILMN_1781373";"NM_022168";NA
"ILMN_1791057";"NM_207585";NA
"ILMN_1764964";"NM_005534";NA
"ILMN_1673172";"NM_016004";NA
"ILMN_1675048";"NM_000875";NA
"ILMN_1665865";"NM_001552";NA
"ILMN_1801909";"NM_002180";NA
"ILMN_1699362";"NM_006083";NA
"ILMN_1755024";"NM_014002";NA
"ILMN_1707308";"NM_001099856";NA
"ILMN_1669692";"NM_183228";NA
"ILMN_1741334";"NM_022465";NA
"ILMN_2073307";"NM_000572";NA
"ILMN_2407851";"NM_001080973";NA
"ILMN_2407799";"NM_181339";NA
"ILMN_1720243";"NM_022789";NA
"ILMN_2342579";"NM_002185";NA
"ILMN_1666733";"NM_000584";NA
"ILMN_1745172";"NM_004515";NA
"ILMN_1789018";"NM_012218";NA
"ILMN_1684647";"NM_030768";NA
"ILMN_2234515";"NR_002594";NA
"ILMN_1676515";"NM_000883";NA
"ILMN_1747318";"NM_176877";NA
"ILMN_1724666";"NM_176878";NA
"ILMN_1779040";"NM_031288";NA
"ILMN_1724406";"NM_173618";NA
"ILMN_1667239";"NM_002194";NA
"ILMN_1793474";"NM_198336";NA
"ILMN_1686989";"NM_198336";NA
"ILMN_1793854";"XM_942544";NA
"ILMN_2317463";"NM_001080453";NA
"ILMN_3262348";"NM_001005911";NA
"ILMN_1789106";"NM_005897";NA
"ILMN_1732873";"NM_022755";NA
"ILMN_1662852";"NM_153208";NA
"ILMN_1779639";"NM_001010844";NA
"ILMN_2228538";"NM_001010844";NA
"ILMN_1692352";"NM_016123";NA
"ILMN_1765547";"NM_002199";NA
"ILMN_1765649";"NM_001571";NA
"ILMN_1798181";"NM_004029";NA
"ILMN_2083469";"NM_003749";NA
"ILMN_1782412";"NM_033267";NA
"ILMN_2090397";"NM_030980";NA
"ILMN_1763390";"NM_002202";NA
"ILMN_1769158";"NM_024710";NA
"ILMN_1747052";"NM_000885";NA
"ILMN_1683927";"NM_002208";NA
"ILMN_1690099";"NM_004763";NA
"ILMN_2175912";"NM_000211";NA
"ILMN_1654396";"NM_000211";NA
"ILMN_1692790";"NM_014288";NA
"ILMN_2317543";"NM_001005731";NA
"ILMN_2387636";"NM_181469";NA
"ILMN_1668374";"NM_002213";NA
"ILMN_1777519";"NM_000889";NA
"ILMN_2235707";"NM_001001851";NA
"ILMN_1718334";"NM_033453";NA
"ILMN_1805192";"NM_033397";NA
"ILMN_3239181";"NM_033397";NA
"ILMN_1751034";"NM_001034841";NA
"ILMN_1682727";"NM_175061";NA
"ILMN_1677589";"NM_032776";NA
"ILMN_3251620";"NM_152405";NA
"ILMN_2169025";"NM_138334";NA
"ILMN_1806023";"NM_002228";NA
"ILMN_2086077";"NM_002229";NA
"ILMN_2366864";"NM_021991";NA
"ILMN_1782247";"NM_021078";NA
"ILMN_1730303";"NM_032138";NA
"ILMN_2044293";"NM_032138";NA
"ILMN_1802109";"XM_001134449";NA
"ILMN_1669669";"XM_001133393";NA
"ILMN_2335319";"NM_172344";NA
"ILMN_1800179";"NM_152868";NA
"ILMN_1718863";"NM_002245";NA
"ILMN_1765990";"NM_001017425";NA
"ILMN_1801467";"NM_033311";NA
"ILMN_1701173";"NM_004823";NA
"ILMN_2297765";"NM_002247";NA
"ILMN_1709937";"NM_002250";NA
"ILMN_3244673";"NM_001031836";NA
"ILMN_1759984";"NM_198991";NA
"ILMN_1742332";"NM_138444";NA
"ILMN_1718900";"NM_015353";NA
"ILMN_1652331";"NM_018992";NA
"ILMN_1651557";"NM_153705";NA
"ILMN_1673936";"NM_003685";NA
"ILMN_2285996";"NM_014736";NA
"ILMN_1807767";"NM_014615";NA
"ILMN_1696127";"NM_015349";NA
"ILMN_1664960";"NM_015005";NA
"ILMN_1659845";"NM_014686";NA
"ILMN_1741398";"NM_014657";NA
"ILMN_1661519";"NM_014702";NA
"ILMN_2228453";"NM_014704";NA
"ILMN_1808260";"NM_015058";NA
"ILMN_1677968";"NM_014811";NA
"ILMN_1770719";"NM_015229";NA
"ILMN_1736127";"NM_014690";NA
"ILMN_1705562";"NM_015210";NA
"ILMN_1723735";"NM_152257";NA
"ILMN_1752273";"NM_020696";NA
"ILMN_1885728";"XM_001130020";NA
"ILMN_2355033";"NM_001080392";NA
"ILMN_1813100";"NM_020340";NA
"ILMN_1796751";"NM_014431";NA
"ILMN_1745813";"NM_015634";NA
"ILMN_1749583";"NM_015694";NA
"ILMN_1700733";"NM_019600";NA
"ILMN_1668619";"NM_020853";NA
"ILMN_1732609";"NM_025182";NA
"ILMN_1740711";"XM_937234";NA
"ILMN_1784436";"NM_025251";NA
"ILMN_2415979";"NM_001080484";NA
"ILMN_1679232";"NM_020738";NA
"ILMN_1796108";"NM_022113";NA
"ILMN_2152828";"NM_024704";NA
"ILMN_1659444";"NM_015074";NA
"ILMN_1796749";"NM_006612";NA
"ILMN_1685916";"NM_006845";NA
"ILMN_1799667";"NM_012310";NA
"ILMN_1654916";"NM_198525";NA
"ILMN_1673521";"NM_032551";NA
"ILMN_2411897";"NM_005655";NA
"ILMN_1673207";"XM_001129527";NA
"ILMN_1751656";"XM_001129527";NA
"ILMN_1670245";"NM_016531";NA
"ILMN_2048507";"NM_016531";NA
"ILMN_1778523";"NM_001206";NA
"ILMN_1678671";"NM_017644";NA
"ILMN_1805330";"NM_018316";NA
"ILMN_3251605";"NM_017658";NA
"ILMN_3178406";"XM_940375";NA
"ILMN_2258234";"NM_001007075";NA
"ILMN_1674458";"NM_001031710";NA
"ILMN_1760792";"NM_018846";NA
"ILMN_1666191";"NM_015596";NA
"ILMN_1663787";"NM_001030050";NA
"ILMN_2353054";"NM_012427";NA
"ILMN_1718731";"NM_001077491";NA
"ILMN_1745570";"NM_005046";NA
"ILMN_3271092";"NM_001135629";NA
"ILMN_1676005";"NM_002264";NA
"ILMN_1679543";"NM_007059";NA
"ILMN_1745620";"NM_016618";NA
"ILMN_1811261";"NM_194454";NA
"ILMN_1666845";"NM_000422";NA
"ILMN_1669820";"NM_005555";NA
"ILMN_2163723";"NM_005556";NA
"ILMN_1705814";"NM_182507";NA
"ILMN_1801442";"NM_002281";NA
"ILMN_2178226";"NM_002284";NA
"ILMN_1776412";"NM_198692";NA
"ILMN_1703226";"NM_138417";NA
"ILMN_2339202";"NM_004986";NA
"ILMN_2336109";"NM_031488";NA
"ILMN_3307954";"NM_173464";NA
"ILMN_1765132";"NM_032857";NA
"ILMN_2389211";"NM_021706";NA
"ILMN_2406035";"NM_198129";NA
"ILMN_1688642";"NM_006059";NA
"ILMN_1683792";"NM_015907";NA
"ILMN_1680196";"NM_018407";NA
"ILMN_1808636";"NM_018078";NA
"ILMN_1675365";"NM_199188";NA
"ILMN_1700168";"NM_015340";NA
"ILMN_1774890";"NM_031206";NA
"ILMN_1726108";"NM_181746";NA
"ILMN_1767662";"NM_203463";NA
"ILMN_1703412";"NM_014572";NA
"ILMN_1808731";"NM_001009812";NA
"ILMN_1679960";"NM_178348";NA
"ILMN_1769684";"NM_178353";NA
"ILMN_1667577";"NM_014793";NA
"ILMN_1679238";"NM_024316";NA
"ILMN_2207505";"NM_000230";NA
"ILMN_1705682";"NM_014262";NA
"ILMN_2268156";"NM_001040168";NA
"ILMN_1723978";"NM_002305";NA
"ILMN_2266214";"NM_201545";NA
"ILMN_1710408";"NM_018490";NA
"ILMN_1767448";"NM_005780";NA
"ILMN_1736077";"NM_006859";NA
"ILMN_2373335";"NM_002311";NA
"ILMN_1660582";"NM_013975";NA
"ILMN_2406132";"NM_006864";NA
"ILMN_2139761";"NM_014988";NA
"ILMN_1797362";"NM_016735";NA
"ILMN_1797055";"NM_001024674";NA
"ILMN_2137084";"NM_173083";NA
"ILMN_2413615";"NM_001015002";NA
"ILMN_1696749";"NM_005572";NA
"ILMN_1785703";"NM_198271";NA
"ILMN_1702124";"NM_153371";NA
"ILMN_1733559";"NR_003287";NA
"ILMN_3251587";"NR_003287";NA
"ILMN_3252941";"XR_038502";NA
"ILMN_3184894";"XM_001720872";NA
"ILMN_3187425";"XR_038064";NA
"ILMN_3262876";"XM_001727029";NA
"ILMN_3188076";"XM_001723512";NA
"ILMN_3260286";"XR_037874";NA
"ILMN_3187612";"XM_001719793";NA
"ILMN_3261439";"XM_001721625";NA
"ILMN_3271081";"XR_038586";NA
"ILMN_3178553";"XM_001721327";NA
"ILMN_3182893";"XM_001722350";NA
"ILMN_3253787";"XM_001725558";NA
"ILMN_3235637";"NR_024447";NA
"ILMN_3249338";"NR_024585";NA
"ILMN_3192493";"XM_001720544";NA
"ILMN_3252969";"XM_001725044";NA
"ILMN_3268165";"XR_038849";NA
"ILMN_3177354";"XM_001715432";NA
"ILMN_3256693";"XM_001715688";NA
"ILMN_3256674";"XM_001715311";NA
"ILMN_3255792";"XM_001723239";NA
"ILMN_3262849";"XM_001715759";NA
"ILMN_3186390";"XM_001715759";NA
"ILMN_3181452";"XR_036850";NA
"ILMN_3270368";"XM_001715889";NA
"ILMN_3261747";"XR_042485";NA
"ILMN_3176832";"XR_038434";NA
"ILMN_3180294";"XM_001717144";NA
"ILMN_3193858";"XM_001716591";NA
"ILMN_3263423";"XM_001726404";NA
"ILMN_3256478";"XM_001720357";NA
"ILMN_3187470";"XM_001722254";NA
"ILMN_3255144";"XM_001713915";NA
"ILMN_3181833";"XM_001714405";NA
"ILMN_3272996";"XR_039484";NA
"ILMN_3263918";"XM_001726072";NA
"ILMN_3238053";"XM_001718981";NA
"ILMN_3180420";"XM_001719843";NA
"ILMN_3187273";"XM_001714248";NA
"ILMN_3255931";"XM_001721886";NA
"ILMN_3258546";"XM_001715168";NA
"ILMN_3178252";"XR_039592";NA
"ILMN_3194217";"XR_037795";NA
"ILMN_3182020";"XM_001722133";NA
"ILMN_3265143";"XM_001721688";NA
"ILMN_3257178";"XM_001727002";NA
"ILMN_3194248";"XR_037837";NA
"ILMN_3252446";"XM_001715065";NA
"ILMN_3177271";"XM_001720509";NA
"ILMN_3256868";"XM_001721365";NA
"ILMN_3255971";"XR_037508";NA
"ILMN_3241692";"XM_001713607";NA
"ILMN_3179620";"XM_001715544";NA
"ILMN_3263290";"XM_001715229";NA
"ILMN_3271122";"XR_037977";NA
"ILMN_3195119";"XM_001715569";NA
"ILMN_3254322";"XR_039411";NA
"ILMN_3268697";"XM_001716882";NA
"ILMN_3261022";"XM_001714161";NA
"ILMN_3272590";"XM_001724324";NA
"ILMN_3187479";"XR_038049";NA
"ILMN_3261345";"XM_001721292";NA
"ILMN_3273706";"XM_001721580";NA
"ILMN_3183544";"XM_001719127";NA
"ILMN_3181695";"XR_038380";NA
"ILMN_3267800";"XM_001722797";NA
"ILMN_3256445";"XR_039781";NA
"ILMN_3190972";"XR_038455";NA
"ILMN_3232282";"XM_001715069";NA
"ILMN_3188124";"XR_038018";NA
"ILMN_3182885";"XM_001725072";NA
"ILMN_3244693";"NR_024567";NA
"ILMN_3192836";"XM_001723702";NA
"ILMN_3269537";"XM_001720379";NA
"ILMN_3256926";"XM_001723713";NA
"ILMN_3238353";"XM_001713794";NA
"ILMN_3265742";"XR_038851";NA
"ILMN_3195253";"XM_001720172";NA
"ILMN_3253627";"XM_001718747";NA
"ILMN_3255965";"XM_001714228";NA
"ILMN_3183139";"XR_037646";NA
"ILMN_3204874";"XM_001716640";NA
"ILMN_3285332";"XM_001720982";NA
"ILMN_3294126";"XR_038937";NA
"ILMN_3211746";"XR_039303";NA
"ILMN_3235188";"NM_001126312";NA
"ILMN_3291673";"XM_001723489";NA
"ILMN_3292114";"XR_038622";NA
"ILMN_3291063";"XM_001722891";NA
"ILMN_3280496";"XR_038945";NA
"ILMN_3213727";"XM_001725060";NA
"ILMN_3283225";"XM_001725118";NA
"ILMN_3202576";"XM_001721342";NA
"ILMN_3200539";"XR_039068";NA
"ILMN_3231550";"XR_038705";NA
"ILMN_3292990";"XM_001720156";NA
"ILMN_3208233";"XR_038716";NA
"ILMN_3293244";"XM_001724966";NA
"ILMN_3285742";"XM_001722509";NA
"ILMN_3281309";"XM_001725234";NA
"ILMN_3240490";"XR_038401";NA
"ILMN_3215461";"XM_001725073";NA
"ILMN_3246766";"NM_001135865";NA
"ILMN_3247608";"XR_037745";NA
"ILMN_3237655";"XM_001715240";NA
"ILMN_3245194";"XM_001720619";NA
"ILMN_3247390";"XM_001713703";NA
"ILMN_3201715";"XM_001716240";NA
"ILMN_3239135";"XM_001716455";NA
"ILMN_3249578";"XM_001713809";NA
"ILMN_3284177";"XM_001720862";NA
"ILMN_3213640";"XM_001721794";NA
"ILMN_3241237";"XM_001721014";NA
"ILMN_3281627";"XM_001726014";NA
"ILMN_3237404";"XM_001722111";NA
"ILMN_3235954";"XM_001715205";NA
"ILMN_3243175";"XM_001723325";NA
"ILMN_3214893";"XM_001716956";NA
"ILMN_3293159";"XM_001725561";NA
"ILMN_3294800";"XM_001716941";NA
"ILMN_3237286";"XR_037064";NA
"ILMN_3280019";"XR_037619";NA
"ILMN_3219344";"XM_001719188";NA
"ILMN_3239198";"XM_001725231";NA
"ILMN_3201643";"XM_001715216";NA
"ILMN_3203186";"XM_001726743";NA
"ILMN_3238281";"XR_039086";NA
"ILMN_3294235";"XR_038205";NA
"ILMN_3238652";"XR_038088";NA
"ILMN_3292892";"XM_001717976";NA
"ILMN_3296884";"XM_001720154";NA
"ILMN_3277365";"XM_001718033";NA
"ILMN_3239361";"XM_001719906";NA
"ILMN_3205264";"XR_038222";NA
"ILMN_3277511";"XM_001717628";NA
"ILMN_3287266";"XR_038620";NA
"ILMN_3243291";"XR_039042";NA
"ILMN_3286685";"XM_001723357";NA
"ILMN_3238148";"XM_001715771";NA
"ILMN_3238893";"XM_001720054";NA
"ILMN_3243549";"XR_037361";NA
"ILMN_3287464";"XM_001724642";NA
"ILMN_3246255";"XM_001714505";NA
"ILMN_3237534";"XM_001713796";NA
"ILMN_3274470";"XM_001713724";NA
"ILMN_3249230";"XM_001725102";NA
"ILMN_3246004";"XM_001716571";NA
"ILMN_3243069";"XM_001714086";NA
"ILMN_3220331";"XM_001732891";NA
"ILMN_3238640";"XM_001715643";NA
"ILMN_3247533";"XM_001714384";NA
"ILMN_3236187";"XM_001714531";NA
"ILMN_3249006";"XM_001715936";NA
"ILMN_3239155";"XM_001716272";NA
"ILMN_3241957";"XM_001716439";NA
"ILMN_3239388";"XM_001721634";NA
"ILMN_3239895";"XM_001717094";NA
"ILMN_3244456";"XM_001721523";NA
"ILMN_3244728";"XM_001718261";NA
"ILMN_3244920";"XM_001724100";NA
"ILMN_3232219";"XM_001722214";NA
"ILMN_3247006";"XR_038277";NA
"ILMN_3241856";"XM_001720715";NA
"ILMN_3246805";"XM_001713810";NA
"ILMN_3241834";"XM_001725687";NA
"ILMN_3241469";"XR_039501";NA
"ILMN_3242428";"XM_001726202";NA
"ILMN_3248247";"XM_001726406";NA
"ILMN_3204734";"XM_001724681";NA
"ILMN_3237608";"XM_001714845";NA
"ILMN_3249658";"NR_004846";NA
"ILMN_3236215";"NR_021492";NA
"ILMN_3294106";"NR_024462";NA
"ILMN_1667330";"NM_138781";NA
"ILMN_1764323";"XM_940962";NA
"ILMN_1672009";"XM_065899";NA
"ILMN_2205211";"NR_000030";NA
"ILMN_2119421";"NR_002197";NA
"ILMN_1664602";"NR_002197";NA
"ILMN_1807556";"XR_015789";NA
"ILMN_1765979";"XM_937000";NA
"ILMN_3278506";"XR_038750";NA
"ILMN_1776052";"XM_937758";NA
"ILMN_3238058";"NR_024275";NA
"ILMN_1802482";"XM_930030";NA
"ILMN_3248614";"NR_024388";NA
"ILMN_1767377";"NM_207331";NA
"ILMN_1668932";"NM_001029866";NA
"ILMN_1762545";"NM_001025449";NA
"ILMN_1855430";"XM_001134053";NA
"ILMN_3218292";"XM_001719263";NA
"ILMN_1693685";"XR_017711";NA
"ILMN_3236498";"NR_024408";NA
"ILMN_3206804";"NR_024424";NA
"ILMN_3296705";"XR_039861";NA
"ILMN_1710954";"NM_175901";NA
"ILMN_3204210";"XM_001726716";NA
"ILMN_1775584";"XM_939141";NA
"ILMN_3244060";"NR_015394";NA
"ILMN_1765670";"XM_496652";NA
"ILMN_3251120";"XR_037680";NA
"ILMN_1675803";"XR_017764";NA
"ILMN_3245495";"XM_001721126";NA
"ILMN_1733103";"NM_181722";NA
"ILMN_1657011";"XM_379668";NA
"ILMN_1682126";"XM_372109";NA
"ILMN_3293685";"XR_038693";NA
"ILMN_3274596";"XR_038196";NA
"ILMN_1795835";"XM_931359";NA
"ILMN_3284063";"XR_039164";NA
"ILMN_3274601";"XR_016832";NA
"ILMN_3213854";"XR_017370";NA
"ILMN_1654445";"XM_294581";NA
"ILMN_1737430";"XM_937141";NA
"ILMN_1704385";"XM_937928";NA
"ILMN_1708905";"NR_002814";NA
"ILMN_1674782";"XM_374020";NA
"ILMN_1679150";"XM_940187";NA
"ILMN_3290380";"XR_016730";NA
"ILMN_3200322";"XR_037721";NA
"ILMN_3206132";"XM_001722259";NA
"ILMN_1734149";"XM_370865";NA
"ILMN_3289257";"XR_015965";NA
"ILMN_1754990";"XM_940693";NA
"ILMN_3201517";"XM_001131315";NA
"ILMN_3210171";"XR_019429";NA
"ILMN_3217285";"XR_037525";NA
"ILMN_3282773";"XR_016670";NA
"ILMN_3280565";"XM_945799";NA
"ILMN_1656233";"NR_003664";NA
"ILMN_1714765";"XM_001131588";NA
"ILMN_3294134";"XM_001720643";NA
"ILMN_1665823";"XM_497072";NA
"ILMN_1746309";"NM_001013652";NA
"ILMN_3277715";"XR_038551";NA
"ILMN_3204838";"XR_019644";NA
"ILMN_1780711";"XM_372543";NA
"ILMN_3287309";"XR_016734";NA
"ILMN_1671292";"XR_015850";NA
"ILMN_3291437";"XR_019551";NA
"ILMN_3275447";"XR_017684";NA
"ILMN_3283090";"XR_039984";NA
"ILMN_3283244";"XR_039772";NA
"ILMN_3286067";"XR_019645";NA
"ILMN_3219808";"XR_038911";NA
"ILMN_3280952";"XR_040304";NA
"ILMN_1746252";"XR_018614";NA
"ILMN_3277321";"XR_037854";NA
"ILMN_3274711";"XR_016267";NA
"ILMN_3284084";"XR_018292";NA
"ILMN_1661389";"XM_374461";NA
"ILMN_3284114";"XR_018212";NA
"ILMN_1701314";"NM_001013667";NA
"ILMN_1765701";"XM_934471";NA
"ILMN_3284768";"XR_017001";NA
"ILMN_3287996";"XR_019205";NA
"ILMN_1783712";"NM_001012991";NA
"ILMN_1713813";"XR_017543";NA
"ILMN_1775473";"XM_375543";NA
"ILMN_1745933";"XR_001416";NA
"ILMN_1700182";"XR_018616";NA
"ILMN_2046856";"NM_001080831";NA
"ILMN_3199780";"XR_038201";NA
"ILMN_3294213";"XR_017816";NA
"ILMN_1792528";"XM_376420";NA
"ILMN_1699451";"XR_016722";NA
"ILMN_1660568";"NM_001013689";NA
"ILMN_3203515";"XR_016218";NA
"ILMN_3232159";"XM_001718486";NA
"ILMN_2407235";"NM_001080499";NA
"ILMN_1664610";"NM_001080499";NA
"ILMN_3289650";"XR_038697";NA
"ILMN_3213568";"XR_019262";NA
"ILMN_3234371";"XR_037692";NA
"ILMN_1811909";"XM_938988";NA
"ILMN_3283960";"XR_040718";NA
"ILMN_3213792";"XR_017375";NA
"ILMN_3276794";"XR_017407";NA
"ILMN_3201115";"XR_015812";NA
"ILMN_1715693";"XM_498571";NA
"ILMN_1761422";"XM_496129";NA
"ILMN_3199438";"NR_002828";NA
"ILMN_3278132";"XR_018123";NA
"ILMN_1690909";"XM_938817";NA
"ILMN_1662409";"XM_498717";NA
"ILMN_3287157";"XM_001732837";NA
"ILMN_1737074";"XM_942424";NA
"ILMN_1673421";"XM_944716";NA
"ILMN_1671217";"XM_496442";NA
"ILMN_1683447";"XM_496446";NA
"ILMN_2402930";"NR_002315";NA
"ILMN_1761281";"XM_498969";NA
"ILMN_1683498";"XR_018917";NA
"ILMN_1714808";"XM_496741";NA
"ILMN_1742163";"NM_001013716";NA
"ILMN_1778111";"XM_499022";NA
"ILMN_3200414";"XR_038026";NA
"ILMN_1715546";"XR_001271";NA
"ILMN_1788742";"XM_496890";NA
"ILMN_1718034";"XM_499153";NA
"ILMN_3219695";"XR_037852";NA
"ILMN_1695598";"XR_019588";NA
"ILMN_1713394";"XM_934931";NA
"ILMN_3284003";"XR_038885";NA
"ILMN_3293503";"XR_017483";NA
"ILMN_1663173";"NM_001025202";NA
"ILMN_3283592";"XM_935540";NA
"ILMN_1704431";"XR_001081";NA
"ILMN_3249624";"XR_041850";NA
"ILMN_3239625";"NR_024523";NA
"ILMN_1669096";"XM_935675";NA
"ILMN_1780502";"XM_935965";NA
"ILMN_1681300";"XM_935565";NA
"ILMN_1660357";"XM_935575";NA
"ILMN_3243011";"XR_018036";NA
"ILMN_1679025";"XM_935588";NA
"ILMN_1770831";"XM_935752";NA
"ILMN_1701641";"XM_936085";NA
