"";"ID";"SYMBOL";"a0Mean";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"4862";"ILMN_3301052";"LOC728791";" 7.79";"0.712";"0.1766";"0.0731";"0.0385"
"4863";"ILMN_1787949";"RPS15A";"12.43";"0.712";"0.0772";"0.0457";"0.1656"
"4864";"ILMN_1787541";"SPSB2";" 5.75";"0.712";"0.0825";"0.0967";"0.1094"
"4865";"ILMN_1755974";"ALDOC";" 7.21";"0.711";"0.1820";"0.0416";"0.0650"
"4866";"ILMN_3245066";"DENND4B";" 7.15";"0.711";"0.0430";"0.2100";"0.0355"
"4867";"ILMN_2110532";"RPL26L1";" 9.87";"0.711";"0.0874";"0.0408";"0.1604"
"4868";"ILMN_1719518";"ARF4";"11.06";"0.711";"0.2179";"0.0350";"0.0358"
"4869";"ILMN_1667374";"C14orf149";" 5.82";"0.711";"0.2134";"0.0355";"0.0399"
"4870";"ILMN_1659122";"KLF10";" 5.73";"0.711";"0.0464";"0.0993";"0.1430"
"4871";"ILMN_2211728";"GUCA1B";" 5.12";"0.711";"0.0450";"0.0356";"0.2084"
"4872";"ILMN_1800261";"TUBA1B";"13.33";"0.711";"0.0355";"0.1462";"0.1074"
"4873";"ILMN_1805104";"ABAT";" 5.54";"0.711";"0.1065";"0.1137";"0.0689"
"4874";"ILMN_1798657";"TBL1XR1";" 6.42";"0.711";"0.0476";"0.1726";"0.0689"
"4875";"ILMN_1815079";"TICAM1";" 6.02";"0.711";"0.2108";"0.0388";"0.0396"
"4876";"ILMN_1728083";"EIF4EBP2";" 9.26";"0.711";"0.0362";"0.1272";"0.1258"
"4877";"ILMN_1736562";"TRIM39";" 7.46";"0.711";"0.1082";"0.1457";"0.0352"
"4878";"ILMN_2380801";"FYN";" 4.92";"0.711";"0.0366";"0.0363";"0.2164"
"4879";"ILMN_3203976";"LOC392008";" 5.24";"0.711";"0.0458";"0.0492";"0.1944"
"4880";"ILMN_1706386";"SLC39A4";" 5.84";"0.711";"0.1425";"0.1070";"0.0399"
"4881";"ILMN_1705686";"NRGN";" 6.88";"0.710";"0.0388";"0.1904";"0.0604"
"4882";"ILMN_1750689";"MPP5";" 7.65";"0.710";"0.0384";"0.1739";"0.0773"
"4883";"ILMN_1698072";"PITRM1";" 8.98";"0.710";"0.2192";"0.0350";"0.0355"
"4884";"ILMN_1741371";"TMEM8";" 5.69";"0.710";"0.0458";"0.2037";"0.0402"
"4885";"ILMN_1698680";"ARL17P1";" 6.45";"0.710";"0.0469";"0.1629";"0.0800"
"4886";"ILMN_1721535";"COG5";" 5.83";"0.710";"0.2012";"0.0487";"0.0399"
"4887";"ILMN_1719064";"KCTD10";" 8.23";"0.710";"0.0869";"0.0622";"0.1407"
"4888";"ILMN_1840934";"";" 5.87";"0.710";"0.0607";"0.1788";"0.0506"
"4889";"ILMN_1724493";"LYSMD2";" 9.41";"0.710";"0.2000";"0.0391";"0.0509"
"4890";"ILMN_3251455";"RHOQ";" 4.95";"0.710";"0.2098";"0.0454";"0.0350"
"4891";"ILMN_1661664";"SRRM1L";" 7.19";"0.710";"0.1569";"0.0894";"0.0438"
"4892";"ILMN_1788166";"TTK";" 8.89";"0.710";"0.0514";"0.1951";"0.0437"
"4893";"ILMN_1702211";"TGIF1";" 5.05";"0.710";"0.1247";"0.1290";"0.0367"
"4894";"ILMN_1815759";"CTDP1";" 6.29";"0.710";"0.0357";"0.2183";"0.0364"
"4895";"ILMN_1724490";"PSPC1";" 7.44";"0.710";"0.1435";"0.0421";"0.1047"
"4896";"ILMN_1708059";"USP13";" 7.29";"0.710";"0.0349";"0.0373";"0.2182"
"4897";"ILMN_1781987";"CDK5";" 6.14";"0.709";"0.1867";"0.0662";"0.0377"
"4898";"ILMN_3202396";"LOC390735";" 6.64";"0.709";"0.0823";"0.1713";"0.0370"
"4899";"ILMN_1802023";"OR7E156P";" 5.41";"0.709";"0.0438";"0.2082";"0.0386"
"4900";"ILMN_1743412";"SIAE";" 5.44";"0.709";"0.0359";"0.2111";"0.0436"
"4901";"ILMN_1722742";"SCLY";" 6.37";"0.709";"0.0370";"0.1957";"0.0580"
"4902";"ILMN_3250201";"CNBP";" 6.49";"0.709";"0.0977";"0.1542";"0.0388"
"4903";"ILMN_3271412";"LOC100127922";" 8.02";"0.709";"0.0410";"0.0368";"0.2131"
"4904";"ILMN_3209194";"LOC653557";" 5.38";"0.709";"0.1046";"0.0845";"0.1018"
"4905";"ILMN_1715804";"PITPNA";" 6.54";"0.709";"0.0566";"0.1406";"0.0938"
"4906";"ILMN_3239343";"STAG3L3";" 7.39";"0.709";"0.1111";"0.1448";"0.0350"
"4907";"ILMN_2102330";"COL8A2";" 5.59";"0.709";"0.0358";"0.1230";"0.1323"
"4908";"ILMN_1743145";"ERAP2";" 6.35";"0.709";"0.0704";"0.1854";"0.0353"
"4909";"ILMN_1693317";"TTC15";" 8.32";"0.709";"0.0664";"0.1537";"0.0710"
"4910";"ILMN_2360415";"PRNP";"10.30";"0.709";"0.2051";"0.0353";"0.0508"
"4911";"ILMN_1795428";"WDR59";" 9.41";"0.709";"0.0732";"0.0390";"0.1790"
"4912";"ILMN_1869913";"";" 5.76";"0.709";"0.1196";"0.0576";"0.1140"
"4913";"ILMN_1730888";"ZNF680";" 6.52";"0.709";"0.0404";"0.1209";"0.1302"
"4914";"ILMN_1805024";"ERBB2IP";" 5.66";"0.708";"0.0530";"0.1517";"0.0869"
"4915";"ILMN_1855325";"";" 5.33";"0.708";"0.0819";"0.1393";"0.0704"
"4916";"ILMN_2065606";"TOMM40L";" 7.72";"0.708";"0.0349";"0.2159";"0.0408"
"4917";"ILMN_2403237";"CHN2";" 6.21";"0.708";"0.0349";"0.0365";"0.2204"
"4918";"ILMN_1680867";"C6orf61";" 6.26";"0.708";"0.2070";"0.0474";"0.0373"
"4919";"ILMN_1716195";"HIST1H2BG";" 6.62";"0.708";"0.1192";"0.0373";"0.1353"
"4920";"ILMN_2307450";"ZNF302";" 8.56";"0.708";"0.0485";"0.1899";"0.0534"
"4921";"ILMN_1807093";"FLJ45248";" 6.24";"0.708";"0.0699";"0.1371";"0.0850"
"4922";"ILMN_1725471";"GK";" 5.94";"0.708";"0.0788";"0.0495";"0.1637"
"4923";"ILMN_1831826";"";" 5.55";"0.708";"0.0378";"0.0361";"0.2181"
"4924";"ILMN_1762327";"DHRS12";" 5.23";"0.708";"0.0660";"0.1821";"0.0440"
"4925";"ILMN_1665515";"MGC4677";" 5.11";"0.708";"0.2197";"0.0358";"0.0366"
"4926";"ILMN_1652445";"RAC1";" 7.78";"0.708";"0.1568";"0.0772";"0.0582"
"4927";"ILMN_2130441";"HLA-H";" 9.70";"0.708";"0.0738";"0.0790";"0.1393"
"4928";"ILMN_2141259";"SPAG5";" 7.19";"0.708";"0.0352";"0.1131";"0.1440"
"4929";"ILMN_2193706";"HRK";" 6.89";"0.708";"0.1749";"0.0583";"0.0592"
"4930";"ILMN_1685002";"RCE1";" 7.47";"0.708";"0.0375";"0.2199";"0.0350"
"4931";"ILMN_3248094";"ANO2";" 6.17";"0.708";"0.0674";"0.1539";"0.0712"
"4932";"ILMN_1715863";"MLKL";" 6.34";"0.708";"0.1175";"0.0579";"0.1171"
"4933";"ILMN_1724609";"SLC2A8";" 8.98";"0.708";"0.0480";"0.1326";"0.1119"
"4934";"ILMN_1661776";"CENPJ";" 7.32";"0.707";"0.0455";"0.2004";"0.0467"
"4935";"ILMN_2397750";"IVNS1ABP";" 8.08";"0.707";"0.1985";"0.0491";"0.0449"
"4936";"ILMN_3229733";"SIGMAR1";" 7.72";"0.707";"0.1829";"0.0379";"0.0718"
"4937";"ILMN_1712583";"METRN";" 5.23";"0.707";"0.0755";"0.0621";"0.1554"
"4938";"ILMN_1772929";"ATP5J";"11.86";"0.707";"0.0396";"0.1727";"0.0807"
"4939";"ILMN_1793724";"C3orf31";" 7.66";"0.707";"0.2216";"0.0363";"0.0352"
"4940";"ILMN_1738854";"CACHD1";" 6.95";"0.707";"0.0677";"0.1561";"0.0694"
"4941";"ILMN_1776552";"FUBP1";" 6.42";"0.707";"0.2228";"0.0357";"0.0348"
"4942";"ILMN_1741632";"RAB3IL1";" 6.90";"0.707";"0.0367";"0.2196";"0.0370"
"4943";"ILMN_1653047";"DHX40";" 6.57";"0.707";"0.0654";"0.1931";"0.0350"
"4944";"ILMN_1811991";"C17orf101";" 6.22";"0.706";"0.0957";"0.0804";"0.1176"
"4945";"ILMN_1736008";"YRDC";" 9.68";"0.706";"0.1452";"0.0803";"0.0681"
"4946";"ILMN_1702384";"ZNF706";" 6.21";"0.706";"0.1076";"0.1269";"0.0590"
"4947";"ILMN_1760509";"EOMES";" 6.16";"0.706";"0.2096";"0.0368";"0.0473"
"4948";"ILMN_2337923";"TPD52L1";"10.06";"0.706";"0.0356";"0.0352";"0.2229"
"4949";"ILMN_1670322";"FCHO2";" 6.99";"0.706";"0.0413";"0.1971";"0.0554"
"4950";"ILMN_1802027";"MGST2";"11.01";"0.706";"0.0348";"0.2153";"0.0437"
"4951";"ILMN_1717925";"SIGMAR1";" 6.64";"0.706";"0.0919";"0.0362";"0.1656"
"4952";"ILMN_1788108";"TXNDC5";" 9.06";"0.706";"0.1998";"0.0360";"0.0579"
"4953";"ILMN_1691090";"MPV17";" 9.19";"0.706";"0.0712";"0.1876";"0.0351"
"4954";"ILMN_3239574";"SNORD3A";" 8.11";"0.706";"0.2108";"0.0398";"0.0435"
"4955";"ILMN_1733377";"FASTKD5";" 8.43";"0.706";"0.1011";"0.0388";"0.1542"
"4956";"ILMN_1734312";"GCN1L1";"10.01";"0.706";"0.2067";"0.0406";"0.0468"
"4957";"ILMN_1724837";"ZC3HAV1";" 7.04";"0.706";"0.0492";"0.1266";"0.1183"
"4958";"ILMN_1778876";"FAM179B";" 7.27";"0.706";"0.0566";"0.1943";"0.0433"
"4959";"ILMN_1712894";"FUT1";" 5.30";"0.706";"0.0352";"0.2231";"0.0359"
"4960";"ILMN_3230845";"LOC100131608";" 5.31";"0.706";"0.1805";"0.0515";"0.0622"
"4961";"ILMN_3240986";"LOC100134584";" 5.09";"0.706";"0.2076";"0.0395";"0.0471"
"4962";"ILMN_2201678";"FSTL1";" 7.97";"0.706";"0.0367";"0.0894";"0.1682"
"4963";"ILMN_2337336";"PVRL2";" 5.25";"0.706";"0.0348";"0.0542";"0.2053"
"4964";"ILMN_1700448";"SIM2";" 5.20";"0.706";"0.0790";"0.0832";"0.1322"
"4965";"ILMN_2355665";"MTP18";"10.86";"0.706";"0.1717";"0.0870";"0.0358"
"4966";"ILMN_2244547";"ETNK1";" 6.07";"0.705";"0.1923";"0.0596";"0.0428"
"4967";"ILMN_1661000";"RPS6KC1";" 5.82";"0.705";"0.0367";"0.0986";"0.1594"
"4968";"ILMN_1651341";"LOC401010";" 6.19";"0.705";"0.1451";"0.1021";"0.0475"
"4969";"ILMN_1667022";"PASK";" 5.86";"0.705";"0.1813";"0.0778";"0.0357"
"4970";"ILMN_1741253";"UBR5";" 7.48";"0.705";"0.0552";"0.1641";"0.0755"
"4971";"ILMN_1763364";"WHAMM";" 6.49";"0.705";"0.0661";"0.1890";"0.0396"
"4972";"ILMN_1704063";"KCNH3";" 6.61";"0.705";"0.0347";"0.1886";"0.0715"
"4973";"ILMN_2382354";"SENP7";" 5.81";"0.705";"0.0444";"0.2094";"0.0412"
"4974";"ILMN_1696556";"KIAA0133";" 5.46";"0.705";"0.1951";"0.0354";"0.0645"
"4975";"ILMN_1754757";"SCNN1D";" 5.17";"0.705";"0.2168";"0.0414";"0.0369"
"4976";"ILMN_1743829";"ATXN2";" 9.53";"0.705";"0.0363";"0.1178";"0.1412"
"4977";"ILMN_1772261";"GLG1";"10.62";"0.705";"0.0399";"0.1969";"0.0586"
"4978";"ILMN_1721833";"IER5";" 8.65";"0.705";"0.2248";"0.0359";"0.0347"
"4979";"ILMN_1689237";"BVES";" 5.13";"0.705";"0.0569";"0.0612";"0.1774"
"4980";"ILMN_1784871";"FASN";"12.85";"0.705";"0.0600";"0.0640";"0.1715"
"4981";"ILMN_1731412";"UBTD2";" 6.67";"0.704";"0.2111";"0.0497";"0.0348"
"4982";"ILMN_2166506";"XRCC6";"11.76";"0.704";"0.2132";"0.0478";"0.0347"
"4983";"ILMN_1779488";"RFX3";" 5.22";"0.704";"0.1844";"0.0698";"0.0416"
"4984";"ILMN_1791366";"RCOR2";" 5.01";"0.704";"0.0401";"0.0915";"0.1643"
"4985";"ILMN_1722089";"RNF217";" 6.05";"0.704";"0.0752";"0.0364";"0.1842"
"4986";"ILMN_1791884";"SNHG11";" 5.54";"0.704";"0.0400";"0.0579";"0.1979"
"4987";"ILMN_1903577";"";" 4.98";"0.704";"0.0360";"0.0349";"0.2250"
"4988";"ILMN_1654403";"LOC649186";" 4.82";"0.704";"0.1546";"0.0392";"0.1021"
"4989";"ILMN_2045994";"SEPW1";" 9.34";"0.704";"0.0410";"0.1803";"0.0746"
"4990";"ILMN_2173919";"MYO9A";" 6.13";"0.704";"0.0378";"0.1767";"0.0815"
"4991";"ILMN_1741054";"SLC5A6";" 7.69";"0.704";"0.1731";"0.0363";"0.0866"
"4992";"ILMN_2372915";"P2RY2";" 7.86";"0.704";"0.0418";"0.0369";"0.2175"
"4993";"ILMN_2396648";"EXOSC1";"10.10";"0.704";"0.0352";"0.0357";"0.2253"
"4994";"ILMN_1769665";"RAB5C";" 8.52";"0.704";"0.0459";"0.2157";"0.0347"
"4995";"ILMN_1673544";"C1orf83";" 5.76";"0.704";"0.0498";"0.0347";"0.2119"
"4996";"ILMN_1696038";"LOC150051";" 5.82";"0.703";"0.0799";"0.1814";"0.0353"
"4997";"ILMN_1887731";"ANRIL";" 5.14";"0.703";"0.0982";"0.0682";"0.1304"
"4998";"ILMN_1737738";"NDUFA12";"10.78";"0.703";"0.1593";"0.0953";"0.0421"
"4999";"ILMN_2309848";"FXYD5";"11.09";"0.703";"0.2182";"0.0406";"0.0380"
"5000";"ILMN_1842582";"";" 7.18";"0.703";"0.0400";"0.1890";"0.0678"
"5001";"ILMN_3250345";"LOC283788";" 6.57";"0.703";"0.0982";"0.1635";"0.0351"
"5002";"ILMN_1688670";"CDCP1";" 6.26";"0.703";"0.1635";"0.0797";"0.0538"
"5003";"ILMN_1902929";"";" 7.10";"0.703";"0.1482";"0.1030";"0.0456"
"5004";"ILMN_3202483";"LOC100133876";"13.87";"0.703";"0.1814";"0.0754";"0.0402"
"5005";"ILMN_2231189";"HIAT1";" 5.92";"0.703";"0.1354";"0.0371";"0.1246"
"5006";"ILMN_2140974";"TPM4";" 8.76";"0.703";"0.2197";"0.0391";"0.0383"
"5007";"ILMN_3225617";"LOC732146";" 5.13";"0.703";"0.0375";"0.1086";"0.1511"
"5008";"ILMN_1774380";"LOC650898";" 5.73";"0.703";"0.0703";"0.0722";"0.1548"
"5009";"ILMN_3227782";"MARVELD1";" 5.06";"0.703";"0.2065";"0.0535";"0.0374"
"5010";"ILMN_1685538";"LOC158345";"12.65";"0.703";"0.1689";"0.0359";"0.0927"
"5011";"ILMN_1735798";"OSBPL3";" 5.10";"0.703";"0.2053";"0.0558";"0.0364"
"5012";"ILMN_1653292";"PFKFB4";" 7.87";"0.703";"0.1265";"0.0477";"0.1233"
"5013";"ILMN_2209221";"DMRT1";" 7.96";"0.702";"0.1898";"0.0360";"0.0718"
"5014";"ILMN_1651364";"PCBD2";" 5.48";"0.702";"0.2100";"0.0350";"0.0527"
"5015";"ILMN_1783060";"SLC25A20";" 5.00";"0.702";"0.0467";"0.1359";"0.1152"
"5016";"ILMN_1703881";"LOC441528";" 5.39";"0.702";"0.1831";"0.0755";"0.0393"
"5017";"ILMN_1729515";"PIN4";" 5.69";"0.702";"0.2264";"0.0352";"0.0363"
"5018";"ILMN_1785324";"MTHFD1";" 8.58";"0.702";"0.0350";"0.2011";"0.0619"
"5019";"ILMN_1786976";"RAB22A";" 6.39";"0.702";"0.0369";"0.1973";"0.0638"
"5020";"ILMN_1721134";"TGM1";" 9.16";"0.702";"0.0364";"0.1941";"0.0675"
"5021";"ILMN_3243441";"EEF1AL7";"13.17";"0.702";"0.1495";"0.1139";"0.0347"
"5022";"ILMN_1910893";"";" 5.05";"0.702";"0.0423";"0.2020";"0.0537"
"5023";"ILMN_3297577";"LOC729841";"10.48";"0.702";"0.0346";"0.0349";"0.2286"
"5024";"ILMN_1781173";"HDAC9";" 5.32";"0.702";"0.0509";"0.2128";"0.0346"
"5025";"ILMN_2315569";"N6AMT1";" 5.24";"0.702";"0.0384";"0.0356";"0.2243"
"5026";"ILMN_1747932";"TMPRSS7";" 5.57";"0.702";"0.2251";"0.0348";"0.0384"
"5027";"ILMN_2075643";"ANKRD29";" 6.76";"0.702";"0.2252";"0.0360";"0.0373"
"5028";"ILMN_1746029";"SPATS2";" 8.98";"0.701";"0.1576";"0.0376";"0.1033"
"5029";"ILMN_2374244";"DYRK2";" 7.69";"0.701";"0.0660";"0.1436";"0.0891"
"5030";"ILMN_1833478";"";" 6.07";"0.701";"0.0355";"0.2281";"0.0353"
"5031";"ILMN_3176840";"LOC100128265";" 5.16";"0.701";"0.0349";"0.1245";"0.1394"
"5032";"ILMN_1803180";"PRDX6";"11.25";"0.701";"0.0445";"0.0825";"0.1721"
"5033";"ILMN_1729368";"FZD8";" 4.78";"0.701";"0.0938";"0.1705";"0.0347"
"5034";"ILMN_1685378";"LOC728973";"12.14";"0.701";"0.0345";"0.1888";"0.0758"
"5035";"ILMN_1748283";"PIM2";" 5.26";"0.701";"0.2273";"0.0355";"0.0363"
"5036";"ILMN_1766405";"GOLM1";" 8.31";"0.701";"0.1983";"0.0663";"0.0347"
"5037";"ILMN_1835017";"";" 5.54";"0.701";"0.0416";"0.0349";"0.2228"
"5038";"ILMN_2374115";"TFAP2A";" 7.11";"0.700";"0.1029";"0.1514";"0.0454"
"5039";"ILMN_1757730";"TTC27";" 8.73";"0.700";"0.2122";"0.0349";"0.0525"
"5040";"ILMN_1776173";"PSMD7";"10.02";"0.700";"0.0399";"0.2139";"0.0459"
"5041";"ILMN_1687857";"ST6GALNAC4";" 5.24";"0.700";"0.1690";"0.0478";"0.0829"
"5042";"ILMN_2171461";"ZNF322A";" 5.91";"0.700";"0.0764";"0.1323";"0.0910"
"5043";"ILMN_1669377";"AP4B1";" 7.27";"0.700";"0.2048";"0.0551";"0.0399"
"5044";"ILMN_3269849";"ISM2";" 4.96";"0.700";"0.1782";"0.0580";"0.0637"
"5045";"ILMN_2334693";"NARF";" 8.03";"0.700";"0.1978";"0.0581";"0.0439"
"5046";"ILMN_1798123";"ELOVL1";" 7.69";"0.700";"0.2098";"0.0555";"0.0345"
"5047";"ILMN_1753413";"TRIOBP";" 7.26";"0.700";"0.0935";"0.0523";"0.1541"
"5048";"ILMN_1683129";"CCNL1";" 5.77";"0.700";"0.0486";"0.1686";"0.0830"
"5049";"ILMN_2048633";"LRRC8E";" 5.60";"0.700";"0.0549";"0.2098";"0.0353"
"5050";"ILMN_1721977";"ARD1A";" 9.78";"0.700";"0.2030";"0.0560";"0.0414"
"5051";"ILMN_1706706";"WDR68";" 9.14";"0.700";"0.0422";"0.2215";"0.0367"
"5052";"ILMN_1710710";"DEDD";" 4.82";"0.699";"0.0474";"0.1829";"0.0704"
"5053";"ILMN_1769636";"LOC554223";" 5.02";"0.699";"0.2251";"0.0360";"0.0394"
"5054";"ILMN_1719403";"MTX1";" 6.05";"0.699";"0.1069";"0.0923";"0.1014"
"5055";"ILMN_2173835";"FTHL3";"11.12";"0.699";"0.0344";"0.0578";"0.2086"
"5056";"ILMN_1811426";"TMTC1";" 5.30";"0.699";"0.1648";"0.0981";"0.0381"
"5057";"ILMN_2212354";"WDR46";" 8.06";"0.699";"0.1230";"0.1129";"0.0651"
"5058";"ILMN_1807106";"LDHA";"13.14";"0.699";"0.0661";"0.1775";"0.0574"
"5059";"ILMN_1730685";"MRPL16";" 9.43";"0.699";"0.0539";"0.2072";"0.0400"
"5060";"ILMN_2305112";"CTH";" 5.58";"0.699";"0.1180";"0.0563";"0.1269"
"5061";"ILMN_1703337";"LOC441763";" 6.27";"0.699";"0.0370";"0.0370";"0.2271"
"5062";"ILMN_1657009";"NFASC";" 4.97";"0.699";"0.0448";"0.0812";"0.1752"
"5063";"ILMN_2129877";"PARP11";" 5.58";"0.699";"0.0447";"0.2163";"0.0402"
"5064";"ILMN_3177348";"C21orf126";" 5.68";"0.699";"0.0372";"0.0368";"0.2274"
"5065";"ILMN_1764410";"C22orf13";"10.19";"0.699";"0.0415";"0.0806";"0.1792"
"5066";"ILMN_1780937";"MUS81";" 7.93";"0.699";"0.0345";"0.1081";"0.1586"
"5067";"ILMN_1909466";"UVRAG";" 4.98";"0.699";"0.0776";"0.0563";"0.1675"
"5068";"ILMN_2251279";"WDR45";" 4.96";"0.699";"0.1064";"0.1275";"0.0676"
"5069";"ILMN_2171295";"PFTK1";" 5.89";"0.698";"0.0346";"0.0450";"0.2222"
"5070";"ILMN_1725984";"LOC728689";" 7.01";"0.698";"0.2262";"0.0410";"0.0346"
"5071";"ILMN_1720829";"ZFP36";" 8.48";"0.698";"0.2170";"0.0504";"0.0345"
"5072";"ILMN_1727553";"C5orf54";" 6.55";"0.698";"0.1073";"0.1417";"0.0530"
"5073";"ILMN_1721623";"APOO";" 8.69";"0.698";"0.0386";"0.2051";"0.0583"
"5074";"ILMN_1873592";"KSR2";" 4.99";"0.698";"0.1758";"0.0660";"0.0603"
"5075";"ILMN_1667932";"LOC652726";" 7.47";"0.698";"0.2301";"0.0371";"0.0349"
"5076";"ILMN_1756204";"RPS6KA4";" 8.59";"0.698";"0.2013";"0.0459";"0.0550"
"5077";"ILMN_2395285";"U1SNRNPBP";" 6.37";"0.698";"0.0352";"0.0409";"0.2260"
"5078";"ILMN_3289745";"LOC339352";" 5.03";"0.698";"0.0435";"0.2205";"0.0383"
"5079";"ILMN_1658337";"AKIRIN1";" 6.86";"0.698";"0.1430";"0.0365";"0.1229"
"5080";"ILMN_2139827";"FAM54A";" 5.65";"0.698";"0.0376";"0.0796";"0.1852"
"5081";"ILMN_1685948";"GCET2";" 5.08";"0.698";"0.0644";"0.1987";"0.0394"
"5082";"ILMN_1754547";"R3HDM1";" 7.52";"0.698";"0.0445";"0.0578";"0.2002"
"5083";"ILMN_2337955";"ZMAT5";" 5.24";"0.698";"0.0852";"0.1655";"0.0518"
"5084";"ILMN_1755811";"FBXO4";" 5.12";"0.697";"0.1579";"0.0808";"0.0639"
"5085";"ILMN_3246315";"LOC100133697";" 7.19";"0.697";"0.1770";"0.0396";"0.0861"
"5086";"ILMN_2395389";"PSMC4";" 6.32";"0.697";"0.1990";"0.0541";"0.0495"
"5087";"ILMN_2041190";"F2RL1";" 9.53";"0.697";"0.0343";"0.0347";"0.2336"
"5088";"ILMN_3243471";"CNPY2";"10.38";"0.697";"0.0413";"0.0352";"0.2262"
"5089";"ILMN_1795247";"ARID2";" 5.40";"0.697";"0.0345";"0.1782";"0.0902"
"5090";"ILMN_1727300";"ZNF444";" 6.88";"0.697";"0.0344";"0.2121";"0.0565"
"5091";"ILMN_1804479";"MRPL18";"10.36";"0.697";"0.0345";"0.0366";"0.2320"
"5092";"ILMN_2401352";"UHRF1";" 5.06";"0.697";"0.0554";"0.1960";"0.0517"
"5093";"ILMN_1747506";"DHX34";" 6.11";"0.697";"0.1521";"0.0377";"0.1137"
"5094";"ILMN_1749676";"KIAA1704";" 5.72";"0.697";"0.0693";"0.0814";"0.1528"
"5095";"ILMN_1695946";"TRNP1";" 8.58";"0.696";"0.0400";"0.2137";"0.0498"
"5096";"ILMN_1744244";"DPAGT1";" 5.28";"0.696";"0.2072";"0.0386";"0.0580"
"5097";"ILMN_3235168";"MUL1";" 9.35";"0.696";"0.0567";"0.0733";"0.1738"
"5098";"ILMN_2190084";"VAMP8";"11.19";"0.696";"0.1848";"0.0742";"0.0447"
"5099";"ILMN_2199676";"CEP152";" 6.29";"0.696";"0.0699";"0.1892";"0.0448"
"5100";"ILMN_1719616";"DNASE1";" 5.10";"0.696";"0.0874";"0.0608";"0.1558"
"5101";"ILMN_1746525";"FTHL2";"12.27";"0.696";"0.0954";"0.1681";"0.0404"
"5102";"ILMN_3220769";"LOC729964";" 9.62";"0.696";"0.1789";"0.0408";"0.0843"
"5103";"ILMN_2359096";"SS18";" 5.47";"0.696";"0.0373";"0.1114";"0.1553"
"5104";"ILMN_1754400";"AYP1p1";" 7.77";"0.696";"0.2150";"0.0522";"0.0373"
"5105";"ILMN_1790962";"RINL";" 6.09";"0.696";"0.0838";"0.1657";"0.0550"
"5106";"ILMN_1836218";"";" 8.03";"0.696";"0.0415";"0.2286";"0.0343"
"5107";"ILMN_1704290";"SPTLC2";" 6.73";"0.696";"0.1814";"0.0809";"0.0422"
"5108";"ILMN_3307002";"TMEM83";" 6.52";"0.696";"0.0421";"0.1383";"0.1241"
"5109";"ILMN_3240173";"MTSS1L";" 5.47";"0.695";"0.0938";"0.0840";"0.1268"
"5110";"ILMN_1699737";"TRAP1";" 9.40";"0.695";"0.2318";"0.0381";"0.0348"
"5111";"ILMN_1708858";"CSNK1E";" 7.50";"0.695";"0.2344";"0.0354";"0.0351"
"5112";"ILMN_1804113";"RFXANK";" 5.71";"0.695";"0.1044";"0.1018";"0.0987"
"5113";"ILMN_1746138";"RLTPR";" 5.05";"0.695";"0.0799";"0.0392";"0.1858"
"5114";"ILMN_1796712";"S100A10";"13.57";"0.695";"0.0428";"0.1943";"0.0678"
"5115";"ILMN_1742432";"COBRA1";" 9.25";"0.695";"0.0454";"0.1190";"0.1407"
"5116";"ILMN_2052208";"GADD45A";" 9.19";"0.695";"0.1585";"0.0372";"0.1094"
"5117";"ILMN_1673953";"HRH1";" 5.88";"0.695";"0.0764";"0.0353";"0.1934"
"5118";"ILMN_1713636";"S100A6";"12.68";"0.695";"0.1901";"0.0727";"0.0424"
"5119";"ILMN_1754579";"SYNE2";" 5.23";"0.695";"0.0413";"0.2292";"0.0348"
"5120";"ILMN_1812995";"CTSL1";" 9.31";"0.695";"0.0828";"0.1792";"0.0432"
"5121";"ILMN_1761309";"ADCK5";" 4.92";"0.695";"0.2045";"0.0457";"0.0553"
"5122";"ILMN_1709936";"LOC90624";" 6.21";"0.694";"0.0936";"0.1114";"0.1005"
"5123";"ILMN_1683127";"ZNF281";" 8.26";"0.694";"0.0552";"0.1134";"0.1371"
"5124";"ILMN_2134453";"FCGR3B";" 5.75";"0.694";"0.1307";"0.1410";"0.0343"
"5125";"ILMN_1775111";"SND1";" 9.89";"0.694";"0.0752";"0.1569";"0.0740"
"5126";"ILMN_1757387";"UCHL1";" 5.42";"0.694";"0.1951";"0.0663";"0.0449"
"5127";"ILMN_1683450";"CDCA5";"10.69";"0.694";"0.0399";"0.0575";"0.2090"
"5128";"ILMN_1873540";"";" 5.34";"0.694";"0.0342";"0.0601";"0.2121"
"5129";"ILMN_1856315";"";" 5.68";"0.694";"0.0890";"0.1151";"0.1024"
"5130";"ILMN_2347592";"NMB";" 5.90";"0.693";"0.0611";"0.1847";"0.0609"
"5131";"ILMN_1753279";"HNRNPA0";"10.47";"0.693";"0.1889";"0.0373";"0.0807"
"5132";"ILMN_3263601";"LOC100129093";" 4.86";"0.693";"0.0998";"0.0355";"0.1715"
"5133";"ILMN_3307841";"AGR2";"10.01";"0.693";"0.2212";"0.0504";"0.0353"
"5134";"ILMN_2360710";"TPM1";"10.64";"0.693";"0.0582";"0.0702";"0.1785"
"5135";"ILMN_1695853";"CLK4";" 5.55";"0.693";"0.0471";"0.2031";"0.0569"
"5136";"ILMN_1680805";"IL28RA";" 5.73";"0.693";"0.0583";"0.0624";"0.1864"
