"";"ID";"SYMBOL";"a0Mean";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"5137";"ILMN_2310703";"RPS26L";"11.72";"0.693";"0.1775";"0.0361";"0.0935"
"5138";"ILMN_1766658";"PKMYT1";" 7.64";"0.693";"0.0419";"0.1679";"0.0975"
"5139";"ILMN_1722056";"ATP7B";" 6.86";"0.693";"0.0342";"0.2315";"0.0416"
"5140";"ILMN_1772651";"CNOT2";" 8.91";"0.693";"0.1571";"0.1158";"0.0344"
"5141";"ILMN_1770892";"YY1";"11.54";"0.693";"0.2299";"0.0396";"0.0378"
"5142";"ILMN_1778240";"GFOD1";" 7.94";"0.692";"0.2385";"0.0348";"0.0343"
"5143";"ILMN_1709650";"LOC652815";" 5.48";"0.692";"0.2355";"0.0346";"0.0376"
"5144";"ILMN_1757019";"NTN4";" 7.12";"0.692";"0.2333";"0.0342";"0.0401"
"5145";"ILMN_1658247";"OAS1";" 4.92";"0.692";"0.1694";"0.0454";"0.0929"
"5146";"ILMN_1672728";"KCTD5";" 9.14";"0.692";"0.1866";"0.0477";"0.0733"
"5147";"ILMN_2215211";"ZNF514";" 6.46";"0.692";"0.0341";"0.0349";"0.2387"
"5148";"ILMN_3246713";"SNORA22";" 4.87";"0.692";"0.0718";"0.0375";"0.1985"
"5149";"ILMN_1766657";"STOM";" 7.61";"0.692";"0.2340";"0.0368";"0.0372"
"5150";"ILMN_3307196";"FLJ14107";" 4.96";"0.692";"0.0356";"0.0345";"0.2380"
"5151";"ILMN_1772124";"ATRN";" 7.80";"0.692";"0.0466";"0.0875";"0.1741"
"5152";"ILMN_3251516";"KIAA1609";" 5.64";"0.692";"0.0408";"0.2330";"0.0343"
"5153";"ILMN_1687392";"NRK";" 5.14";"0.692";"0.1987";"0.0717";"0.0378"
"5154";"ILMN_1749493";"ADARB2";" 5.05";"0.692";"0.2306";"0.0370";"0.0407"
"5155";"ILMN_1697118";"ARMC6";" 5.95";"0.692";"0.2395";"0.0343";"0.0345"
"5156";"ILMN_1666208";"C14orf106";" 8.52";"0.692";"0.0397";"0.2196";"0.0489"
"5157";"ILMN_1659047";"HIST2H2AA3";" 7.07";"0.692";"0.0411";"0.0362";"0.2311"
"5158";"ILMN_1695924";"KLK11";"12.24";"0.692";"0.1978";"0.0565";"0.0540"
"5159";"ILMN_2157277";"AKR1D1";"12.63";"0.692";"0.0627";"0.1751";"0.0707"
"5160";"ILMN_1675984";"ARHGEF7";" 5.49";"0.692";"0.1078";"0.0596";"0.1410"
"5161";"ILMN_2311020";"DNAJC12";" 5.79";"0.692";"0.0345";"0.1715";"0.1024"
"5162";"ILMN_2415911";"ENOX2";" 6.51";"0.692";"0.0740";"0.1233";"0.1112"
"5163";"ILMN_3182422";"LOC100129828";" 6.80";"0.692";"0.0359";"0.1160";"0.1564"
"5164";"ILMN_1737406";"KLF6";" 7.44";"0.692";"0.0573";"0.2140";"0.0373"
"5165";"ILMN_1735658";"RTTN";" 8.14";"0.692";"0.0671";"0.0897";"0.1517"
"5166";"ILMN_1794399";"SNRK";" 7.16";"0.692";"0.2304";"0.0367";"0.0414"
"5167";"ILMN_1708709";"KIAA1211";" 5.71";"0.691";"0.1635";"0.1091";"0.0360"
"5168";"ILMN_3276861";"LOC441013";" 7.80";"0.691";"0.2298";"0.0438";"0.0351"
"5169";"ILMN_1714384";"PCCA";" 8.46";"0.691";"0.1463";"0.0367";"0.1257"
"5170";"ILMN_1724946";"SPINT1";" 6.61";"0.691";"0.1139";"0.1447";"0.0503"
"5171";"ILMN_1728521";"HDAC7A";" 6.42";"0.691";"0.0580";"0.2158";"0.0351"
"5172";"ILMN_1674337";"FKBP2";" 8.62";"0.691";"0.0760";"0.1832";"0.0499"
"5173";"ILMN_1670932";"LOC645737";" 5.27";"0.691";"0.0594";"0.1811";"0.0686"
"5174";"ILMN_1721629";"ZNF654";" 5.92";"0.691";"0.0690";"0.2019";"0.0382"
"5175";"ILMN_3223181";"SEC13";" 8.49";"0.691";"0.2038";"0.0361";"0.0694"
"5176";"ILMN_2279413";"SIAH1";" 5.10";"0.691";"0.0467";"0.1391";"0.1234"
"5177";"ILMN_2154053";"FVT1";" 9.45";"0.691";"0.0884";"0.0415";"0.1793"
"5178";"ILMN_1810719";"DCUN1D1";" 7.15";"0.691";"0.0386";"0.1577";"0.1132"
"5179";"ILMN_1811972";"MYCBP2";" 7.87";"0.691";"0.0416";"0.2254";"0.0424"
"5180";"ILMN_3261938";"LOC100130154";" 8.93";"0.690";"0.0420";"0.0344";"0.2331"
"5181";"ILMN_2072391";"SNORD31";" 5.89";"0.690";"0.2056";"0.0482";"0.0559"
"5182";"ILMN_1813746";"CORO2A";"10.34";"0.690";"0.2089";"0.0594";"0.0414"
"5183";"ILMN_1768773";"EGLN2";" 7.94";"0.690";"0.2132";"0.0611";"0.0354"
"5184";"ILMN_2413816";"GRB14";" 6.63";"0.690";"0.2416";"0.0340";"0.0341"
"5185";"ILMN_1725642";"SUMO3";"10.90";"0.690";"0.0406";"0.2199";"0.0492"
"5186";"ILMN_3187462";"C14orf176";" 5.74";"0.690";"0.0867";"0.1748";"0.0484"
"5187";"ILMN_2401822";"FTSJ1";" 8.71";"0.690";"0.1660";"0.0595";"0.0843"
"5188";"ILMN_3289247";"LOC400750";" 5.07";"0.690";"0.2317";"0.0354";"0.0428"
"5189";"ILMN_1769135";"DPP7";" 6.25";"0.690";"0.0789";"0.0504";"0.1806"
"5190";"ILMN_2228180";"MSRA";" 7.57";"0.690";"0.0386";"0.1991";"0.0723"
"5191";"ILMN_2104877";"CMPK1";" 8.19";"0.690";"0.0669";"0.1721";"0.0711"
"5192";"ILMN_2215194";"GCLC";" 7.00";"0.690";"0.1996";"0.0763";"0.0343"
"5193";"ILMN_1754332";"LOC85389";" 5.56";"0.690";"0.0713";"0.1138";"0.1253"
"5194";"ILMN_1730698";"ODF2";" 9.09";"0.690";"0.0412";"0.1994";"0.0697"
"5195";"ILMN_1698369";"LOC728127";" 5.05";"0.690";"0.1100";"0.0362";"0.1642"
"5196";"ILMN_3308335";"RNU6-1";" 9.85";"0.690";"0.0404";"0.0351";"0.2349"
"5197";"ILMN_1808757";"RPL37A";" 5.09";"0.690";"0.1334";"0.0365";"0.1405"
"5198";"ILMN_1705213";"TMBIM1";" 8.22";"0.690";"0.0340";"0.0340";"0.2424"
"5199";"ILMN_2293692";"CREBBP";" 5.69";"0.690";"0.0349";"0.1300";"0.1456"
"5200";"ILMN_1883919";"";" 5.12";"0.690";"0.2066";"0.0645";"0.0393"
"5201";"ILMN_1745239";"LOC653857";" 5.29";"0.690";"0.1941";"0.0358";"0.0805"
"5202";"ILMN_1812967";"CNPY3";" 6.47";"0.689";"0.0348";"0.1235";"0.1523"
"5203";"ILMN_1657884";"NME2";" 7.79";"0.689";"0.1296";"0.1459";"0.0352"
"5204";"ILMN_1798189";"COX7C";"13.02";"0.689";"0.2171";"0.0379";"0.0560"
"5205";"ILMN_3295874";"LOC100132805";" 7.11";"0.689";"0.0348";"0.0651";"0.2111"
"5206";"ILMN_3202863";"LOC389662";" 7.24";"0.689";"0.0370";"0.2161";"0.0578"
"5207";"ILMN_1698673";"EFCAB7";" 5.51";"0.689";"0.0351";"0.2370";"0.0390"
"5208";"ILMN_1764721";"RPL8";"13.14";"0.689";"0.2340";"0.0410";"0.0364"
"5209";"ILMN_1897310";"";" 7.98";"0.689";"0.0345";"0.0344";"0.2426"
"5210";"ILMN_1813685";"RAB7L1";" 6.77";"0.689";"0.0341";"0.2364";"0.0410"
"5211";"ILMN_1762764";"SH3BGRL2";" 7.05";"0.689";"0.1755";"0.0467";"0.0893"
"5212";"ILMN_1765122";"MAP3K2";" 6.52";"0.688";"0.0507";"0.2080";"0.0529"
"5213";"ILMN_1719664";"PTPN21";" 5.32";"0.688";"0.0557";"0.0357";"0.2202"
"5214";"ILMN_1810977";"CDV3";" 9.85";"0.688";"0.2432";"0.0346";"0.0339"
"5215";"ILMN_3236270";"ACAP2";" 6.01";"0.688";"0.0349";"0.2208";"0.0562"
"5216";"ILMN_2069322";"LOC100132288";" 5.59";"0.688";"0.0420";"0.2107";"0.0591"
"5217";"ILMN_1763196";"WDR72";" 6.82";"0.688";"0.0352";"0.2055";"0.0712"
"5218";"ILMN_2119945";"NDUFB3";"11.02";"0.688";"0.0592";"0.0516";"0.2010"
"5219";"ILMN_1796339";"PLEKHA2";" 8.03";"0.688";"0.0715";"0.0994";"0.1410"
"5220";"ILMN_3245672";"SNORD84";" 4.88";"0.688";"0.0362";"0.2370";"0.0389"
"5221";"ILMN_1775074";"TUBGCP2";" 8.36";"0.688";"0.0852";"0.1722";"0.0545"
"5222";"ILMN_1760705";"POF1B";" 5.55";"0.688";"0.0339";"0.2324";"0.0458"
"5223";"ILMN_1655608";"KLHL18";" 6.40";"0.688";"0.2333";"0.0368";"0.0422"
"5224";"ILMN_3199916";"LOC100130980";"13.77";"0.688";"0.2409";"0.0361";"0.0353"
"5225";"ILMN_1763011";"C7orf10";" 6.61";"0.688";"0.0355";"0.2100";"0.0668"
"5226";"ILMN_1723895";"GTF3C5";" 9.51";"0.688";"0.1833";"0.0709";"0.0582"
"5227";"ILMN_3237446";"SCARNA16";" 5.95";"0.688";"0.0700";"0.0938";"0.1486"
"5228";"ILMN_1675583";"SPG7";" 5.30";"0.688";"0.1941";"0.0486";"0.0697"
"5229";"ILMN_1777740";"C8orf55";"10.33";"0.688";"0.2162";"0.0387";"0.0577"
"5230";"ILMN_1805992";"KIAA1598";" 9.02";"0.688";"0.0485";"0.2127";"0.0513"
"5231";"ILMN_2367530";"ZNF280D";" 6.10";"0.688";"0.1223";"0.1563";"0.0339"
"5232";"ILMN_2075818";"ZNF598";" 9.37";"0.688";"0.0384";"0.2374";"0.0367"
"5233";"ILMN_1753468";"CD63";"10.49";"0.687";"0.2233";"0.0358";"0.0535"
"5234";"ILMN_1667068";"ZC3HAV1";" 8.61";"0.687";"0.1064";"0.0802";"0.1260"
"5235";"ILMN_1769503";"ZNRF2";" 5.68";"0.687";"0.0624";"0.0594";"0.1908"
"5236";"ILMN_1809751";"EIF2C3";" 5.13";"0.687";"0.0583";"0.0407";"0.2137"
"5237";"ILMN_1769934";"GRHL1";" 5.01";"0.687";"0.0830";"0.0524";"0.1773"
"5238";"ILMN_2408179";"BAT2";" 5.39";"0.687";"0.0645";"0.1537";"0.0946"
"5239";"ILMN_1706957";"BMPR1A";" 6.30";"0.687";"0.0521";"0.2225";"0.0383"
"5240";"ILMN_1778121";"CALN1";" 6.02";"0.687";"0.0461";"0.1521";"0.1148"
"5241";"ILMN_1757437";"UMPS";" 5.34";"0.687";"0.0364";"0.2406";"0.0361"
"5242";"ILMN_1652409";"SPATA7";" 7.74";"0.687";"0.1816";"0.0383";"0.0932"
"5243";"ILMN_2293374";"TOP1MT";" 5.81";"0.687";"0.0859";"0.1089";"0.1185"
"5244";"ILMN_1809695";"CAMK2G";" 8.81";"0.687";"0.1023";"0.1712";"0.0398"
"5245";"ILMN_1766505";"COMMD10";" 8.44";"0.687";"0.0393";"0.1595";"0.1145"
"5246";"ILMN_2117885";"FAM122A";" 5.46";"0.687";"0.0353";"0.1059";"0.1722"
"5247";"ILMN_2351241";"RNF14";" 8.30";"0.687";"0.1103";"0.1514";"0.0517"
"5248";"ILMN_3243385";"SDR42E1";" 7.44";"0.687";"0.2380";"0.0410";"0.0343"
"5249";"ILMN_1812494";"GDA";" 7.81";"0.687";"0.0346";"0.0663";"0.2126"
"5250";"ILMN_1745420";"PHF19";" 8.07";"0.687";"0.0388";"0.1155";"0.1591"
"5251";"ILMN_1694268";"HES6";" 7.92";"0.686";"0.0688";"0.1968";"0.0479"
"5252";"ILMN_1810467";"PPP2R1A";"12.08";"0.686";"0.1103";"0.0978";"0.1054"
"5253";"ILMN_1798249";"AK3L1";" 7.57";"0.686";"0.0352";"0.2006";"0.0779"
"5254";"ILMN_1705746";"LSG1";" 7.99";"0.686";"0.1617";"0.0485";"0.1035"
"5255";"ILMN_1682232";"MIER1";" 6.57";"0.686";"0.0420";"0.2034";"0.0683"
"5256";"ILMN_1719763";"MORG1";" 5.94";"0.686";"0.0634";"0.2164";"0.0338"
"5257";"ILMN_3224860";"LOC730004";" 6.95";"0.686";"0.2448";"0.0342";"0.0348"
"5258";"ILMN_1696757";"TTC14";" 5.91";"0.686";"0.0381";"0.1445";"0.1312"
"5259";"ILMN_1669691";"LOC650433";" 5.77";"0.686";"0.0849";"0.1872";"0.0418"
"5260";"ILMN_3241257";"POLR3E";" 8.41";"0.686";"0.1499";"0.1302";"0.0338"
"5261";"ILMN_3307266";"PSMC3IP";" 7.11";"0.686";"0.0794";"0.0414";"0.1932"
"5262";"ILMN_1692733";"NRARP";" 4.82";"0.686";"0.0339";"0.2367";"0.0437"
"5263";"ILMN_2409754";"PRR5";" 6.65";"0.686";"0.1643";"0.0400";"0.1101"
"5264";"ILMN_2055700";"SLBP";"10.38";"0.686";"0.1088";"0.0947";"0.1108"
"5265";"ILMN_1739259";"UBE4A";" 8.51";"0.686";"0.0338";"0.1103";"0.1702"
"5266";"ILMN_1912083";"";" 5.30";"0.685";"0.0462";"0.1059";"0.1624"
"5267";"ILMN_2116127";"NPEPPS";" 9.82";"0.685";"0.1462";"0.0671";"0.1012"
"5268";"ILMN_1657983";"TERF2IP";" 8.68";"0.685";"0.1026";"0.1530";"0.0590"
"5269";"ILMN_1753265";"C12orf76";" 5.72";"0.685";"0.2138";"0.0363";"0.0647"
"5270";"ILMN_2330371";"TATDN3";" 6.79";"0.685";"0.0588";"0.0878";"0.1683"
"5271";"ILMN_1698668";"NR1D2";" 6.06";"0.685";"0.0427";"0.0897";"0.1826"
"5272";"ILMN_2207363";"RABAC1";" 7.85";"0.685";"0.2051";"0.0748";"0.0351"
"5273";"ILMN_1724295";"LOC643007";" 7.43";"0.685";"0.0342";"0.0360";"0.2449"
"5274";"ILMN_1720266";"LOC91431";" 5.62";"0.685";"0.0389";"0.2162";"0.0600"
"5275";"ILMN_1807169";"TINAGL1";" 7.81";"0.685";"0.2119";"0.0567";"0.0466"
"5276";"ILMN_1810374";"TMEM156";" 5.65";"0.685";"0.1150";"0.0385";"0.1616"
"5277";"ILMN_1701169";"HP1BP3";" 5.77";"0.685";"0.0368";"0.1072";"0.1713"
"5278";"ILMN_2352293";"PRDM10";" 7.13";"0.685";"0.0347";"0.0767";"0.2039"
"5279";"ILMN_2352023";"RIPK5";" 7.48";"0.685";"0.2467";"0.0338";"0.0349"
"5280";"ILMN_2153495";"WNT7B";" 9.01";"0.685";"0.1943";"0.0573";"0.0637"
"5281";"ILMN_1777998";"ARHGAP25";" 5.51";"0.685";"0.2375";"0.0430";"0.0349"
"5282";"ILMN_3235808";"POM121C";"10.03";"0.685";"0.0960";"0.0366";"0.1827"
"5283";"ILMN_2245676";"BTF3";" 8.67";"0.684";"0.2411";"0.0407";"0.0337"
"5284";"ILMN_1675946";"LOC401238";" 5.87";"0.684";"0.0661";"0.0826";"0.1668"
"5285";"ILMN_1656427";"C17orf39";" 6.96";"0.684";"0.0363";"0.2420";"0.0374"
"5286";"ILMN_2342515";"FXN";" 4.99";"0.684";"0.0348";"0.0753";"0.2056"
"5287";"ILMN_2375003";"MAP4K4";" 6.26";"0.684";"0.1829";"0.0876";"0.0452"
"5288";"ILMN_3243381";"MLEC";" 8.69";"0.684";"0.0346";"0.1007";"0.1804"
"5289";"ILMN_2313821";"AIFM1";"10.30";"0.684";"0.1518";"0.1290";"0.0350"
"5290";"ILMN_1676448";"WDFY1";" 9.01";"0.684";"0.0441";"0.2239";"0.0479"
"5291";"ILMN_3263007";"LOC100129608";" 5.73";"0.684";"0.0415";"0.0435";"0.2308"
"5292";"ILMN_1657547";"CCDC34";"10.14";"0.684";"0.1748";"0.0416";"0.0997"
"5293";"ILMN_1721651";"LOC646463";" 8.28";"0.684";"0.0431";"0.0342";"0.2390"
"5294";"ILMN_1728887";"PAK4";" 9.13";"0.684";"0.1864";"0.0953";"0.0346"
"5295";"ILMN_2381064";"TPD52";" 6.23";"0.684";"0.1968";"0.0400";"0.0795"
"5296";"ILMN_1777565";"TAP2";" 7.15";"0.684";"0.0500";"0.0510";"0.2153"
"5297";"ILMN_2405915";"MRPS11";" 9.13";"0.683";"0.0365";"0.2277";"0.0524"
"5298";"ILMN_1720771";"STX11";" 6.51";"0.683";"0.0391";"0.1381";"0.1393"
"5299";"ILMN_3243034";"LOC100134098";" 4.98";"0.683";"0.2476";"0.0337";"0.0354"
"5300";"ILMN_1669851";"STAG3L4";" 7.86";"0.683";"0.0622";"0.0792";"0.1753"
"5301";"ILMN_1698067";"NBPF14";" 5.23";"0.683";"0.2232";"0.0584";"0.0354"
"5302";"ILMN_1682873";"LOC388474";"14.11";"0.683";"0.1118";"0.1596";"0.0457"
"5303";"ILMN_1653180";"TPM4";" 8.64";"0.683";"0.2394";"0.0379";"0.0398"
"5304";"ILMN_1744534";"LYRM5";" 8.88";"0.683";"0.0366";"0.1640";"0.1167"
"5305";"ILMN_1691458";"SYPL1";" 5.39";"0.683";"0.0421";"0.2415";"0.0337"
"5306";"ILMN_2153679";"TBC1D3B";" 5.55";"0.683";"0.1953";"0.0639";"0.0581"
"5307";"ILMN_2098437";"FAM10A4";" 7.47";"0.683";"0.0340";"0.0413";"0.2420"
"5308";"ILMN_1734915";"C1orf156";" 5.21";"0.682";"0.1128";"0.1636";"0.0410"
"5309";"ILMN_1657373";"LEPREL1";"11.23";"0.682";"0.2173";"0.0421";"0.0581"
"5310";"ILMN_1669206";"CNOT1";"11.52";"0.682";"0.0369";"0.0338";"0.2469"
"5311";"ILMN_3281651";"LOC654350";" 5.28";"0.682";"0.0702";"0.1979";"0.0496"
"5312";"ILMN_1764628";"LYPLA2";" 6.94";"0.682";"0.0374";"0.2059";"0.0746"
"5313";"ILMN_1790556";"IL1F10";" 4.99";"0.682";"0.1632";"0.1102";"0.0445"
"5314";"ILMN_1747020";"SGK3";" 5.96";"0.682";"0.0900";"0.1647";"0.0632"
"5315";"ILMN_1652647";"INPP4A";" 5.21";"0.682";"0.0336";"0.0459";"0.2385"
"5316";"ILMN_1796484";"LOC647250";" 4.81";"0.682";"0.2160";"0.0495";"0.0526"
"5317";"ILMN_2360028";"NFATC3";" 5.95";"0.682";"0.1127";"0.1690";"0.0363"
"5318";"ILMN_1724789";"CD59";" 6.98";"0.682";"0.2427";"0.0411";"0.0345"
"5319";"ILMN_1743303";"TTC1";" 8.01";"0.682";"0.0624";"0.0643";"0.1916"
"5320";"ILMN_1682147";"HOOK2";" 7.27";"0.682";"0.0818";"0.1508";"0.0858"
"5321";"ILMN_1750876";"SLC4A1AP";" 6.71";"0.682";"0.2104";"0.0616";"0.0464"
"5322";"ILMN_2101650";"MBTD1";" 5.53";"0.681";"0.1930";"0.0659";"0.0596"
"5323";"ILMN_1676503";"LOC643446";" 6.77";"0.681";"0.1511";"0.0902";"0.0773"
"5324";"ILMN_1659206";"RARA";" 8.67";"0.681";"0.0337";"0.2428";"0.0421"
"5325";"ILMN_1692077";"MXRA7";" 5.04";"0.681";"0.0734";"0.1803";"0.0650"
"5326";"ILMN_1739155";"OR9A4";" 5.44";"0.681";"0.0435";"0.0379";"0.2374"
"5327";"ILMN_1746968";"PHF1";" 6.33";"0.681";"0.0498";"0.2262";"0.0428"
"5328";"ILMN_2275502";"RAPH1";" 5.26";"0.681";"0.0919";"0.1434";"0.0836"
"5329";"ILMN_1714602";"CD86";" 5.32";"0.681";"0.0853";"0.1691";"0.0646"
"5330";"ILMN_3299478";"LOC728428";"12.37";"0.681";"0.1622";"0.1221";"0.0348"
"5331";"ILMN_2177832";"TOR2A";" 5.68";"0.681";"0.0361";"0.0529";"0.2301"
"5332";"ILMN_1706483";"C1orf116";" 9.62";"0.681";"0.2132";"0.0390";"0.0669"
"5333";"ILMN_1712632";"XDH";" 6.30";"0.681";"0.0344";"0.2186";"0.0662"
"5334";"ILMN_1812169";"SERAC1";" 5.62";"0.681";"0.1289";"0.0569";"0.1335"
"5335";"ILMN_1799939";"TAF1L";" 5.47";"0.681";"0.1875";"0.0966";"0.0353"
"5336";"ILMN_1659725";"EXOSC5";" 7.37";"0.680";"0.2170";"0.0375";"0.0650"
"5337";"ILMN_2235354";"PWWP2";" 5.26";"0.680";"0.0725";"0.1961";"0.0510"
"5338";"ILMN_1668535";"JOSD1";" 9.51";"0.680";"0.0521";"0.1992";"0.0683"
"5339";"ILMN_2115340";"HIST2H4A";" 7.89";"0.680";"0.0350";"0.2324";"0.0523"
"5340";"ILMN_2135258";"RAPGEF3";" 5.66";"0.680";"0.2512";"0.0350";"0.0335"
"5341";"ILMN_3211302";"LOC646909";" 6.98";"0.680";"0.0336";"0.0340";"0.2524"
"5342";"ILMN_1735792";"RHBDF2";" 6.33";"0.680";"0.0400";"0.2358";"0.0443"
"5343";"ILMN_1839019";"";" 7.75";"0.680";"0.0422";"0.2403";"0.0376"
"5344";"ILMN_1798826";"MRPS25";" 7.20";"0.680";"0.1962";"0.0823";"0.0416"
"5345";"ILMN_2351638";"BEX4";" 5.74";"0.680";"0.0714";"0.1934";"0.0554"
"5346";"ILMN_3248057";"LOC100132439";" 6.41";"0.680";"0.1898";"0.0379";"0.0925"
"5347";"ILMN_1718449";"NSUN5C";" 5.13";"0.680";"0.2496";"0.0359";"0.0348"
"5348";"ILMN_1736096";"DLL3";" 6.66";"0.679";"0.2090";"0.0397";"0.0718"
"5349";"ILMN_1678032";"NR1H2";" 6.58";"0.679";"0.0919";"0.0572";"0.1719"
"5350";"ILMN_2398489";"SIGMAR1";" 9.32";"0.679";"0.2111";"0.0355";"0.0743"
"5351";"ILMN_2364305";"FECH";" 5.07";"0.679";"0.0596";"0.0400";"0.2215"
"5352";"ILMN_3237008";"LOC100134002";" 5.14";"0.679";"0.0358";"0.2476";"0.0375"
"5353";"ILMN_1743643";"ZXDC";" 5.48";"0.679";"0.0512";"0.1505";"0.1192"
"5354";"ILMN_1718853";"UQCRC2";"10.88";"0.679";"0.0650";"0.1602";"0.0959"
"5355";"ILMN_3243461";"RPRD1B";" 7.30";"0.679";"0.0351";"0.0400";"0.2461"
"5356";"ILMN_1724207";"IVD";" 6.95";"0.679";"0.0343";"0.1745";"0.1126"
"5357";"ILMN_1687958";"SLC25A22";" 7.45";"0.679";"0.0600";"0.0719";"0.1895"
"5358";"ILMN_1690282";"CRADD";" 6.73";"0.678";"0.2327";"0.0460";"0.0428"
"5359";"ILMN_2071937";"ATP6V0E1";"11.69";"0.678";"0.2443";"0.0427";"0.0347"
"5360";"ILMN_1813191";"LOC653080";" 6.11";"0.678";"0.0339";"0.2198";"0.0680"
"5361";"ILMN_2339655";"MAPK7";" 6.07";"0.678";"0.1739";"0.1017";"0.0461"
"5362";"ILMN_1691480";"LONP2";" 9.16";"0.678";"0.2389";"0.0450";"0.0379"
"5363";"ILMN_1718831";"TMEM57";" 6.21";"0.678";"0.2407";"0.0477";"0.0334"
"5364";"ILMN_1714945";"ITPKC";" 6.43";"0.678";"0.0766";"0.0905";"0.1549"
"5365";"ILMN_1814296";"TRPM6";" 7.15";"0.678";"0.0345";"0.0515";"0.2360"
"5366";"ILMN_3272476";"LOC100130624";" 6.46";"0.678";"0.1956";"0.0927";"0.0338"
"5367";"ILMN_1698304";"LOC642969";" 5.42";"0.678";"0.0476";"0.0341";"0.2405"
"5368";"ILMN_3236713";"SNHG1";" 9.69";"0.678";"0.0334";"0.0337";"0.2552"
"5369";"ILMN_1782178";"LOC642946";" 5.55";"0.678";"0.1102";"0.0604";"0.1517"
"5370";"ILMN_2232157";"SLMO1";" 6.32";"0.678";"0.1155";"0.1715";"0.0353"
"5371";"ILMN_1698258";"DNAJC8";"11.44";"0.678";"0.2397";"0.0473";"0.0354"
"5372";"ILMN_3265761";"LOC100128337";" 8.05";"0.677";"0.0743";"0.1943";"0.0539"
"5373";"ILMN_1803452";"CRCT1";" 5.53";"0.677";"0.2414";"0.0426";"0.0388"
"5374";"ILMN_3294965";"LOC100133211";" 5.91";"0.677";"0.0393";"0.0555";"0.2281"
"5375";"ILMN_1660277";"LOC731999";" 6.18";"0.677";"0.1602";"0.0748";"0.0879"
"5376";"ILMN_1810531";"DRG2";" 7.85";"0.677";"0.0423";"0.2150";"0.0656"
"5377";"ILMN_1786834";"PRKX";" 6.94";"0.677";"0.2449";"0.0354";"0.0427"
"5378";"ILMN_1733045";"RAB36";" 7.66";"0.677";"0.0381";"0.1104";"0.1745"
"5379";"ILMN_2338963";"SLC29A1";" 7.03";"0.677";"0.0633";"0.2259";"0.0338"
"5380";"ILMN_2407811";"NEURL4";" 5.67";"0.677";"0.0348";"0.0398";"0.2485"
"5381";"ILMN_1802338";"HHLA3";" 5.46";"0.677";"0.0620";"0.1365";"0.1248"
"5382";"ILMN_1699570";"TPD52L2";"10.36";"0.677";"0.2440";"0.0340";"0.0453"
"5383";"ILMN_1769556";"C5orf23";" 5.79";"0.676";"0.0468";"0.1170";"0.1596"
"5384";"ILMN_2227790";"GRIN2C";" 5.47";"0.676";"0.0509";"0.1666";"0.1060"
"5385";"ILMN_1693664";"POMGNT1";" 8.40";"0.676";"0.0393";"0.2475";"0.0367"
"5386";"ILMN_1674665";"CPNE2";" 5.32";"0.676";"0.0419";"0.1248";"0.1569"
"5387";"ILMN_1677085";"RGS19";" 7.46";"0.676";"0.1925";"0.0542";"0.0770"
"5388";"ILMN_1779800";"MARK1";" 6.16";"0.676";"0.2218";"0.0392";"0.0628"
"5389";"ILMN_1652512";"C2CD2";" 7.86";"0.676";"0.2340";"0.0395";"0.0505"
"5390";"ILMN_1738821";"GOLGA2";" 6.99";"0.676";"0.1282";"0.1288";"0.0670"
"5391";"ILMN_1701877";"AXL";" 5.54";"0.676";"0.2210";"0.0393";"0.0639"
"5392";"ILMN_2054019";"ISG15";" 8.62";"0.676";"0.0398";"0.1946";"0.0897"
"5393";"ILMN_3236373";"MSL2";" 6.51";"0.676";"0.1519";"0.0359";"0.1362"
"5394";"ILMN_1699636";"ACIN1";" 9.21";"0.675";"0.0354";"0.1383";"0.1509"
"5395";"ILMN_1773850";"FXC1";" 6.19";"0.675";"0.2456";"0.0450";"0.0340"
"5396";"ILMN_2053527";"PARP9";" 7.84";"0.675";"0.0983";"0.0368";"0.1895"
"5397";"ILMN_1683475";"TOMM40";"11.89";"0.675";"0.2533";"0.0333";"0.0380"
"5398";"ILMN_1666420";"ZNF679";" 5.61";"0.675";"0.0358";"0.1771";"0.1117"
"5399";"ILMN_1736814";"CLNS1A";"10.38";"0.675";"0.1331";"0.1404";"0.0512"
"5400";"ILMN_1801703";"CPLX1";" 5.35";"0.675";"0.0833";"0.1565";"0.0850"
"5401";"ILMN_2055760";"KIAA1715";" 5.67";"0.675";"0.0499";"0.2256";"0.0492"
"5402";"ILMN_1725247";"GTF2A1";" 5.98";"0.675";"0.0707";"0.0897";"0.1645"
"5403";"ILMN_3244025";"LOC401650";" 4.89";"0.675";"0.0551";"0.0359";"0.2339"
"5404";"ILMN_1705594";"NAT10";" 8.96";"0.675";"0.2143";"0.0356";"0.0750"
"5405";"ILMN_3262345";"HEATR7A";" 5.23";"0.675";"0.0565";"0.0366";"0.2318"
"5406";"ILMN_1652540";"RELL2";" 5.43";"0.675";"0.2156";"0.0741";"0.0353"
"5407";"ILMN_1769960";"GPS1";" 5.03";"0.675";"0.2452";"0.0353";"0.0445"
"5408";"ILMN_1667213";"DFFA";" 8.33";"0.675";"0.0332";"0.2480";"0.0439"
"5409";"ILMN_1720531";"JMJD2B";" 5.28";"0.675";"0.2286";"0.0473";"0.0493"
"5410";"ILMN_2357770";"TCEA1";" 9.12";"0.675";"0.0738";"0.2020";"0.0493"
