"";"ID";"SYMBOL";"b1Mean";"b0Mean";"b1b0log2FC";"b1stderr";"b0stderr";"b0b1stderr";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"965";"ILMN_1811373";"FAM20B";" 8.94";" 8.44";" 0.4962";"0.05125";"0.08459";"0.09891";"0.0477";"0.910";"0.0346";"0.0076"
"966";"ILMN_1760855";"OCRL";" 9.18";" 9.72";"-0.5353";"0.09867";"0.05974";"0.11535";"0.0710";"0.910";"0.0088";"0.0100"
"967";"ILMN_2094266";"HES2";" 8.38";" 9.66";"-1.2844";"0.25289";"0.06883";"0.26209";"0.0538";"0.910";"0.0155";"0.0207"
"968";"ILMN_1802905";"PIAS4";" 9.27";" 9.46";"-0.1925";"0.03143";"0.01127";"0.03339";"0.0229";"0.910";"0.0650";"0.0021"
"969";"ILMN_1779616";"SUCLG1";"11.27";"11.67";"-0.4039";"0.06549";"0.04688";"0.08054";"0.0478";"0.910";"0.0266";"0.0156"
"970";"ILMN_2193315";"C14orf143";" 8.22";" 7.85";" 0.3724";"0.06407";"0.00856";"0.06464";"0.0230";"0.910";"0.0595";"0.0076"
"971";"ILMN_2388975";"CERK";" 8.28";" 9.03";"-0.7485";"0.14421";"0.03724";"0.14894";"0.0472";"0.910";"0.0214";"0.0218"
"972";"ILMN_1798620";"PQLC1";"10.47";"10.73";"-0.2612";"0.01994";"0.05082";"0.05459";"0.0608";"0.909";"0.0214";"0.0083"
"973";"ILMN_1766951";"MSX2";" 7.68";" 8.64";"-0.9678";"0.18002";"0.06638";"0.19187";"0.0463";"0.909";"0.0240";"0.0203"
"974";"ILMN_1753639";"MTAP";" 9.48";" 8.55";" 0.9287";"0.15945";"0.06807";"0.17337";"0.0338";"0.909";"0.0447";"0.0125"
"975";"ILMN_1712518";"LOC644733";" 6.53";" 7.46";"-0.9237";"0.14345";"0.11013";"0.18085";"0.0434";"0.909";"0.0347";"0.0131"
"976";"ILMN_1764380";"GLTP";"10.87";"11.19";"-0.3149";"0.04624";"0.03951";"0.06082";"0.0404";"0.908";"0.0406";"0.0106"
"977";"ILMN_2245305";"ABHD12";" 7.30";" 7.81";"-0.5090";"0.07897";"0.05938";"0.09880";"0.0415";"0.908";"0.0380";"0.0124"
"978";"ILMN_1753790";"ZNF259";" 7.23";" 6.69";" 0.5338";"0.08942";"0.05920";"0.10724";"0.0496";"0.908";"0.0253";"0.0169"
"979";"ILMN_1778617";"TAF9";" 7.80";" 7.20";" 0.5916";"0.11181";"0.02181";"0.11391";"0.0397";"0.908";"0.0328";"0.0197"
"980";"ILMN_3243302";"C8orf30B";" 5.50";" 4.90";" 0.6028";"0.10169";"0.08565";"0.13295";"0.0797";"0.908";"0.0073";"0.0053"
"981";"ILMN_1714158";"PON2";" 9.35";" 8.76";" 0.5857";"0.08563";"0.06031";"0.10474";"0.0269";"0.907";"0.0602";"0.0054"
"982";"ILMN_1745112";"FAM102A";" 6.63";" 7.37";"-0.7319";"0.14559";"0.02301";"0.14740";"0.0501";"0.907";"0.0191";"0.0233"
"983";"ILMN_1657612";"LOC285900";"11.91";"11.82";" 0.0931";"0.02006";"0.00481";"0.02063";"0.0817";"0.907";"0.0066";"0.0042"
"984";"ILMN_1678781";"SNX26";" 7.41";" 8.09";"-0.6776";"0.11289";"0.06324";"0.12940";"0.0380";"0.907";"0.0415";"0.0132"
"985";"ILMN_2041648";"TMPRSS7";" 5.89";" 6.17";"-0.2832";"0.04886";"0.03151";"0.05814";"0.0554";"0.907";"0.0195";"0.0178"
"986";"ILMN_1810431";"LOC642299";" 7.82";" 8.41";"-0.5957";"0.08036";"0.09998";"0.12827";"0.0705";"0.907";"0.0186";"0.0040"
"987";"ILMN_2066756";"NCAPG2";" 8.25";" 7.89";" 0.3614";"0.06152";"0.05066";"0.07970";"0.0796";"0.907";"0.0095";"0.0041"
"988";"ILMN_1761411";"C10orf119";" 6.42";" 6.21";" 0.2128";"0.01488";"0.04117";"0.04378";"0.0560";"0.907";"0.0313";"0.0060"
"989";"ILMN_1704305";"NIP7";" 9.65";" 8.65";" 1.0013";"0.20118";"0.04265";"0.20565";"0.0554";"0.907";"0.0158";"0.0222"
"990";"ILMN_1778836";"SFRS7";" 8.92";" 8.19";" 0.7359";"0.08234";"0.11674";"0.14286";"0.0414";"0.907";"0.0473";"0.0047"
"991";"ILMN_1677376";"CHD7";" 7.72";" 6.76";" 0.9574";"0.16654";"0.05683";"0.17597";"0.0311";"0.906";"0.0508";"0.0116"
"992";"ILMN_1717219";"C7orf70";" 8.58";" 9.10";"-0.5267";"0.07799";"0.04874";"0.09197";"0.0236";"0.906";"0.0658";"0.0043"
"993";"ILMN_1680644";"MIOS";" 6.94";" 6.46";" 0.4861";"0.08157";"0.01589";"0.08311";"0.0211";"0.906";"0.0666";"0.0060"
"994";"ILMN_1690546";"PPP3CC";" 6.90";" 7.31";"-0.4075";"0.07308";"0.05294";"0.09024";"0.0812";"0.906";"0.0071";"0.0053"
"995";"ILMN_2130180";"RPL13L";" 9.08";" 9.49";"-0.4164";"0.04713";"0.07517";"0.08872";"0.0669";"0.906";"0.0229";"0.0042"
"996";"ILMN_1801105";"PRKCD";" 9.10";"10.12";"-1.0157";"0.19470";"0.08088";"0.21083";"0.0584";"0.906";"0.0156";"0.0199"
"997";"ILMN_1756162";"EXOSC8";" 8.68";" 7.82";" 0.8596";"0.15574";"0.08243";"0.17621";"0.0548";"0.906";"0.0197";"0.0197"
"998";"ILMN_1702125";"HOXB7";" 8.83";" 9.30";"-0.4722";"0.06849";"0.04797";"0.08362";"0.0255";"0.906";"0.0641";"0.0045"
"999";"ILMN_1668369";"CDC37";"12.15";"11.87";" 0.2799";"0.05364";"0.02962";"0.06127";"0.0765";"0.906";"0.0084";"0.0093"
"1000";"ILMN_1804117";"FAM89B";" 7.66";" 8.20";"-0.5383";"0.07708";"0.05685";"0.09578";"0.0261";"0.906";"0.0650";"0.0031"
"1001";"ILMN_3283449";"LOC440991";" 9.18";" 9.58";"-0.4002";"0.05438";"0.04883";"0.07309";"0.0300";"0.906";"0.0607";"0.0036"
"1002";"ILMN_2142117";"LYPLAL1";" 9.37";" 8.91";" 0.4671";"0.06561";"0.05572";"0.08608";"0.0315";"0.906";"0.0596";"0.0032"
"1003";"ILMN_1748591";"ODC1";"11.39";"10.68";" 0.7059";"0.12982";"0.08269";"0.15392";"0.0750";"0.905";"0.0093";"0.0106"
"1004";"ILMN_1814215";"SCNN1G";" 6.13";" 7.62";"-1.4900";"0.28655";"0.08852";"0.29991";"0.0499";"0.905";"0.0224";"0.0227"
"1005";"ILMN_1657509";"TSEN54";" 8.20";" 8.41";"-0.2070";"0.03024";"0.03147";"0.04365";"0.0633";"0.905";"0.0280";"0.0039"
"1006";"ILMN_1803853";"NOL7";"11.36";"10.95";" 0.4076";"0.07652";"0.04551";"0.08903";"0.0756";"0.905";"0.0091";"0.0104"
"1007";"ILMN_1797209";"TSGA14";" 6.42";" 6.10";" 0.3214";"0.05242";"0.04150";"0.06686";"0.0591";"0.905";"0.0196";"0.0167"
"1008";"ILMN_2394750";"EXOC4";" 5.42";" 5.83";"-0.4100";"0.07701";"0.01813";"0.07911";"0.0400";"0.905";"0.0359";"0.0195"
"1009";"ILMN_1725090";"CTHRC1";" 5.87";" 6.57";"-0.6986";"0.10450";"0.08736";"0.13620";"0.0422";"0.904";"0.0423";"0.0114"
"1010";"ILMN_2381257";"DSC2";" 5.86";" 5.17";" 0.6951";"0.06445";"0.12732";"0.14270";"0.0551";"0.904";"0.0326";"0.0082"
"1011";"ILMN_1806667";"FRAS1";" 8.56";"10.36";"-1.8051";"0.36482";"0.00886";"0.36493";"0.0509";"0.904";"0.0200";"0.0251"
"1012";"ILMN_1711087";"LOC648526";" 8.41";" 9.08";"-0.6704";"0.10721";"0.04929";"0.11800";"0.0246";"0.904";"0.0653";"0.0062"
"1013";"ILMN_1790317";"RAB26";" 7.58";" 9.03";"-1.4552";"0.28382";"0.09586";"0.29957";"0.0559";"0.904";"0.0180";"0.0224"
"1014";"ILMN_1660629";"NBEAL2";" 6.93";" 7.40";"-0.4685";"0.06811";"0.06243";"0.09240";"0.0448";"0.903";"0.0403";"0.0116"
"1015";"ILMN_2051867";"PTCD2";" 6.59";" 5.91";" 0.6836";"0.09088";"0.11438";"0.14609";"0.0676";"0.903";"0.0166";"0.0124"
"1016";"ILMN_1655645";"AK2";" 5.77";" 5.36";" 0.4137";"0.01667";"0.08911";"0.09066";"0.0767";"0.903";"0.0144";"0.0057"
"1017";"ILMN_1676725";"C1orf116";" 5.38";" 5.99";"-0.6054";"0.10914";"0.04870";"0.11951";"0.0450";"0.903";"0.0330";"0.0191"
"1018";"ILMN_1756541";"MXD4";" 8.65";"10.22";"-1.5617";"0.31030";"0.03379";"0.31214";"0.0479";"0.902";"0.0247";"0.0250"
"1019";"ILMN_2319910";"DGKA";" 8.17";" 9.07";"-0.9056";"0.16621";"0.04371";"0.17186";"0.0366";"0.902";"0.0447";"0.0164"
"1020";"ILMN_1681437";"DCXR";" 9.78";"10.10";"-0.3191";"0.02164";"0.06547";"0.06895";"0.0714";"0.902";"0.0184";"0.0086"
"1021";"ILMN_1810725";"FAM129A";" 9.68";"10.04";"-0.3627";"0.06728";"0.04416";"0.08048";"0.0816";"0.901";"0.0084";"0.0085"
"1022";"ILMN_3306019";"LOC729535";" 7.23";" 6.75";" 0.4799";"0.08520";"0.06145";"0.10505";"0.0762";"0.901";"0.0106";"0.0118"
"1023";"ILMN_1787673";"PLLP";" 6.86";" 7.10";"-0.2428";"0.03226";"0.03146";"0.04506";"0.0325";"0.901";"0.0616";"0.0045"
"1024";"ILMN_1765044";"CUTC";" 7.60";" 7.06";" 0.5425";"0.09866";"0.05233";"0.11168";"0.0557";"0.901";"0.0221";"0.0209"
"1025";"ILMN_3203196";"LOC100132240";" 7.59";" 5.58";" 2.0073";"0.39494";"0.18576";"0.43644";"0.0736";"0.901";"0.0108";"0.0145"
"1026";"ILMN_1738237";"HS1BP3";" 7.31";" 8.08";"-0.7628";"0.14071";"0.03600";"0.14524";"0.0372";"0.901";"0.0454";"0.0169"
"1027";"ILMN_2414399";"NME1";" 8.48";" 7.98";" 0.4990";"0.07246";"0.08246";"0.10977";"0.0781";"0.901";"0.0113";"0.0100"
"1028";"ILMN_1665792";"ITGA2";" 8.26";" 6.92";" 1.3411";"0.24213";"0.07685";"0.25403";"0.0362";"0.900";"0.0482";"0.0153"
"1029";"ILMN_2388800";"PPAP2B";" 7.22";" 7.76";"-0.5393";"0.05728";"0.10564";"0.12017";"0.0832";"0.900";"0.0102";"0.0062"
"1030";"ILMN_2296036";"PTPN2";" 6.31";" 5.82";" 0.4896";"0.05411";"0.09268";"0.10732";"0.0766";"0.900";"0.0135";"0.0095"
"1031";"ILMN_2331163";"CUL4A";" 9.68";" 9.23";" 0.4572";"0.07125";"0.04808";"0.08596";"0.0347";"0.900";"0.0556";"0.0093"
"1032";"ILMN_1675656";"PPFIBP2";" 7.91";" 9.10";"-1.1915";"0.22690";"0.07845";"0.24008";"0.0498";"0.900";"0.0269";"0.0232"
"1033";"ILMN_1748970";"PRR15L";" 5.46";" 6.98";"-1.5223";"0.29745";"0.05687";"0.30284";"0.0467";"0.900";"0.0293";"0.0243"
"1034";"ILMN_2180315";"ATG4D";" 5.25";" 5.58";"-0.3298";"0.05863";"0.04271";"0.07253";"0.0778";"0.899";"0.0107";"0.0121"
"1035";"ILMN_1773764";"CECR7";" 6.37";" 6.59";"-0.2277";"0.01500";"0.04580";"0.04819";"0.0641";"0.899";"0.0287";"0.0078"
"1036";"ILMN_3304049";"LOC729500";" 8.78";" 9.22";"-0.4423";"0.02616";"0.09034";"0.09405";"0.0656";"0.899";"0.0292";"0.0058"
"1037";"ILMN_1659054";"CHKB";" 5.45";" 5.85";"-0.4043";"0.06311";"0.02695";"0.06862";"0.0201";"0.899";"0.0769";"0.0037"
"1038";"ILMN_1741455";"USP30";" 5.68";" 6.22";"-0.5469";"0.08829";"0.06447";"0.10932";"0.0478";"0.899";"0.0377";"0.0154"
"1039";"ILMN_1694514";"ZDHHC11";" 7.73";" 7.48";" 0.2431";"0.03824";"0.03909";"0.05468";"0.0870";"0.899";"0.0095";"0.0047"
"1040";"ILMN_3283680";"LOC345041";"11.76";"10.73";" 1.0315";"0.17927";"0.08924";"0.20026";"0.0410";"0.899";"0.0446";"0.0157"
"1041";"ILMN_3262031";"BRD7P2";" 8.73";" 8.49";" 0.2401";"0.03111";"0.03653";"0.04798";"0.0477";"0.899";"0.0497";"0.0040"
"1042";"ILMN_1699772";"RRAGD";" 8.22";" 8.99";"-0.7661";"0.14343";"0.02984";"0.14650";"0.0379";"0.899";"0.0455";"0.0180"
"1043";"ILMN_1726704";"RSC1A1";" 6.38";" 5.94";" 0.4421";"0.09343";"0.02729";"0.09733";"0.0781";"0.899";"0.0096";"0.0136"
"1044";"ILMN_1738438";"MAST4";" 5.19";" 5.81";"-0.6132";"0.07113";"0.11122";"0.13202";"0.0698";"0.898";"0.0197";"0.0120"
"1045";"ILMN_2221564";"LYAR";" 9.49";" 8.05";" 1.4354";"0.27911";"0.03528";"0.28134";"0.0431";"0.898";"0.0361";"0.0229"
"1046";"ILMN_2121408";"HBEGF";" 7.90";" 6.58";" 1.3205";"0.27114";"0.03817";"0.27381";"0.0576";"0.898";"0.0185";"0.0262"
"1047";"ILMN_2377019";"CORO1B";" 6.14";" 6.76";"-0.6154";"0.11931";"0.03948";"0.12567";"0.0533";"0.897";"0.0246";"0.0247"
"1048";"ILMN_2162328";"PTS";"10.99";"10.44";" 0.5438";"0.11627";"0.01790";"0.11764";"0.0714";"0.897";"0.0120";"0.0196"
"1049";"ILMN_1735360";"SDAD1";"10.10";" 9.48";" 0.6211";"0.07090";"0.10668";"0.12809";"0.0560";"0.897";"0.0367";"0.0102"
"1050";"ILMN_1705116";"C6orf85";" 6.92";" 7.74";"-0.8184";"0.14895";"0.06451";"0.16232";"0.0458";"0.897";"0.0374";"0.0199"
"1051";"ILMN_1784780";"CIC";" 8.02";" 8.51";"-0.4941";"0.07993";"0.07088";"0.10683";"0.0712";"0.897";"0.0161";"0.0159"
"1052";"ILMN_2052598";"ARMC10";" 9.93";" 9.58";" 0.3524";"0.06309";"0.04129";"0.07540";"0.0675";"0.897";"0.0168";"0.0190"
"1053";"ILMN_1720442";"NCBP2";" 9.75";" 9.27";" 0.4776";"0.09747";"0.02511";"0.10066";"0.0626";"0.897";"0.0165";"0.0243"
"1054";"ILMN_1808783";"STRBP";" 7.53";" 6.84";" 0.6907";"0.11728";"0.06009";"0.13178";"0.0374";"0.897";"0.0530";"0.0129"
"1055";"ILMN_1797310";"ATP6V1D";"10.70";"10.20";" 0.4965";"0.08898";"0.05924";"0.10689";"0.0697";"0.896";"0.0157";"0.0182"
"1056";"ILMN_1758823";"SMARCB1";" 9.43";" 9.70";"-0.2714";"0.03931";"0.04012";"0.05617";"0.0569";"0.896";"0.0429";"0.0039"
"1057";"ILMN_1663454";"PKP1";" 9.12";"10.10";"-0.9804";"0.19584";"0.01467";"0.19638";"0.0481";"0.896";"0.0293";"0.0265"
"1058";"ILMN_1803939";"YIPF6";" 8.23";" 7.66";" 0.5657";"0.09987";"0.04650";"0.11016";"0.0416";"0.896";"0.0458";"0.0165"
"1059";"ILMN_1867663";"";" 6.24";" 6.65";"-0.4145";"0.07340";"0.03364";"0.08074";"0.0416";"0.896";"0.0457";"0.0167"
"1060";"ILMN_3218538";"LOC345645";" 9.28";" 8.99";" 0.2919";"0.03985";"0.04829";"0.06261";"0.0683";"0.896";"0.0215";"0.0145"
"1061";"ILMN_3230241";"LOC728975";" 5.86";" 6.23";"-0.3669";"0.07082";"0.03057";"0.07714";"0.0617";"0.896";"0.0192";"0.0234"
"1062";"ILMN_1814465";"UBE2G1";" 9.67";"10.14";"-0.4772";"0.07636";"0.07297";"0.10562";"0.0800";"0.895";"0.0123";"0.0123"
"1063";"ILMN_1652487";"RIOK1";" 5.76";" 5.34";" 0.4170";"0.02989";"0.08285";"0.08808";"0.0631";"0.895";"0.0349";"0.0069"
"1064";"ILMN_2175601";"VDAC1";"12.36";"12.10";" 0.2563";"0.01622";"0.05298";"0.05541";"0.0710";"0.895";"0.0254";"0.0088"
"1065";"ILMN_1739810";"RAI1";" 8.06";" 8.60";"-0.5468";"0.06869";"0.08470";"0.10905";"0.0470";"0.895";"0.0497";"0.0086"
"1066";"ILMN_3280842";"LOC149501";" 9.70";" 9.28";" 0.4240";"0.08715";"0.02975";"0.09208";"0.0727";"0.895";"0.0130";"0.0198"
"1067";"ILMN_1679949";"SLC25A23";" 9.50";"10.27";"-0.7687";"0.14541";"0.02651";"0.14781";"0.0388";"0.894";"0.0480";"0.0189"
"1068";"ILMN_2157709";"C14orf19";" 6.07";" 6.57";"-0.5028";"0.08698";"0.06493";"0.10854";"0.0705";"0.894";"0.0171";"0.0182"
"1069";"ILMN_1740742";"UROD";" 9.40";" 9.78";"-0.3852";"0.07554";"0.00980";"0.07617";"0.0450";"0.894";"0.0366";"0.0244"
"1070";"ILMN_1811754";"NDUFB10";"11.11";"11.46";"-0.3492";"0.07040";"0.02662";"0.07527";"0.0699";"0.894";"0.0147";"0.0216"
"1071";"ILMN_1699856";"RALGDS";"10.33";"10.82";"-0.4939";"0.08246";"0.05651";"0.09996";"0.0506";"0.893";"0.0383";"0.0175"
"1072";"ILMN_1669046";"FOXQ1";"10.48";"11.12";"-0.6411";"0.04740";"0.13467";"0.14277";"0.0823";"0.893";"0.0192";"0.0054"
"1073";"ILMN_3306028";"LOC730183";" 4.91";" 5.34";"-0.4264";"0.07328";"0.05092";"0.08924";"0.0601";"0.893";"0.0263";"0.0205"
"1074";"ILMN_1768784";"PSMC2";"11.04";"10.53";" 0.5075";"0.10146";"0.02157";"0.10372";"0.0532";"0.892";"0.0267";"0.0276"
"1075";"ILMN_1703487";"LMO4";" 8.34";" 9.05";"-0.7149";"0.11422";"0.10812";"0.15728";"0.0773";"0.892";"0.0153";"0.0152"
"1076";"ILMN_1713141";"LOC389641";" 7.70";" 7.33";" 0.3693";"0.00673";"0.08174";"0.08201";"0.0811";"0.892";"0.0195";"0.0074"
"1077";"ILMN_2054297";"PTGS2";" 9.58";" 7.29";" 2.2953";"0.42477";"0.11885";"0.44109";"0.0386";"0.892";"0.0520";"0.0173"
"1078";"ILMN_1725700";"MOV10";" 8.20";" 8.96";"-0.7652";"0.15154";"0.02860";"0.15421";"0.0494";"0.892";"0.0321";"0.0266"
"1079";"ILMN_2095133";"SPTAN1";"10.07";"10.44";"-0.3687";"0.07262";"0.00996";"0.07330";"0.0461";"0.892";"0.0369";"0.0252"
"1080";"ILMN_1760620";"TMEM33";" 7.25";" 6.39";" 0.8590";"0.16634";"0.01645";"0.16716";"0.0412";"0.892";"0.0453";"0.0216"
"1081";"ILMN_1690844";"LOC387820";"10.39";"10.05";" 0.3421";"0.06929";"0.03556";"0.07789";"0.0917";"0.891";"0.0085";"0.0089"
"1082";"ILMN_1727134";"KLHDC5";" 8.50";" 7.72";" 0.7815";"0.08555";"0.13383";"0.15884";"0.0516";"0.891";"0.0505";"0.0071"
"1083";"ILMN_1803647";"FAM162A";" 8.78";" 9.10";"-0.3245";"0.06649";"0.03384";"0.07460";"0.0961";"0.891";"0.0075";"0.0058"
"1084";"ILMN_3243074";"LOC649903";" 6.12";" 5.30";" 0.8257";"0.10508";"0.14218";"0.17679";"0.0673";"0.891";"0.0280";"0.0141"
"1085";"ILMN_1781151";"ARMC8";" 7.15";" 6.67";" 0.4793";"0.02178";"0.10577";"0.10799";"0.0869";"0.890";"0.0166";"0.0061"
"1086";"ILMN_1687785";"PPA2";"10.87";"11.06";"-0.1899";"0.03015";"0.01309";"0.03287";"0.0221";"0.890";"0.0849";"0.0026"
"1087";"ILMN_3243813";"LOC727914";" 5.41";" 5.03";" 0.3814";"0.07879";"0.02823";"0.08370";"0.0761";"0.889";"0.0136";"0.0208"
"1088";"ILMN_1781231";"SLC25A38";" 6.89";" 7.28";"-0.3959";"0.03880";"0.07907";"0.08807";"0.0815";"0.889";"0.0240";"0.0052"
"1089";"ILMN_1733248";"NRBP2";" 7.60";" 8.39";"-0.7904";"0.16491";"0.03728";"0.16908";"0.0669";"0.889";"0.0172";"0.0267"
"1090";"ILMN_1714599";"CAMLG";"10.32";"10.75";"-0.4326";"0.04706";"0.07941";"0.09231";"0.0660";"0.889";"0.0333";"0.0117"
"1091";"ILMN_1652955";"LOC648622";"11.18";"11.69";"-0.5141";"0.05211";"0.10138";"0.11399";"0.0801";"0.889";"0.0194";"0.0116"
"1092";"ILMN_1704253";"C6orf106";" 7.83";" 8.26";"-0.4303";"0.08431";"0.02670";"0.08843";"0.0545";"0.889";"0.0297";"0.0271"
"1093";"ILMN_2308903";"WFDC3";" 5.33";" 5.04";" 0.2940";"0.01265";"0.06317";"0.06442";"0.0755";"0.889";"0.0284";"0.0075"
"1094";"ILMN_1915805";"";" 5.08";" 4.85";" 0.2306";"0.01569";"0.04859";"0.05106";"0.0796";"0.888";"0.0221";"0.0098"
"1095";"ILMN_1735275";"WDSUB1";" 7.74";" 8.01";"-0.2619";"0.03827";"0.03762";"0.05366";"0.0536";"0.888";"0.0440";"0.0138"
"1096";"ILMN_2099783";"ATP6V1F";"10.72";"11.21";"-0.4916";"0.07558";"0.04720";"0.08911";"0.0283";"0.888";"0.0776";"0.0057"
"1097";"ILMN_1696946";"LOC654174";" 7.20";" 6.52";" 0.6873";"0.14734";"0.02623";"0.14966";"0.0731";"0.888";"0.0144";"0.0243"
"1098";"ILMN_3226214";"LOC728755";" 8.60";" 8.96";"-0.3596";"0.01466";"0.07769";"0.07906";"0.0767";"0.888";"0.0280";"0.0077"
"1099";"ILMN_1786189";"MKI67IP";" 9.53";" 8.53";" 1.0003";"0.14941";"0.12111";"0.19233";"0.0386";"0.888";"0.0649";"0.0088"
"1100";"ILMN_1749882";"STRN";" 6.46";" 6.17";" 0.2950";"0.02036";"0.06113";"0.06443";"0.0742";"0.888";"0.0286";"0.0095"
"1101";"ILMN_2398388";"APH1A";" 7.54";" 8.15";"-0.6158";"0.08769";"0.08551";"0.12248";"0.0460";"0.888";"0.0561";"0.0103"
"1102";"ILMN_2120273";"AP1S2";" 6.09";" 5.23";" 0.8643";"0.11422";"0.12374";"0.16839";"0.0413";"0.887";"0.0668";"0.0046"
"1103";"ILMN_1764230";"GNPTG";" 7.24";" 7.75";"-0.5093";"0.09108";"0.02457";"0.09433";"0.0317";"0.887";"0.0693";"0.0117"
"1104";"ILMN_1791501";"CHRFAM7A";" 4.78";" 5.25";"-0.4653";"0.04235";"0.09192";"0.10121";"0.0726";"0.887";"0.0293";"0.0110"
"1105";"ILMN_1674874";"MFSD10";"10.38";"10.22";" 0.1581";"0.01889";"0.02954";"0.03507";"0.0800";"0.887";"0.0196";"0.0132"
"1106";"ILMN_1782292";"LAMP1";"11.81";"12.23";"-0.4155";"0.07219";"0.01307";"0.07337";"0.0246";"0.887";"0.0811";"0.0075"
"1107";"ILMN_1905527";"";" 4.77";" 5.08";"-0.3164";"0.05572";"0.04722";"0.07304";"0.0976";"0.886";"0.0111";"0.0050"
"1108";"ILMN_1768575";"SFTPD";" 6.07";" 7.52";"-1.4541";"0.25329";"0.07555";"0.26431";"0.0286";"0.886";"0.0762";"0.0092"
"1109";"ILMN_1675577";"TRMT61A";" 6.81";" 6.26";" 0.5475";"0.09355";"0.08125";"0.12391";"0.0885";"0.886";"0.0123";"0.0132"
"1110";"ILMN_1772241";"SQLE";" 9.14";" 8.84";" 0.2987";"0.04014";"0.04423";"0.05972";"0.0472";"0.886";"0.0626";"0.0043"
"1111";"ILMN_2380494";"ANXA11";" 9.91";"10.30";"-0.3952";"0.07866";"0.03245";"0.08509";"0.0688";"0.886";"0.0193";"0.0261"
"1112";"ILMN_1758613";"RAPGEFL1";" 9.12";" 9.74";"-0.6179";"0.11536";"0.02307";"0.11764";"0.0365";"0.885";"0.0617";"0.0162"
"1113";"ILMN_1865056";"";" 8.31";" 9.11";"-0.8016";"0.16886";"0.02978";"0.17147";"0.0666";"0.885";"0.0188";"0.0293"
"1114";"ILMN_2340565";"ATP2C1";" 9.00";" 8.70";" 0.2992";"0.04530";"0.03082";"0.05479";"0.0297";"0.885";"0.0795";"0.0056"
"1115";"ILMN_2373831";"BTN3A3";" 5.14";" 6.41";"-1.2689";"0.20761";"0.18050";"0.27510";"0.0713";"0.885";"0.0237";"0.0199"
"1116";"ILMN_1813801";"LOC643668";" 8.52";" 8.26";" 0.2589";"0.02610";"0.05111";"0.05739";"0.0796";"0.885";"0.0230";"0.0123"
"1117";"ILMN_1715463";"SOSTDC1";" 5.24";" 5.91";"-0.6727";"0.12349";"0.06590";"0.13997";"0.0578";"0.885";"0.0332";"0.0242"
"1118";"ILMN_1773643";"SLC38A9";" 6.82";" 6.56";" 0.2605";"0.02087";"0.05472";"0.05856";"0.0855";"0.885";"0.0194";"0.0105"
"1119";"ILMN_1670028";"LPIN2";" 6.26";" 7.15";"-0.8912";"0.18191";"0.04958";"0.18855";"0.0629";"0.884";"0.0229";"0.0298"
"1120";"ILMN_2234873";"NME2";" 6.55";" 6.10";" 0.4475";"0.06615";"0.07908";"0.10310";"0.0965";"0.884";"0.0106";"0.0086"
"1121";"ILMN_3263974";"KRT18P13";"10.68";" 9.38";" 1.2969";"0.24551";"0.15383";"0.28972";"0.0827";"0.884";"0.0145";"0.0187"
"1122";"ILMN_1694325";"NFIX";" 8.03";" 8.91";"-0.8742";"0.16709";"0.04656";"0.17346";"0.0452";"0.884";"0.0485";"0.0223"
"1123";"ILMN_1723412";"ASCL2";" 8.61";" 9.23";"-0.6237";"0.11271";"0.01960";"0.11440";"0.0299";"0.883";"0.0755";"0.0111"
"1124";"ILMN_1664931";"GTF2E2";"10.79";"10.40";" 0.3980";"0.08100";"0.02657";"0.08525";"0.0669";"0.883";"0.0213";"0.0290"
"1125";"ILMN_1713301";"DGCR2";" 8.06";" 8.84";"-0.7795";"0.12625";"0.10360";"0.16332";"0.0597";"0.883";"0.0388";"0.0189"
"1126";"ILMN_1671365";"PRODH";" 6.63";" 7.31";"-0.6815";"0.08104";"0.11202";"0.13826";"0.0507";"0.883";"0.0611";"0.0057"
"1127";"ILMN_1717490";"RPL6";" 8.63";" 7.85";" 0.7822";"0.15344";"0.08355";"0.17471";"0.0826";"0.883";"0.0146";"0.0202"
"1128";"ILMN_1776337";"CHORDC1";" 7.83";" 6.59";" 1.2391";"0.19092";"0.14196";"0.23791";"0.0380";"0.882";"0.0708";"0.0090"
"1129";"ILMN_1671583";"MKRN1";"11.00";"11.50";"-0.5037";"0.09364";"0.06526";"0.11413";"0.0886";"0.882";"0.0133";"0.0163"
"1130";"ILMN_1737314";"BCL6";" 8.25";" 8.56";"-0.3145";"0.06334";"0.03690";"0.07330";"0.1019";"0.882";"0.0086";"0.0078"
"1131";"ILMN_2222880";"SLC25A42";" 7.54";" 8.47";"-0.9329";"0.17901";"0.06331";"0.18987";"0.0514";"0.882";"0.0415";"0.0253"
"1132";"ILMN_1752213";"TMEM60";" 9.58";" 9.12";" 0.4616";"0.03645";"0.09648";"0.10313";"0.0826";"0.882";"0.0247";"0.0111"
"1133";"ILMN_1658261";"MAPKBP1";" 5.60";" 6.02";"-0.4207";"0.04257";"0.08576";"0.09574";"0.0905";"0.881";"0.0169";"0.0111"
"1134";"ILMN_1727271";"WARS";" 9.86";" 9.29";" 0.5669";"0.03564";"0.12582";"0.13077";"0.0967";"0.881";"0.0148";"0.0070"
