"";"ID";"SYMBOL";"b1Mean";"b0Mean";"b1b0log2FC";"b1stderr";"b0stderr";"b0b1stderr";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"173";"ILMN_2135709";"C8orf47";" 5.05";" 5.96";"-0.9011";"0.06864";"0.08664";"0.11054";"0.0037";"0.993";"0.0030";"0.0005"
"174";"ILMN_1705753";"C3orf26";" 7.81";" 7.11";" 0.7026";"0.04936";"0.07677";"0.09127";"0.0051";"0.993";"0.0016";"0.0007"
"175";"ILMN_1666206";"GSDMB";" 6.27";" 6.81";"-0.5438";"0.03062";"0.06076";"0.06804";"0.0041";"0.993";"0.0028";"0.0004"
"176";"ILMN_2407529";"RNF135";" 5.68";" 6.13";"-0.4478";"0.05220";"0.02728";"0.05890";"0.0055";"0.993";"0.0012";"0.0008"
"177";"ILMN_2142284";"SLC25A43";"10.23";"10.44";"-0.2110";"0.02436";"0.01045";"0.02650";"0.0042";"0.993";"0.0022";"0.0010"
"178";"ILMN_1738578";"FILIP1L";" 5.15";" 5.73";"-0.5848";"0.02382";"0.07406";"0.07780";"0.0058";"0.992";"0.0013";"0.0005"
"179";"ILMN_1693836";"LOC653344";" 9.08";" 9.98";"-0.8985";"0.10198";"0.03917";"0.10925";"0.0035";"0.992";"0.0034";"0.0008"
"180";"ILMN_2411116";"FGFR1OP";" 6.48";" 5.76";" 0.7183";"0.08772";"0.01091";"0.08839";"0.0038";"0.992";"0.0031";"0.0009"
"181";"ILMN_3290353";"LOC644790";"10.88";"11.17";"-0.2934";"0.03362";"0.01809";"0.03818";"0.0051";"0.992";"0.0017";"0.0010"
"182";"ILMN_1661432";"NUP43";" 9.90";" 9.64";" 0.2565";"0.02780";"0.01813";"0.03319";"0.0050";"0.992";"0.0018";"0.0010"
"183";"ILMN_2324421";"TXNRD1";"10.20";" 9.18";" 1.0175";"0.03276";"0.13101";"0.13504";"0.0057";"0.992";"0.0016";"0.0004"
"184";"ILMN_1677765";"LRP8";" 7.64";" 6.03";" 1.6126";"0.14546";"0.15164";"0.21012";"0.0052";"0.992";"0.0019";"0.0008"
"185";"ILMN_3229324";"SGK1";" 8.75";" 9.80";"-1.0502";"0.09002";"0.09142";"0.12830";"0.0036";"0.992";"0.0038";"0.0005"
"186";"ILMN_1784523";"ATP6V1G1";"11.76";"11.39";" 0.3656";"0.03457";"0.03160";"0.04684";"0.0047";"0.992";"0.0024";"0.0009"
"187";"ILMN_1654543";"MED6";"11.03";"10.66";" 0.3649";"0.01928";"0.04290";"0.04703";"0.0049";"0.992";"0.0025";"0.0006"
"188";"ILMN_3225761";"MGC87895";"11.40";"11.74";"-0.3376";"0.01963";"0.04058";"0.04508";"0.0059";"0.992";"0.0017";"0.0004"
"189";"ILMN_2087575";"ZC3H4";" 9.69";" 9.90";"-0.2006";"0.02112";"0.01598";"0.02649";"0.0056";"0.992";"0.0015";"0.0009"
"190";"ILMN_1803464";"PHTF1";" 6.72";" 6.27";" 0.4469";"0.02115";"0.05340";"0.05744";"0.0048";"0.992";"0.0028";"0.0005"
"191";"ILMN_1730304";"ALG10B";" 5.63";" 5.01";" 0.6170";"0.03898";"0.07215";"0.08201";"0.0058";"0.992";"0.0018";"0.0007"
"192";"ILMN_1706413";"C1orf66";" 6.74";" 7.33";"-0.5956";"0.06554";"0.04137";"0.07750";"0.0051";"0.992";"0.0022";"0.0010"
"193";"ILMN_1689097";"NAT5";"11.62";"11.00";" 0.6203";"0.04750";"0.06208";"0.07817";"0.0043";"0.992";"0.0035";"0.0006"
"194";"ILMN_3242205";"GMPS";"10.27";" 9.86";" 0.4079";"0.03635";"0.04211";"0.05563";"0.0067";"0.992";"0.0013";"0.0004"
"195";"ILMN_3241953";"A2LD1";" 6.20";" 6.57";"-0.3693";"0.02436";"0.04316";"0.04956";"0.0061";"0.991";"0.0018";"0.0008"
"196";"ILMN_1707631";"MED10";"10.10";" 9.71";" 0.3848";"0.04309";"0.02770";"0.05123";"0.0058";"0.991";"0.0017";"0.0010"
"197";"ILMN_1724009";"SETD6";" 7.45";" 6.90";" 0.5468";"0.05494";"0.05023";"0.07444";"0.0066";"0.991";"0.0012";"0.0007"
"198";"ILMN_1657302";"SULT1A1";" 5.03";" 5.44";"-0.4106";"0.03499";"0.03951";"0.05278";"0.0048";"0.991";"0.0030";"0.0008"
"199";"ILMN_1655921";"GTF2E1";" 7.76";" 7.41";" 0.3527";"0.02679";"0.03982";"0.04800";"0.0066";"0.991";"0.0014";"0.0007"
"200";"ILMN_2381397";"HSPD1";"13.19";"12.45";" 0.7409";"0.06964";"0.05930";"0.09147";"0.0038";"0.991";"0.0043";"0.0006"
"201";"ILMN_1782743";"LETMD1";" 8.20";" 8.95";"-0.7487";"0.07337";"0.06012";"0.09485";"0.0044";"0.991";"0.0035";"0.0008"
"202";"ILMN_1704055";"HSPC111";" 8.70";" 7.82";" 0.8758";"0.10167";"0.05467";"0.11543";"0.0055";"0.991";"0.0021";"0.0011"
"203";"ILMN_1717056";"TXNRD1";"10.12";" 9.00";" 1.1199";"0.00751";"0.15068";"0.15086";"0.0062";"0.991";"0.0020";"0.0006"
"204";"ILMN_1680139";"MAFF";" 7.13";" 6.02";" 1.1107";"0.14531";"0.04310";"0.15157";"0.0067";"0.991";"0.0012";"0.0010"
"205";"ILMN_2356654";"LGALS8";"10.27";" 9.43";" 0.8435";"0.07466";"0.07681";"0.10712";"0.0045";"0.991";"0.0042";"0.0004"
"206";"ILMN_1665148";"LOC648249";"11.77";"12.02";"-0.2477";"0.02397";"0.02349";"0.03357";"0.0065";"0.991";"0.0022";"0.0004"
"207";"ILMN_2227757";"PCDHB2";" 4.86";" 5.44";"-0.5878";"0.06471";"0.03639";"0.07424";"0.0043";"0.991";"0.0044";"0.0004"
"208";"ILMN_1733107";"NOC4L";" 5.59";" 5.03";" 0.5607";"0.04335";"0.06466";"0.07784";"0.0074";"0.991";"0.0012";"0.0006"
"209";"ILMN_1702496";"LOC441461";" 5.86";" 6.19";"-0.3310";"0.01831";"0.04158";"0.04543";"0.0069";"0.991";"0.0019";"0.0005"
"210";"ILMN_1710220";"LOC729985";" 5.34";" 5.95";"-0.6024";"0.06201";"0.03908";"0.07330";"0.0035";"0.991";"0.0053";"0.0004"
"211";"ILMN_1713174";"TCP11L1";" 6.97";" 7.53";"-0.5574";"0.05713";"0.03786";"0.06854";"0.0037";"0.991";"0.0049";"0.0006"
"212";"ILMN_1809583";"CREBBP";" 8.43";" 8.77";"-0.3334";"0.04152";"0.00832";"0.04234";"0.0045";"0.991";"0.0037";"0.0011"
"213";"ILMN_1702265";"HDHD2";" 8.20";" 7.81";" 0.3827";"0.02368";"0.04771";"0.05326";"0.0075";"0.991";"0.0014";"0.0006"
"214";"ILMN_1746883";"SAT2";" 8.78";" 9.61";"-0.8375";"0.10006";"0.03842";"0.10718";"0.0047";"0.991";"0.0036";"0.0011"
"215";"ILMN_3307874";"AIM1L";" 5.88";" 6.62";"-0.7370";"0.06864";"0.07475";"0.10148";"0.0070";"0.991";"0.0015";"0.0009"
"216";"ILMN_1757350";"CTNNB1";" 9.27";" 8.46";" 0.8166";"0.07719";"0.08314";"0.11345";"0.0074";"0.991";"0.0013";"0.0008"
"217";"ILMN_1811392";"HMHA1";" 5.99";" 5.68";" 0.3066";"0.03678";"0.02086";"0.04228";"0.0071";"0.991";"0.0020";"0.0004"
"218";"ILMN_1702487";"SGK";" 9.18";"10.18";"-1.0028";"0.07524";"0.10421";"0.12853";"0.0047";"0.991";"0.0042";"0.0006"
"219";"ILMN_1771734";"LOC728564";"11.12";"10.77";" 0.3494";"0.03093";"0.03614";"0.04757";"0.0066";"0.990";"0.0020";"0.0010"
"220";"ILMN_3310491";"MIR1978";" 9.60";" 9.97";"-0.3659";"0.03679";"0.03374";"0.04992";"0.0067";"0.990";"0.0025";"0.0004"
"221";"ILMN_1730794";"SERTAD4";" 6.34";" 5.61";" 0.7326";"0.06612";"0.06461";"0.09245";"0.0043";"0.990";"0.0049";"0.0005"
"222";"ILMN_2289924";"TRAK1";" 7.41";" 7.72";"-0.3137";"0.01303";"0.04066";"0.04269";"0.0066";"0.990";"0.0023";"0.0008"
"223";"ILMN_1736093";"SNX33";" 6.93";" 7.29";"-0.3657";"0.03226";"0.03318";"0.04628";"0.0044";"0.990";"0.0050";"0.0005"
"224";"ILMN_1654441";"OAT";"11.21";"10.44";" 0.7708";"0.09310";"0.02010";"0.09525";"0.0038";"0.990";"0.0053";"0.0008"
"225";"ILMN_1715616";"PPIL5";" 9.33";" 8.81";" 0.5145";"0.06400";"0.02505";"0.06873";"0.0059";"0.990";"0.0026";"0.0014"
"226";"ILMN_1753002";"RAB2B";" 9.55";" 9.87";"-0.3196";"0.02391";"0.03404";"0.04160";"0.0051";"0.990";"0.0041";"0.0007"
"227";"ILMN_1671257";"DKC1";"12.08";"11.32";" 0.7552";"0.07098";"0.07202";"0.10112";"0.0060";"0.990";"0.0029";"0.0011"
"228";"ILMN_2354140";"NAT5";"10.17";" 9.55";" 0.6190";"0.05724";"0.05727";"0.08097";"0.0053";"0.990";"0.0038";"0.0009"
"229";"ILMN_1691942";"CCNI";"11.83";"12.17";"-0.3419";"0.03785";"0.01637";"0.04124";"0.0033";"0.990";"0.0064";"0.0005"
"230";"ILMN_1736481";"SECISBP2";" 7.27";" 6.90";" 0.3705";"0.04034";"0.02852";"0.04941";"0.0059";"0.990";"0.0031";"0.0012"
"231";"ILMN_1730631";"C2orf44";" 8.41";" 8.06";" 0.3559";"0.02424";"0.04425";"0.05045";"0.0083";"0.990";"0.0015";"0.0006"
"232";"ILMN_1868866";"";" 6.35";" 6.81";"-0.4641";"0.02538";"0.06003";"0.06517";"0.0079";"0.990";"0.0020";"0.0006"
"233";"ILMN_2358733";"TAZ";" 5.52";" 6.09";"-0.5714";"0.03988";"0.06912";"0.07980";"0.0076";"0.990";"0.0019";"0.0009"
"234";"ILMN_1671473";"EHD3";" 6.17";" 7.24";"-1.0692";"0.13252";"0.06915";"0.14947";"0.0077";"0.990";"0.0016";"0.0012"
"235";"ILMN_3289346";"LOC442075";" 6.08";" 5.68";" 0.4036";"0.03546";"0.03972";"0.05324";"0.0055";"0.990";"0.0040";"0.0009"
"236";"ILMN_2223805";"TSGA14";" 6.56";" 6.25";" 0.3137";"0.02727";"0.03024";"0.04072";"0.0051";"0.990";"0.0046";"0.0008"
"237";"ILMN_1757877";"HCFC1R1";" 9.95";"10.98";"-1.0359";"0.11738";"0.07381";"0.13866";"0.0060";"0.989";"0.0033";"0.0013"
"238";"ILMN_1719986";"PIK3IP1";" 5.51";" 6.91";"-1.3993";"0.15708";"0.12013";"0.19775";"0.0081";"0.989";"0.0016";"0.0011"
"239";"ILMN_2294976";"RNASE4";" 5.39";" 6.43";"-1.0445";"0.11386";"0.09678";"0.14944";"0.0087";"0.989";"0.0013";"0.0008"
"240";"ILMN_1699496";"PHF21A";" 8.14";" 8.85";"-0.7109";"0.05421";"0.08209";"0.09838";"0.0072";"0.989";"0.0026";"0.0011"
"241";"ILMN_1673798";"PPOX";" 5.57";" 6.39";"-0.8184";"0.07222";"0.07787";"0.10621";"0.0051";"0.989";"0.0052";"0.0007"
"242";"ILMN_1760245";"TMEM42";" 6.85";" 7.83";"-0.9843";"0.11705";"0.05345";"0.12868";"0.0053";"0.989";"0.0046";"0.0012"
"243";"ILMN_1711030";"OPLAH";" 5.70";" 6.36";"-0.6583";"0.02748";"0.08602";"0.09031";"0.0069";"0.989";"0.0036";"0.0007"
"244";"ILMN_1680010";"KIAA0753";" 7.71";" 7.19";" 0.5265";"0.06556";"0.03496";"0.07430";"0.0081";"0.989";"0.0028";"0.0005"
"245";"ILMN_1751338";"NUP133";" 9.16";" 8.89";" 0.2691";"0.01149";"0.03692";"0.03867";"0.0089";"0.989";"0.0019";"0.0007"
"246";"ILMN_2354617";"DYRK1B";" 5.04";" 5.42";"-0.3848";"0.04686";"0.00389";"0.04702";"0.0036";"0.988";"0.0077";"0.0004"
"247";"ILMN_2120695";"TSPAN7";" 6.41";" 7.12";"-0.7133";"0.05647";"0.08587";"0.10278";"0.0090";"0.988";"0.0018";"0.0010"
"248";"ILMN_1685978";"ATPIF1";" 7.64";" 8.12";"-0.4847";"0.05011";"0.03928";"0.06367";"0.0054";"0.988";"0.0056";"0.0010"
"249";"ILMN_1655595";"SERPINE2";"10.78";"11.21";"-0.4277";"0.04734";"0.04102";"0.06264";"0.0099";"0.988";"0.0016";"0.0006"
"250";"ILMN_1758626";"IDS";" 9.91";" 9.59";" 0.3206";"0.03323";"0.03029";"0.04497";"0.0078";"0.988";"0.0029";"0.0014"
"251";"ILMN_1692785";"KLHL21";" 6.43";" 6.92";"-0.4875";"0.06105";"0.03387";"0.06982";"0.0087";"0.988";"0.0020";"0.0014"
"252";"ILMN_3262454";"LOC100128056";" 5.06";" 5.61";"-0.5451";"0.02590";"0.07090";"0.07548";"0.0073";"0.988";"0.0041";"0.0007"
"253";"ILMN_1696407";"SFRS2";"12.07";"11.91";" 0.1545";"0.01152";"0.01817";"0.02151";"0.0075";"0.988";"0.0035";"0.0011"
"254";"ILMN_2396444";"CD14";" 5.42";" 5.08";" 0.3421";"0.00816";"0.04786";"0.04855";"0.0083";"0.988";"0.0032";"0.0007"
"255";"ILMN_1653134";"TMEM188";" 7.52";" 7.21";" 0.3054";"0.02507";"0.03685";"0.04457";"0.0097";"0.988";"0.0019";"0.0006"
"256";"ILMN_2189027";"LIPG";" 9.12";" 7.81";" 1.3121";"0.11736";"0.15191";"0.19196";"0.0098";"0.988";"0.0016";"0.0009"
"257";"ILMN_1777129";"C16orf56";" 7.10";" 7.43";"-0.3376";"0.03178";"0.03375";"0.04635";"0.0069";"0.988";"0.0043";"0.0012"
"258";"ILMN_1744963";"ERO1L";" 9.00";" 7.24";" 1.7624";"0.19931";"0.12331";"0.23437";"0.0058";"0.988";"0.0055";"0.0012"
"259";"ILMN_1765578";"TIPARP";"10.14";" 9.19";" 0.9459";"0.11096";"0.03819";"0.11735";"0.0039";"0.988";"0.0079";"0.0006"
"260";"ILMN_1666392";"WNT4";" 5.32";" 6.42";"-1.0961";"0.05021";"0.14615";"0.15453";"0.0080";"0.988";"0.0035";"0.0010"
"261";"ILMN_1714691";"HOXD10";" 5.56";" 5.83";"-0.2670";"0.01639";"0.03538";"0.03899";"0.0097";"0.987";"0.0022";"0.0007"
"262";"ILMN_1743767";"ZNF446";" 6.18";" 6.69";"-0.5098";"0.01257";"0.07167";"0.07277";"0.0086";"0.987";"0.0034";"0.0008"
"263";"ILMN_1693985";"JPH1";" 8.49";" 7.68";" 0.8086";"0.11015";"0.02057";"0.11205";"0.0073";"0.987";"0.0036";"0.0020"
"264";"ILMN_2406267";"MARVELD2";" 5.86";" 5.53";" 0.3302";"0.04773";"0.00594";"0.04810";"0.0096";"0.987";"0.0018";"0.0016"
"265";"ILMN_2312719";"EXOSC9";" 9.24";" 8.51";" 0.7308";"0.09369";"0.02799";"0.09778";"0.0060";"0.987";"0.0055";"0.0015"
"266";"ILMN_3229467";"LOC729217";" 9.66";"10.39";"-0.7293";"0.10299";"0.00295";"0.10304";"0.0081";"0.987";"0.0031";"0.0021"
"267";"ILMN_1805064";"SCARNA9";" 6.37";" 6.87";"-0.4915";"0.04109";"0.05267";"0.06681";"0.0065";"0.987";"0.0061";"0.0007"
"268";"ILMN_1695658";"KIF20A";"11.09";"11.52";"-0.4322";"0.04816";"0.03939";"0.06221";"0.0090";"0.987";"0.0028";"0.0016"
"269";"ILMN_2319913";"DGKA";" 8.73";" 9.59";"-0.8544";"0.10881";"0.03094";"0.11312";"0.0056";"0.986";"0.0068";"0.0014"
"270";"ILMN_1778444";"FKBP5";" 7.82";" 7.34";" 0.4762";"0.05373";"0.04769";"0.07185";"0.0116";"0.986";"0.0015";"0.0008"
"271";"ILMN_1701466";"PEX16";" 7.32";" 7.74";"-0.4244";"0.04159";"0.03799";"0.05633";"0.0057";"0.986";"0.0074";"0.0008"
"272";"ILMN_1769319";"CNBP";"11.10";"10.82";" 0.2802";"0.02696";"0.02790";"0.03880";"0.0072";"0.986";"0.0061";"0.0006"
"273";"ILMN_2390974";"DNAJB2";" 8.21";" 9.02";"-0.8095";"0.11584";"0.01963";"0.11749";"0.0094";"0.986";"0.0025";"0.0021"
"274";"ILMN_1660973";"GAD1";" 8.58";" 9.33";"-0.7520";"0.08875";"0.05813";"0.10609";"0.0080";"0.986";"0.0042";"0.0018"
"275";"ILMN_1680134";"CARM1";"10.27";"10.49";"-0.2284";"0.01899";"0.02737";"0.03332";"0.0097";"0.986";"0.0038";"0.0007"
"276";"ILMN_1658926";"NOTCH3";" 7.88";" 8.93";"-1.0483";"0.14336";"0.04033";"0.14892";"0.0083";"0.986";"0.0037";"0.0022"
"277";"ILMN_2131861";"SOCS2";" 8.04";" 8.52";"-0.4847";"0.03484";"0.06072";"0.07001";"0.0091";"0.986";"0.0046";"0.0007"
"278";"ILMN_2311548";"PTRH2";" 9.41";" 8.61";" 0.7925";"0.08441";"0.07662";"0.11400";"0.0089";"0.986";"0.0038";"0.0017"
"279";"ILMN_1693788";"ZNF432";" 5.38";" 4.85";" 0.5272";"0.02369";"0.07298";"0.07673";"0.0095";"0.986";"0.0038";"0.0011"
"280";"ILMN_1752455";"DOCK5";" 6.67";" 6.06";" 0.6079";"0.07419";"0.04903";"0.08893";"0.0098";"0.985";"0.0029";"0.0019"
"281";"ILMN_1776602";"RNASE4";" 6.50";" 7.69";"-1.1921";"0.14999";"0.09314";"0.17656";"0.0105";"0.985";"0.0024";"0.0017"
"282";"ILMN_3241665";"C1orf133";" 6.57";" 5.89";" 0.6845";"0.05608";"0.08595";"0.10263";"0.0112";"0.985";"0.0023";"0.0012"
"283";"ILMN_1660440";"FAM108B1";" 5.94";" 6.63";"-0.6855";"0.09277";"0.04534";"0.10326";"0.0115";"0.985";"0.0018";"0.0014"
"284";"ILMN_1733562";"TFB1M";" 8.99";" 7.77";" 1.2135";"0.14115";"0.11559";"0.18244";"0.0114";"0.985";"0.0021";"0.0015"
"285";"ILMN_1665291";"NUB1";" 8.42";" 8.70";"-0.2864";"0.03393";"0.02636";"0.04296";"0.0113";"0.985";"0.0023";"0.0016"
"286";"ILMN_1736154";"ProSAPiP1";" 5.38";" 5.82";"-0.4356";"0.04442";"0.04703";"0.06469";"0.0106";"0.985";"0.0028";"0.0016"
"287";"ILMN_2396020";"DUSP6";"10.83";" 7.68";" 3.1464";"0.44882";"0.11240";"0.46269";"0.0101";"0.985";"0.0030";"0.0024"
"288";"ILMN_1812856";"ZSWIM1";" 8.65";" 9.10";"-0.4507";"0.05420";"0.02554";"0.05992";"0.0058";"0.985";"0.0085";"0.0012"
"289";"ILMN_1656463";"C11orf73";" 7.11";" 7.33";"-0.2232";"0.02496";"0.01679";"0.03008";"0.0062";"0.985";"0.0081";"0.0012"
"290";"ILMN_2053567";"FASTKD2";" 7.20";" 6.68";" 0.5173";"0.01907";"0.07353";"0.07596";"0.0100";"0.985";"0.0044";"0.0011"
"291";"ILMN_1656254";"NOTCH2NL";" 5.82";" 6.49";"-0.6647";"0.06003";"0.08235";"0.10191";"0.0127";"0.984";"0.0019";"0.0010"
"292";"ILMN_3235358";"LOC100133080";" 5.11";" 5.37";"-0.2560";"0.03097";"0.02251";"0.03828";"0.0111";"0.984";"0.0039";"0.0007"
"293";"ILMN_1774584";"C2orf28";"10.97";"11.49";"-0.5167";"0.06208";"0.02595";"0.06729";"0.0051";"0.984";"0.0099";"0.0009"
"294";"ILMN_1725130";"FAM50A";"11.18";"11.63";"-0.4530";"0.00942";"0.06788";"0.06853";"0.0118";"0.984";"0.0031";"0.0010"
"295";"ILMN_1665235";"CRTAP";" 8.43";" 8.96";"-0.5297";"0.04883";"0.06009";"0.07743";"0.0098";"0.984";"0.0046";"0.0017"
"296";"ILMN_1740571";"LOC647859";" 8.00";" 7.59";" 0.4098";"0.01444";"0.05888";"0.06062";"0.0104";"0.984";"0.0045";"0.0011"
"297";"ILMN_1748840";"CALB2";" 7.67";" 5.83";" 1.8403";"0.27320";"0.05022";"0.27778";"0.0116";"0.984";"0.0023";"0.0021"
"298";"ILMN_1745223";"CDC42EP4";"10.11";"10.83";"-0.7130";"0.07154";"0.06568";"0.09712";"0.0066";"0.984";"0.0086";"0.0010"
"299";"ILMN_1675186";"ME2";" 9.37";" 8.88";" 0.4920";"0.03240";"0.06625";"0.07375";"0.0112";"0.984";"0.0036";"0.0015"
"300";"ILMN_2073289";"MTSS1";" 7.46";" 8.37";"-0.9050";"0.12131";"0.05473";"0.13309";"0.0101";"0.984";"0.0037";"0.0024"
"301";"ILMN_1731561";"ROBO3";" 4.92";" 5.24";"-0.3253";"0.03639";"0.03505";"0.05052";"0.0136";"0.984";"0.0019";"0.0008"
"302";"ILMN_1791147";"YPEL3";" 5.79";" 6.50";"-0.7081";"0.07880";"0.07123";"0.10623";"0.0112";"0.984";"0.0032";"0.0019"
"303";"ILMN_1687738";"LOC650276";"13.33";"13.16";" 0.1751";"0.01707";"0.02042";"0.02662";"0.0121";"0.984";"0.0036";"0.0008"
"304";"ILMN_1677814";"ABCC3";" 9.83";" 9.21";" 0.6186";"0.09503";"0.01911";"0.09693";"0.0143";"0.983";"0.0015";"0.0009"
"305";"ILMN_1659550";"LOC388654";"12.92";"13.15";"-0.2349";"0.03178";"0.00392";"0.03202";"0.0066";"0.983";"0.0095";"0.0005"
"306";"ILMN_1751963";"ZCWPW1";" 5.40";" 6.04";"-0.6423";"0.08885";"0.01194";"0.08965";"0.0075";"0.983";"0.0071";"0.0022"
"307";"ILMN_1742611";"C1orf52";" 8.42";" 7.99";" 0.4304";"0.02743";"0.05679";"0.06307";"0.0099";"0.983";"0.0062";"0.0009"
"308";"ILMN_1753830";"ETV4";" 7.17";" 5.44";" 1.7287";"0.17809";"0.19947";"0.26740";"0.0133";"0.983";"0.0023";"0.0014"
"309";"ILMN_1876951";"";" 5.51";" 6.28";"-0.7675";"0.10077";"0.05804";"0.11629";"0.0119";"0.983";"0.0029";"0.0022"
"310";"ILMN_1738971";"USP54";" 6.28";" 6.75";"-0.4619";"0.06157";"0.03822";"0.07246";"0.0144";"0.983";"0.0016";"0.0010"
"311";"ILMN_1682774";"C13orf27";" 9.23";" 8.78";" 0.4510";"0.04185";"0.05556";"0.06956";"0.0131";"0.983";"0.0025";"0.0015"
"312";"ILMN_1768176";"CXorf26";" 5.47";" 4.87";" 0.5996";"0.07621";"0.02406";"0.07991";"0.0058";"0.983";"0.0100";"0.0013"
"313";"ILMN_1680675";"MRRF";"10.08";"10.19";"-0.1107";"0.01244";"0.01136";"0.01685";"0.0122";"0.983";"0.0041";"0.0008"
"314";"ILMN_2386016";"C2orf28";"10.11";"10.58";"-0.4723";"0.06753";"0.02316";"0.07140";"0.0117";"0.983";"0.0030";"0.0025"
"315";"ILMN_1754149";"LETMD1";" 7.79";" 8.70";"-0.9122";"0.13022";"0.01926";"0.13164";"0.0091";"0.983";"0.0054";"0.0027"
"316";"ILMN_2115005";"FGD2";" 6.05";" 7.19";"-1.1461";"0.16750";"0.04135";"0.17253";"0.0115";"0.983";"0.0032";"0.0027"
"317";"ILMN_2383306";"GPATCH4";" 6.69";" 5.80";" 0.8883";"0.10753";"0.07686";"0.13217";"0.0107";"0.983";"0.0042";"0.0023"
"318";"ILMN_1793859";"ALDH2";" 8.01";" 9.15";"-1.1447";"0.16860";"0.01673";"0.16943";"0.0104";"0.983";"0.0040";"0.0029"
"319";"ILMN_1655796";"MARCH3";" 6.92";" 7.94";"-1.0184";"0.13483";"0.05953";"0.14738";"0.0092";"0.983";"0.0057";"0.0025"
"320";"ILMN_1671191";"UQCRC1";"10.58";"11.13";"-0.5474";"0.07429";"0.03218";"0.08096";"0.0104";"0.983";"0.0043";"0.0026"
"321";"ILMN_3241087";"INPP5J";" 5.40";" 6.05";"-0.6559";"0.06595";"0.06724";"0.09418";"0.0088";"0.982";"0.0072";"0.0016"
"322";"ILMN_3251269";"SRP14";"10.66";"11.13";"-0.4738";"0.06821";"0.02492";"0.07262";"0.0126";"0.982";"0.0026";"0.0023"
"323";"ILMN_1688625";"AIM1";" 8.13";" 7.55";" 0.5824";"0.07048";"0.05003";"0.08643";"0.0106";"0.982";"0.0047";"0.0024"
"324";"ILMN_2089329";"SPRY2";" 8.17";" 6.92";" 1.2487";"0.14922";"0.12195";"0.19271";"0.0131";"0.982";"0.0027";"0.0019"
"325";"ILMN_1699695";"TNFRSF21";"11.04";" 9.67";" 1.3657";"0.14176";"0.15980";"0.21361";"0.0141";"0.982";"0.0022";"0.0014"
"326";"ILMN_2198413";"MYEOV";" 6.62";" 5.14";" 1.4806";"0.21524";"0.06899";"0.22603";"0.0124";"0.982";"0.0029";"0.0025"
"327";"ILMN_1682896";"C21orf66";" 5.54";" 4.98";" 0.5620";"0.01226";"0.08469";"0.08557";"0.0122";"0.982";"0.0046";"0.0011"
"328";"ILMN_2278433";"LOC285074";" 8.03";" 8.36";"-0.3252";"0.02144";"0.04516";"0.04999";"0.0128";"0.982";"0.0035";"0.0016"
"329";"ILMN_1787981";"MFAP2";" 5.06";" 5.89";"-0.8311";"0.07149";"0.09943";"0.12247";"0.0102";"0.982";"0.0061";"0.0017"
"330";"ILMN_1660864";"RHBDL1";" 5.20";" 5.63";"-0.4332";"0.05506";"0.04044";"0.06831";"0.0148";"0.982";"0.0025";"0.0008"
"331";"ILMN_1690621";"GPR98";" 6.78";" 8.96";"-2.1766";"0.32065";"0.04274";"0.32349";"0.0107";"0.982";"0.0044";"0.0030"
"332";"ILMN_1899628";"LOC730274";" 5.64";" 5.98";"-0.3409";"0.01802";"0.04982";"0.05298";"0.0136";"0.982";"0.0031";"0.0014"
"333";"ILMN_2230566";"RAB40B";"10.32";"11.06";"-0.7459";"0.09602";"0.05645";"0.11138";"0.0110";"0.982";"0.0047";"0.0026"
"334";"ILMN_1723480";"BST2";"10.32";"10.53";"-0.2077";"0.02453";"0.01292";"0.02773";"0.0059";"0.982";"0.0115";"0.0009"
"335";"ILMN_1730464";"DNAL1";" 7.71";" 6.89";" 0.8198";"0.11764";"0.02962";"0.12131";"0.0104";"0.982";"0.0049";"0.0030"
"336";"ILMN_1787186";"NOV";" 8.35";" 7.87";" 0.4743";"0.05539";"0.04649";"0.07231";"0.0123";"0.982";"0.0037";"0.0023"
"337";"ILMN_1753913";"GPR177";" 7.01";" 7.62";"-0.6146";"0.09387";"0.01237";"0.09468";"0.0130";"0.982";"0.0028";"0.0026"
"338";"ILMN_2225709";"PTCD1";" 9.13";" 9.56";"-0.4288";"0.05473";"0.03180";"0.06330";"0.0103";"0.982";"0.0055";"0.0025"
"339";"ILMN_1709162";"SHCBP1";" 6.37";" 5.90";" 0.4641";"0.03422";"0.06112";"0.07005";"0.0116";"0.982";"0.0060";"0.0009"
"340";"ILMN_2230902";"CTNNA1";"10.33";"10.67";"-0.3359";"0.04766";"0.02396";"0.05334";"0.0153";"0.981";"0.0019";"0.0014"
"341";"ILMN_1724315";"LMTK2";" 5.63";" 5.12";" 0.5098";"0.05569";"0.04907";"0.07423";"0.0095";"0.981";"0.0071";"0.0019"
"342";"ILMN_1748650";"MRPL45";" 9.84";"10.04";"-0.2057";"0.00202";"0.03194";"0.03201";"0.0137";"0.981";"0.0038";"0.0012"
"343";"ILMN_1681591";"PTPN1";"10.15";"10.58";"-0.4248";"0.04917";"0.03151";"0.05841";"0.0069";"0.981";"0.0107";"0.0012"
"344";"ILMN_1659990";"C7orf68";" 8.36";" 9.25";"-0.8894";"0.13129";"0.00823";"0.13155";"0.0104";"0.981";"0.0053";"0.0032"
