"";"ID";"SYMBOL";"c1Mean";"c0Mean";"c1c0log2FC";"c1stderr";"c0stderr";"c0c1stderr";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"1674";"ILMN_2225348";"ZNF805";" 5.95";" 5.42";" 0.5335";"0.037621";"0.10461";"0.11117";"0.2299";"0.0913";"0.635";"0.0434"
"1675";"ILMN_1666885";"ATRX";" 5.46";" 4.98";" 0.4743";"0.028552";"0.09458";"0.09879";"0.2442";"0.0928";"0.635";"0.0277"
"1676";"ILMN_1697585";"ACTR6";" 7.88";" 7.32";" 0.5635";"0.100542";"0.10027";"0.14200";"0.2008";"0.0928";"0.635";"0.0712"
"1677";"ILMN_2375973";"ALKBH1";" 7.79";" 8.11";"-0.3268";"0.090436";"0.04955";"0.10312";"0.1858";"0.0302";"0.634";"0.1496"
"1678";"ILMN_1709817";"SLC35A5";" 8.68";" 8.15";" 0.5241";"0.012575";"0.11083";"0.11155";"0.3060";"0.0218";"0.634";"0.0379"
"1679";"ILMN_2386205";"C21orf33";" 7.16";" 7.67";"-0.5114";"0.161629";"0.05670";"0.17128";"0.1136";"0.0651";"0.634";"0.1870"
"1680";"ILMN_1654690";"CECR5";" 9.65";" 9.91";"-0.2556";"0.066239";"0.03971";"0.07723";"0.1810";"0.0597";"0.634";"0.1249"
"1681";"ILMN_3307733";"C17orf42";" 8.39";" 7.70";" 0.6905";"0.181427";"0.10245";"0.20836";"0.1603";"0.0849";"0.634";"0.1208"
"1682";"ILMN_1720440";"HELQ";" 6.03";" 5.36";" 0.6679";"0.065044";"0.13633";"0.15105";"0.2832";"0.0249";"0.634";"0.0580"
"1683";"ILMN_1809292";"IMMP2L";" 5.68";" 6.32";"-0.6383";"0.183754";"0.08807";"0.20377";"0.1530";"0.0609";"0.634";"0.1523"
"1684";"ILMN_1696360";"CTSB";" 8.75";" 9.60";"-0.8521";"0.224941";"0.11083";"0.25076";"0.1097";"0.1586";"0.633";"0.0986"
"1685";"ILMN_2360184";"INVS";" 7.93";" 8.21";"-0.2841";"0.024590";"0.05514";"0.06038";"0.2244";"0.0965";"0.633";"0.0459"
"1686";"ILMN_1761486";"C13orf34";" 9.01";" 8.23";" 0.7758";"0.034583";"0.15390";"0.15774";"0.2344";"0.0934";"0.633";"0.0393"
"1687";"ILMN_3235340";"ACER2";" 6.27";" 6.46";"-0.1834";"0.053909";"0.03132";"0.06235";"0.2870";"0.0619";"0.632";"0.0187"
"1688";"ILMN_1688381";"BPTF";" 5.66";" 5.11";" 0.5503";"0.012865";"0.11237";"0.11311";"0.2624";"0.0720";"0.632";"0.0333"
"1689";"ILMN_3244114";"DHRS11";" 7.17";" 7.51";"-0.3405";"0.070195";"0.06236";"0.09389";"0.2463";"0.0232";"0.632";"0.0982"
"1690";"ILMN_2398159";"DKK3";" 9.36";"10.27";"-0.9077";"0.208788";"0.14572";"0.25461";"0.1718";"0.1020";"0.632";"0.0940"
"1691";"ILMN_1747627";"ABCA2";" 5.65";" 6.32";"-0.6724";"0.239094";"0.02452";"0.24035";"0.0606";"0.0164";"0.632";"0.2908"
"1692";"ILMN_1678805";"POMT2";" 7.33";" 7.84";"-0.5159";"0.100286";"0.08812";"0.13350";"0.1819";"0.1117";"0.632";"0.0742"
"1693";"ILMN_2376050";"FXYD3";" 7.11";" 7.90";"-0.7855";"0.024049";"0.12501";"0.12730";"0.0834";"0.2729";"0.632";"0.0118"
"1694";"ILMN_1769517";"PRKDC";" 9.69";" 9.38";" 0.3088";"0.001302";"0.04095";"0.04097";"0.0328";"0.3294";"0.632";"0.0059"
"1695";"ILMN_1694084";"PSCD1";" 9.27";" 9.68";"-0.4036";"0.074150";"0.06648";"0.09959";"0.1515";"0.1560";"0.632";"0.0606"
"1696";"ILMN_1696027";"LOC642333";" 8.85";" 8.24";" 0.6146";"0.060421";"0.12111";"0.13534";"0.2438";"0.0725";"0.632";"0.0519"
"1697";"ILMN_1752333";"SLC35E1";" 8.06";" 8.26";"-0.1980";"0.001341";"0.04025";"0.04027";"0.2557";"0.0766";"0.631";"0.0363"
"1698";"ILMN_1759789";"KAT5";" 5.53";" 5.90";"-0.3745";"0.112777";"0.05086";"0.12372";"0.1601";"0.0287";"0.631";"0.1799"
"1699";"ILMN_1672908";"TWIST1";" 6.38";" 7.02";"-0.6420";"0.031823";"0.08992";"0.09538";"0.0456";"0.3169";"0.631";"0.0063"
"1700";"ILMN_2130838";"UTP11L";" 9.11";" 8.10";" 1.0112";"0.157690";"0.13688";"0.20881";"0.0604";"0.2837";"0.631";"0.0248"
"1701";"ILMN_1777895";"LRRC37B";" 7.81";" 8.05";"-0.2358";"0.034186";"0.04265";"0.05466";"0.1903";"0.1233";"0.631";"0.0554"
"1702";"ILMN_1718171";"MED26";" 5.54";" 5.85";"-0.3073";"0.007376";"0.05651";"0.05698";"0.1638";"0.1832";"0.631";"0.0220"
"1703";"ILMN_2148469";"RASL11B";" 5.88";" 6.39";"-0.5127";"0.162623";"0.06290";"0.17436";"0.1413";"0.0210";"0.631";"0.2069"
"1704";"ILMN_1706825";"PKN2";" 7.48";" 6.69";" 0.7868";"0.046787";"0.15949";"0.16621";"0.2599";"0.0641";"0.630";"0.0456"
"1705";"ILMN_2343332";"TAF9";" 7.68";" 6.95";" 0.7323";"0.180736";"0.09947";"0.20630";"0.1098";"0.1772";"0.630";"0.0828"
"1706";"ILMN_1673773";"GALNTL4";" 8.57";" 8.95";"-0.3891";"0.092263";"0.05880";"0.10941";"0.1452";"0.1348";"0.630";"0.0899"
"1707";"ILMN_1682694";"LOC203547";"10.13";" 9.34";" 0.7977";"0.083061";"0.11507";"0.14192";"0.0619";"0.2905";"0.630";"0.0178"
"1708";"ILMN_1693928";"CDH24";" 5.06";" 5.60";"-0.5330";"0.186589";"0.03309";"0.18950";"0.0738";"0.0219";"0.630";"0.2746"
"1709";"ILMN_1743402";"SIX4";" 8.00";" 7.27";" 0.7349";"0.086090";"0.14248";"0.16647";"0.2355";"0.0793";"0.630";"0.0556"
"1710";"ILMN_1825955";"";" 5.02";" 4.77";" 0.2546";"0.005136";"0.05301";"0.05326";"0.2834";"0.0458";"0.629";"0.0416"
"1711";"ILMN_1762787";"RNF26";" 7.31";" 7.70";"-0.3876";"0.121140";"0.06671";"0.13829";"0.3190";"0.0319";"0.629";"0.0202"
"1712";"ILMN_1735006";"ATG2B";" 5.26";" 4.95";" 0.3058";"0.021240";"0.06142";"0.06499";"0.2520";"0.0919";"0.628";"0.0276"
"1713";"ILMN_1678629";"DOCK7";" 7.36";" 6.64";" 0.7193";"0.012634";"0.11637";"0.11705";"0.0888";"0.2700";"0.628";"0.0131"
"1714";"ILMN_1733680";"AZI2";" 5.96";" 5.47";" 0.4984";"0.132949";"0.09273";"0.16209";"0.3272";"0.0225";"0.628";"0.0222"
"1715";"ILMN_1717229";"C9orf21";" 7.70";" 7.95";"-0.2481";"0.013715";"0.05226";"0.05403";"0.3034";"0.0188";"0.627";"0.0506"
"1716";"ILMN_1780153";"QTRT1";" 5.99";" 6.37";"-0.3765";"0.023102";"0.07968";"0.08296";"0.3106";"0.0293";"0.626";"0.0340"
"1717";"ILMN_1654583";"CHD1";" 8.53";" 7.36";" 1.1698";"0.220648";"0.21020";"0.30474";"0.2130";"0.0823";"0.626";"0.0790"
"1718";"ILMN_2317730";"ELMO2";" 7.59";" 7.93";"-0.3397";"0.053576";"0.06583";"0.08488";"0.2582";"0.0944";"0.625";"0.0222"
"1719";"ILMN_1679881";"WRN";" 7.71";" 6.74";" 0.9690";"0.078374";"0.19433";"0.20954";"0.2528";"0.0728";"0.625";"0.0490"
"1720";"ILMN_1756220";"DDX18";"10.52";" 9.51";" 1.0103";"0.126012";"0.15167";"0.19718";"0.0797";"0.2702";"0.625";"0.0249"
"1721";"ILMN_1715173";"RPS6KA1";" 8.28";" 8.68";"-0.3981";"0.007153";"0.07316";"0.07351";"0.1615";"0.1877";"0.625";"0.0257"
"1722";"ILMN_1713285";"NAPA";" 6.18";" 6.58";"-0.4010";"0.033355";"0.07749";"0.08436";"0.2163";"0.1151";"0.625";"0.0438"
"1723";"ILMN_1810759";"C2orf25";"11.22";"10.85";" 0.3774";"0.054676";"0.05587";"0.07817";"0.0818";"0.2642";"0.625";"0.0291"
"1724";"ILMN_3185709";"IP6K2";" 6.16";" 6.80";"-0.6358";"0.093995";"0.10086";"0.13787";"0.1108";"0.2270";"0.625";"0.0375"
"1725";"ILMN_1805646";"SS18";" 9.78";" 9.08";" 0.7000";"0.054295";"0.12899";"0.13995";"0.1739";"0.1659";"0.625";"0.0358"
"1726";"ILMN_2404182";"DUOX1";" 7.13";" 8.15";"-1.0244";"0.111656";"0.15166";"0.18833";"0.0703";"0.2851";"0.624";"0.0203"
"1727";"ILMN_1732926";"PVT1";" 5.68";" 5.32";" 0.3603";"0.121130";"0.03543";"0.12621";"0.1078";"0.0259";"0.624";"0.2426"
"1728";"ILMN_1779663";"TRMT2B";" 6.73";" 7.27";"-0.5348";"0.148488";"0.07788";"0.16767";"0.1636";"0.0726";"0.624";"0.1403"
"1729";"ILMN_2228809";"YWHAG";"10.78";"10.36";" 0.4150";"0.114557";"0.06266";"0.13057";"0.1798";"0.0520";"0.623";"0.1449"
"1730";"ILMN_1814600";"DEPDC1B";" 7.70";" 7.04";" 0.6568";"0.179484";"0.09720";"0.20412";"0.1664";"0.0758";"0.622";"0.1354"
"1731";"ILMN_2131467";"GNAI1";" 6.20";" 5.68";" 0.5195";"0.006713";"0.10967";"0.10987";"0.2969";"0.0425";"0.622";"0.0383"
"1732";"ILMN_3289934";"LOC441442";" 6.54";" 6.93";"-0.3996";"0.059606";"0.07900";"0.09896";"0.2719";"0.0325";"0.622";"0.0732"
"1733";"ILMN_1767747";"HDAC2";"11.14";"10.47";" 0.6663";"0.095815";"0.11331";"0.14839";"0.1451";"0.1879";"0.622";"0.0448"
"1734";"ILMN_1737413";"MSH2";" 8.13";" 7.16";" 0.9665";"0.185258";"0.16600";"0.24875";"0.1808";"0.1248";"0.622";"0.0721"
"1735";"ILMN_1760933";"RER1";" 8.04";" 8.27";"-0.2286";"0.032594";"0.04725";"0.05740";"0.3188";"0.0312";"0.622";"0.0279"
"1736";"ILMN_1761519";"EIF4G2";"12.62";"12.07";" 0.5451";"0.136824";"0.07442";"0.15575";"0.1133";"0.1772";"0.622";"0.0875"
"1737";"ILMN_1676709";"SDK2";" 8.41";" 8.96";"-0.5473";"0.068231";"0.10411";"0.12448";"0.2187";"0.1047";"0.622";"0.0546"
"1738";"ILMN_1793563";"DCTN1";" 6.72";" 7.24";"-0.5165";"0.139758";"0.08191";"0.16199";"0.2011";"0.0316";"0.622";"0.1454"
"1739";"ILMN_1703330";"FEM1C";" 8.14";" 6.97";" 1.1670";"0.229161";"0.21338";"0.31313";"0.2323";"0.0583";"0.622";"0.0879"
"1740";"ILMN_1675797";"EPDR1";" 8.89";" 9.40";"-0.5046";"0.016402";"0.10725";"0.10850";"0.3073";"0.0251";"0.621";"0.0465"
"1741";"ILMN_3224868";"LOC729200";" 8.70";" 7.89";" 0.8083";"0.052610";"0.12169";"0.13257";"0.0661";"0.2986";"0.620";"0.0149"
"1742";"ILMN_1736888";"SAR1B";"10.66";"10.01";" 0.6525";"0.088992";"0.11890";"0.14851";"0.1881";"0.1399";"0.620";"0.0520"
"1743";"ILMN_1773200";"CP110";" 8.00";" 7.00";" 1.0004";"0.105426";"0.19883";"0.22505";"0.2513";"0.0740";"0.620";"0.0548"
"1744";"ILMN_1789618";"FER";" 5.91";" 5.17";" 0.7332";"0.121627";"0.13905";"0.18474";"0.2406";"0.0655";"0.620";"0.0740"
"1745";"ILMN_1808305";"RTCD1";" 8.55";" 8.15";" 0.3980";"0.030485";"0.05709";"0.06472";"0.0539";"0.3129";"0.620";"0.0134"
"1746";"ILMN_2061405";"NUP54";" 9.93";" 9.26";" 0.6603";"0.124336";"0.11355";"0.16838";"0.1785";"0.1323";"0.620";"0.0697"
"1747";"ILMN_1786628";"LOC653355";" 6.23";" 6.87";"-0.6379";"0.083161";"0.10079";"0.13067";"0.1008";"0.2487";"0.619";"0.0311"
"1748";"ILMN_1671295";"CCDC3";" 7.28";" 8.33";"-1.0469";"0.155476";"0.17511";"0.23417";"0.1371";"0.1994";"0.619";"0.0442"
"1749";"ILMN_1768110";"ZAK";" 8.61";" 7.71";" 0.9062";"0.033772";"0.19282";"0.19576";"0.3084";"0.0364";"0.619";"0.0364"
"1750";"ILMN_2094952";"NUAK2";" 6.25";" 6.53";"-0.2798";"0.117681";"0.02682";"0.12070";"0.2161";"0.1534";"0.619";"0.0120"
"1751";"ILMN_1669931";"TM9SF3";" 9.20";" 8.55";" 0.6597";"0.088567";"0.12720";"0.15500";"0.2354";"0.0855";"0.619";"0.0606"
"1752";"ILMN_1873621";"NTN1";" 6.95";" 7.75";"-0.8082";"0.211859";"0.12366";"0.24531";"0.1711";"0.0876";"0.618";"0.1231"
"1753";"ILMN_2167616";"NACA";"12.85";"12.41";" 0.4430";"0.075888";"0.06670";"0.10104";"0.0985";"0.2748";"0.618";"0.0087"
"1754";"ILMN_1776519";"RAP1GAP";" 8.29";" 8.59";"-0.3089";"0.042742";"0.06200";"0.07530";"0.2792";"0.0326";"0.618";"0.0702"
"1755";"ILMN_3215759";"LOC441484";" 7.70";" 7.26";" 0.4400";"0.079308";"0.08545";"0.11658";"0.2743";"0.0196";"0.618";"0.0882"
"1756";"ILMN_1660533";"RPN1";"11.70";"11.81";"-0.1164";"0.040958";"0.01912";"0.04520";"0.3384";"0.0242";"0.617";"0.0202"
"1757";"ILMN_3242211";"TMEM187";" 7.59";" 8.17";"-0.5825";"0.187698";"0.06028";"0.19714";"0.1023";"0.0884";"0.617";"0.1921"
"1758";"ILMN_1729430";"FBXO18";" 8.40";" 8.62";"-0.2232";"0.035604";"0.04434";"0.05687";"0.2820";"0.0218";"0.617";"0.0794"
"1759";"ILMN_1742887";"LOC645058";"10.61";"10.92";"-0.3078";"0.097647";"0.03268";"0.10297";"0.1025";"0.1023";"0.616";"0.1790"
"1760";"ILMN_1772998";"LOC647436";" 7.86";" 8.12";"-0.2542";"0.027999";"0.05246";"0.05946";"0.2940";"0.0268";"0.616";"0.0630"
"1761";"ILMN_1724753";"NIN";" 7.18";" 6.17";" 1.0088";"0.085949";"0.19261";"0.21092";"0.2030";"0.1390";"0.616";"0.0419"
"1762";"ILMN_1808566";"TMEM180";" 5.41";" 5.69";"-0.2886";"0.107279";"0.04223";"0.11529";"0.2916";"0.0754";"0.616";"0.0171"
"1763";"ILMN_1716080";"CBL";" 7.31";" 6.78";" 0.5333";"0.060693";"0.09668";"0.11416";"0.1722";"0.1693";"0.616";"0.0427"
"1764";"ILMN_1783682";"C17orf82";" 5.67";" 6.19";"-0.5143";"0.170426";"0.04640";"0.17663";"0.0888";"0.0871";"0.616";"0.2084"
"1765";"ILMN_3278995";"LOC643167";" 9.32";" 8.66";" 0.6664";"0.075844";"0.11371";"0.13669";"0.1325";"0.2171";"0.616";"0.0348"
"1766";"ILMN_3231638";"FAM160B1";" 7.53";" 6.90";" 0.6290";"0.192432";"0.11094";"0.22212";"0.3241";"0.0398";"0.616";"0.0207"
"1767";"ILMN_3208056";"LOC648294";"12.76";"12.64";" 0.1189";"0.019425";"0.02112";"0.02870";"0.1832";"0.1417";"0.615";"0.0600"
"1768";"ILMN_3236220";"LPAR2";" 6.73";" 7.10";"-0.3697";"0.109534";"0.05328";"0.12180";"0.1760";"0.0341";"0.615";"0.1752"
"1769";"ILMN_1670383";"PCDH7";" 7.40";" 6.77";" 0.6278";"0.043873";"0.11201";"0.12030";"0.1462";"0.2094";"0.615";"0.0298"
"1770";"ILMN_1704760";"BZW1";" 7.95";" 7.04";" 0.9117";"0.209492";"0.15571";"0.26102";"0.2062";"0.0757";"0.615";"0.1036"
"1771";"ILMN_1715718";"ZNF784";" 5.54";" 5.90";"-0.3537";"0.028795";"0.07179";"0.07735";"0.2617";"0.0963";"0.615";"0.0275"
"1772";"ILMN_1756920";"ADAM15";"11.18";"11.32";"-0.1415";"0.018306";"0.02878";"0.03411";"0.2875";"0.0300";"0.614";"0.0682"
"1773";"ILMN_3297510";"LOC729495";" 7.66";" 8.14";"-0.4795";"0.060676";"0.09767";"0.11498";"0.2871";"0.0723";"0.614";"0.0264"
"1774";"ILMN_1779530";"COG6";" 7.00";" 6.22";" 0.7771";"0.088562";"0.15879";"0.18182";"0.2837";"0.0751";"0.614";"0.0270"
"1775";"ILMN_1700831";"SLC27A2";" 7.35";" 8.12";"-0.7770";"0.096020";"0.10913";"0.14536";"0.0581";"0.3087";"0.614";"0.0190"
"1776";"ILMN_1769390";"ABHD15";" 7.66";" 8.04";"-0.3874";"0.106833";"0.05838";"0.12174";"0.1757";"0.0686";"0.614";"0.1417"
"1777";"ILMN_2331205";"CHKB";" 6.34";" 6.80";"-0.4586";"0.091079";"0.08259";"0.12295";"0.2188";"0.1498";"0.614";"0.0173"
"1778";"ILMN_1712452";"KIF20B";" 8.96";" 7.96";" 0.9984";"0.034619";"0.21273";"0.21553";"0.3072";"0.0321";"0.614";"0.0468"
"1779";"ILMN_1769720";"STAU2";" 7.30";" 6.83";" 0.4712";"0.099728";"0.08081";"0.12836";"0.1930";"0.1066";"0.614";"0.0866"
"1780";"ILMN_1679071";"MTX3";" 6.05";" 5.25";" 0.8055";"0.067828";"0.16856";"0.18170";"0.2982";"0.0317";"0.614";"0.0563"
"1781";"ILMN_1704557";"RPS6KB1";" 9.20";" 8.09";" 1.1156";"0.049573";"0.23836";"0.24346";"0.3126";"0.0378";"0.614";"0.0360"
"1782";"ILMN_2182750";"DDX1";"11.34";"10.68";" 0.6568";"0.109124";"0.09894";"0.14730";"0.0956";"0.2532";"0.613";"0.0379"
"1783";"ILMN_3276016";"LOC339843";" 6.61";" 5.95";" 0.6662";"0.107378";"0.12620";"0.16570";"0.2338";"0.0827";"0.613";"0.0703"
"1784";"ILMN_2223010";"VBP1";"10.79";" 9.99";" 0.7921";"0.115629";"0.14626";"0.18644";"0.2018";"0.1272";"0.613";"0.0578"
"1785";"ILMN_1802157";"THOC1";" 8.14";" 7.05";" 1.0903";"0.209609";"0.18275";"0.27809";"0.1629";"0.1569";"0.613";"0.0672"
"1786";"ILMN_2324157";"UBA3";" 7.30";" 6.57";" 0.7299";"0.000827";"0.15208";"0.15208";"0.2760";"0.0734";"0.613";"0.0377"
"1787";"ILMN_1651628";"EXOC6";" 7.14";" 6.54";" 0.5954";"0.177821";"0.08476";"0.19699";"0.1726";"0.0367";"0.613";"0.1779"
"1788";"ILMN_2272967";"TRAPPC6B";" 6.98";" 6.29";" 0.6972";"0.169165";"0.11979";"0.20728";"0.2224";"0.0450";"0.613";"0.1198"
"1789";"ILMN_1669592";"MARCH2";" 5.40";" 5.86";"-0.4690";"0.032842";"0.10095";"0.10616";"0.3290";"0.0237";"0.613";"0.0348"
"1790";"ILMN_1801156";"RLF";" 6.68";" 5.70";" 0.9751";"0.010441";"0.20998";"0.21024";"0.3178";"0.0291";"0.612";"0.0408"
"1791";"ILMN_1732985";"PHF20L1";" 8.49";" 7.57";" 0.9239";"0.022730";"0.19526";"0.19658";"0.2945";"0.0569";"0.612";"0.0364"
"1792";"ILMN_1683888";"SRP72";" 8.29";" 7.26";" 1.0275";"0.155107";"0.16512";"0.22654";"0.1160";"0.2323";"0.612";"0.0395"
"1793";"ILMN_1717154";"AQR";" 8.40";" 7.70";" 0.6962";"0.051256";"0.09096";"0.10441";"0.0336";"0.3502";"0.612";"0.0043"
"1794";"ILMN_2367191";"PSMF1";" 9.61";" 9.79";"-0.1784";"0.067597";"0.02780";"0.07309";"0.3444";"0.0239";"0.612";"0.0199"
"1795";"ILMN_1690268";"HNRPUL1";"10.96";"11.23";"-0.2698";"0.055787";"0.03812";"0.06757";"0.0936";"0.2434";"0.612";"0.0513"
"1796";"ILMN_1802414";"CA13";" 4.79";" 5.01";"-0.2256";"0.061262";"0.04272";"0.07469";"0.3428";"0.0231";"0.611";"0.0230"
"1797";"ILMN_1814113";"ZFR";" 9.77";" 9.15";" 0.6221";"0.167849";"0.08233";"0.18695";"0.1160";"0.1663";"0.611";"0.1066"
"1798";"ILMN_1705310";"VEZF1";" 9.26";" 8.98";" 0.2785";"0.001150";"0.06011";"0.06012";"0.3202";"0.0268";"0.611";"0.0419"
"1799";"ILMN_3240838";"SLC25A6";"11.73";"12.23";"-0.4999";"0.149301";"0.05863";"0.16040";"0.1067";"0.1403";"0.611";"0.1421"
"1800";"ILMN_1655990";"CDK5RAP2";" 9.66";" 9.46";" 0.1957";"0.018499";"0.02675";"0.03252";"0.0451";"0.3389";"0.611";"0.0052"
"1801";"ILMN_2336781";"SOD2";" 9.49";" 9.61";"-0.1229";"0.009451";"0.02465";"0.02640";"0.2451";"0.0975";"0.611";"0.0467"
"1802";"ILMN_2282959";"DNA2";" 7.01";" 6.43";" 0.5852";"0.026928";"0.12525";"0.12812";"0.3137";"0.0398";"0.611";"0.0359"
"1803";"ILMN_1666175";"IL22RA1";" 5.12";" 5.52";"-0.4069";"0.087510";"0.07228";"0.11350";"0.2207";"0.0723";"0.611";"0.0964"
"1804";"ILMN_1776582";"PDK3";" 7.51";" 7.86";"-0.3517";"0.005933";"0.07238";"0.07262";"0.2610";"0.0905";"0.610";"0.0382"
"1805";"ILMN_1810608";"PNPT1";" 6.10";" 5.20";" 0.8944";"0.217150";"0.11538";"0.24590";"0.0882";"0.2333";"0.610";"0.0685"
"1806";"ILMN_1697546";"BRCC3";" 7.94";" 7.33";" 0.6107";"0.165113";"0.11612";"0.20186";"0.3449";"0.0226";"0.609";"0.0232"
"1807";"ILMN_1710482";"APLP2";" 8.10";" 8.54";"-0.4355";"0.128864";"0.06111";"0.14262";"0.1622";"0.0612";"0.609";"0.1673"
"1808";"ILMN_1782057";"ATP8B2";" 7.17";" 7.62";"-0.4537";"0.070096";"0.06866";"0.09812";"0.0914";"0.2910";"0.609";"0.0085"
"1809";"ILMN_1784467";"NUP210";" 8.00";" 8.58";"-0.5753";"0.174095";"0.08327";"0.19299";"0.1837";"0.0170";"0.609";"0.1902"
"1810";"ILMN_1667977";"TAF1B";" 7.80";" 7.32";" 0.4816";"0.086419";"0.08886";"0.12396";"0.2216";"0.0950";"0.608";"0.0757"
"1811";"ILMN_1857915";"LOC401397";" 9.38";" 9.07";" 0.3040";"0.037092";"0.06106";"0.07145";"0.2655";"0.0654";"0.607";"0.0618"
"1812";"ILMN_1719158";"CTBP1";" 8.57";" 8.84";"-0.2651";"0.068441";"0.04549";"0.08218";"0.2358";"0.0169";"0.607";"0.1400"
"1813";"ILMN_1783226";"SSR2";" 8.37";" 8.81";"-0.4423";"0.088230";"0.08272";"0.12094";"0.2494";"0.0504";"0.607";"0.0932"
"1814";"ILMN_1652580";"POLD1";" 8.16";" 8.77";"-0.6188";"0.215522";"0.04451";"0.22007";"0.0794";"0.0492";"0.607";"0.2646"
"1815";"ILMN_1693242";"ZNF296";" 8.73";" 9.01";"-0.2714";"0.036661";"0.05542";"0.06645";"0.2914";"0.0764";"0.606";"0.0261"
"1816";"ILMN_2350801";"SLC25A29";" 6.51";" 7.06";"-0.5511";"0.062446";"0.10269";"0.12019";"0.1902";"0.1580";"0.606";"0.0459"
"1817";"ILMN_1739594";"ACOT11";" 7.75";" 8.33";"-0.5853";"0.165238";"0.07050";"0.17965";"0.0986";"0.1839";"0.606";"0.1116"
"1818";"ILMN_2305721";"POMT1";" 6.90";" 7.23";"-0.3334";"0.024886";"0.07088";"0.07512";"0.3107";"0.0279";"0.606";"0.0556"
"1819";"ILMN_1659761";"SNX29";" 5.35";" 6.13";"-0.7752";"0.062025";"0.12932";"0.14343";"0.1082";"0.2617";"0.606";"0.0244"
"1820";"ILMN_2358277";"RSRC2";" 9.47";" 8.80";" 0.6739";"0.146762";"0.11936";"0.18917";"0.2191";"0.0778";"0.606";"0.0976"
"1821";"ILMN_2086238";"SMYD4";" 7.87";" 8.41";"-0.5344";"0.145508";"0.07237";"0.16251";"0.1247";"0.1564";"0.606";"0.1134"
"1822";"ILMN_3245351";"UNC119B";" 6.85";" 7.01";"-0.1575";"0.020971";"0.03190";"0.03818";"0.2807";"0.0457";"0.606";"0.0681"
"1823";"ILMN_1654920";"HNRPH3";"10.10";" 9.20";" 0.8946";"0.106233";"0.14661";"0.18105";"0.1109";"0.2528";"0.605";"0.0310"
"1824";"ILMN_1768139";"RNU12";" 4.90";" 5.26";"-0.3599";"0.042772";"0.06787";"0.08022";"0.2025";"0.1426";"0.605";"0.0495"
"1825";"ILMN_2317348";"APTX";" 9.51";" 9.67";"-0.1542";"0.031949";"0.03140";"0.04479";"0.3460";"0.0234";"0.605";"0.0261"
"1826";"ILMN_2397954";"PARP3";" 8.30";" 9.18";"-0.8804";"0.194833";"0.12576";"0.23190";"0.1051";"0.2277";"0.605";"0.0626"
"1827";"ILMN_3199737";"LOC727865";" 9.98";"10.28";"-0.2988";"0.046237";"0.05925";"0.07516";"0.2708";"0.1017";"0.604";"0.0233"
"1828";"ILMN_2122176";"C12orf31";" 8.28";" 7.41";" 0.8775";"0.246013";"0.12461";"0.27577";"0.1501";"0.1098";"0.604";"0.1360"
"1829";"ILMN_1718830";"NARG2";" 6.06";" 5.68";" 0.3828";"0.011128";"0.07925";"0.08003";"0.2665";"0.0888";"0.604";"0.0407"
"1830";"ILMN_1750981";"SLC25A26";" 6.71";" 6.91";"-0.1965";"0.017163";"0.04150";"0.04491";"0.3064";"0.0314";"0.604";"0.0581"
"1831";"ILMN_1811102";"LRSAM1";" 8.30";" 8.90";"-0.6005";"0.147354";"0.07567";"0.16565";"0.0830";"0.2459";"0.604";"0.0673"
"1832";"ILMN_2103295";"TINP1";"11.49";"10.84";" 0.6466";"0.113839";"0.10719";"0.15636";"0.1436";"0.1983";"0.604";"0.0546"
"1833";"ILMN_1704619";"VPS29";"11.06";"10.87";" 0.1889";"0.051738";"0.02961";"0.05961";"0.1917";"0.0608";"0.603";"0.1442"
"1834";"ILMN_1746716";"LOC643035";" 6.71";" 7.18";"-0.4729";"0.019718";"0.08770";"0.08989";"0.1648";"0.2114";"0.603";"0.0207"
"1835";"ILMN_1718033";"LYPD5";" 6.44";" 7.29";"-0.8473";"0.253730";"0.10872";"0.27604";"0.1311";"0.1087";"0.603";"0.1571"
"1836";"ILMN_1788810";"C12orf30";" 6.94";" 6.07";" 0.8609";"0.172082";"0.15775";"0.23345";"0.2300";"0.0789";"0.603";"0.0885"
"1837";"ILMN_1718629";"NRIP1";" 7.19";" 6.22";" 0.9697";"0.322488";"0.10976";"0.34065";"0.1293";"0.0295";"0.602";"0.2391"
"1838";"ILMN_1704656";"PPP2R1B";" 7.02";" 6.57";" 0.4553";"0.017827";"0.08784";"0.08963";"0.1961";"0.1778";"0.602";"0.0243"
"1839";"ILMN_1789123";"PLK4";" 8.52";" 7.45";" 1.0700";"0.260016";"0.17776";"0.31497";"0.1957";"0.0917";"0.602";"0.1109"
"1840";"ILMN_1798177";"CHURC1";" 9.01";" 8.16";" 0.8425";"0.046656";"0.18071";"0.18663";"0.3140";"0.0328";"0.602";"0.0516"
"1841";"ILMN_1802642";"TOM1L1";" 7.26";" 6.63";" 0.6293";"0.088513";"0.12924";"0.15664";"0.2993";"0.0252";"0.602";"0.0741"
"1842";"ILMN_1722634";"NUCB1";"11.85";"12.25";"-0.4037";"0.085911";"0.05845";"0.10391";"0.1040";"0.2370";"0.601";"0.0577"
"1843";"ILMN_1680850";"RECQL";" 7.73";" 6.64";" 1.0864";"0.017520";"0.23033";"0.23100";"0.2924";"0.0690";"0.601";"0.0372"
