"";"ID";"SYMBOL";"c1Mean";"c0Mean";"c1c0log2FC";"c1stderr";"c0stderr";"c0c1stderr";"Posterior_class_a";"Posterior_class_b";"Posterior_class_c";"Posterior_class_d"
"1504";"ILMN_2069593";"SFRS2IP";" 7.98";" 6.91";" 1.0710";"0.133069";"0.18485";"0.22776";"0.1562";"0.1311";"0.670";"0.0429"
"1505";"ILMN_1784946";"ORC3L";" 8.61";" 7.97";" 0.6362";"0.117546";"0.11778";"0.16640";"0.2517";"0.0584";"0.669";"0.0204"
"1506";"ILMN_1703695";"C19orf12";" 7.33";" 7.59";"-0.2563";"0.075600";"0.03330";"0.08261";"0.1453";"0.0201";"0.669";"0.1653"
"1507";"ILMN_2319234";"TTC23";" 6.01";" 6.38";"-0.3721";"0.126685";"0.02595";"0.12932";"0.0776";"0.0096";"0.669";"0.2436"
"1508";"ILMN_1773002";"LOC730417";" 5.02";" 5.59";"-0.5711";"0.090931";"0.09903";"0.13444";"0.1783";"0.0938";"0.669";"0.0587"
"1509";"ILMN_2184789";"HSCB";" 8.72";" 8.89";"-0.1733";"0.021267";"0.03364";"0.03980";"0.2544";"0.0153";"0.669";"0.0616"
"1510";"ILMN_2170813";"LAMP3";" 7.02";" 7.97";"-0.9456";"0.097475";"0.17234";"0.19800";"0.1866";"0.1008";"0.669";"0.0437"
"1511";"ILMN_1750711";"MYO19";" 6.41";" 6.61";"-0.2003";"0.097530";"0.01001";"0.09804";"0.2807";"0.0359";"0.669";"0.0147"
"1512";"ILMN_1763260";"HIF1A";" 8.16";" 7.59";" 0.5740";"0.045340";"0.10619";"0.11546";"0.1897";"0.1210";"0.668";"0.0209"
"1513";"ILMN_1880103";"";" 5.31";" 5.65";"-0.3375";"0.045113";"0.06114";"0.07598";"0.1962";"0.1171";"0.668";"0.0184"
"1514";"ILMN_2313158";"MBNL1";" 8.70";" 7.72";" 0.9822";"0.216201";"0.15762";"0.26756";"0.1724";"0.0711";"0.668";"0.0887"
"1515";"ILMN_1745471";"IRF9";" 8.32";" 9.04";"-0.7214";"0.022719";"0.11116";"0.11346";"0.0753";"0.2428";"0.668";"0.0142"
"1516";"ILMN_1750693";"SSR1";" 8.70";" 8.02";" 0.6802";"0.082683";"0.10810";"0.13610";"0.1079";"0.1931";"0.667";"0.0315"
"1517";"ILMN_1786843";"KCTD13";" 4.89";" 5.33";"-0.4329";"0.009847";"0.07472";"0.07537";"0.1290";"0.1818";"0.667";"0.0218"
"1518";"ILMN_1694057";"EIF3K";"12.34";"12.64";"-0.2920";"0.038217";"0.05039";"0.06324";"0.1586";"0.1292";"0.667";"0.0451"
"1519";"ILMN_2403730";"ATP6V1H";" 9.49";" 9.81";"-0.3208";"0.028840";"0.06097";"0.06745";"0.2173";"0.0699";"0.667";"0.0460"
"1520";"ILMN_1690289";"DUOX1";" 8.26";" 9.20";"-0.9436";"0.088686";"0.13132";"0.15846";"0.0533";"0.2652";"0.667";"0.0148"
"1521";"ILMN_2413158";"PODXL";" 7.81";" 7.99";"-0.1801";"0.014360";"0.03316";"0.03613";"0.1854";"0.1094";"0.667";"0.0386"
"1522";"ILMN_1665994";"SILV";" 4.91";" 5.96";"-1.0496";"0.046927";"0.17903";"0.18508";"0.1243";"0.1930";"0.667";"0.0161"
"1523";"ILMN_1670420";"METAP2";"11.13";"10.10";" 1.0240";"0.048141";"0.20286";"0.20850";"0.2458";"0.0461";"0.666";"0.0417"
"1524";"ILMN_1679771";"LOC388969";" 5.90";" 6.39";"-0.4925";"0.077689";"0.08793";"0.11734";"0.1985";"0.0728";"0.666";"0.0627"
"1525";"ILMN_1778374";"BSG";" 9.66";" 9.91";"-0.2486";"0.007378";"0.05097";"0.05150";"0.2816";"0.0176";"0.666";"0.0349"
"1526";"ILMN_1801124";"KIAA1826";" 7.68";" 6.64";" 1.0445";"0.169349";"0.17596";"0.24422";"0.1597";"0.1194";"0.666";"0.0551"
"1527";"ILMN_1720850";"BAZ2B";" 6.90";" 5.86";" 1.0458";"0.020759";"0.20823";"0.20927";"0.2468";"0.0502";"0.666";"0.0374"
"1528";"ILMN_1727459";"ORC1L";" 7.06";" 7.48";"-0.4149";"0.090332";"0.06946";"0.11395";"0.1973";"0.0422";"0.666";"0.0947"
"1529";"ILMN_1753890";"TMEM97";" 8.28";" 8.54";"-0.2607";"0.012330";"0.05276";"0.05418";"0.2693";"0.0201";"0.666";"0.0450"
"1530";"ILMN_1794132";"NDUFS8";"11.62";"11.89";"-0.2704";"0.014963";"0.05120";"0.05334";"0.2026";"0.0951";"0.665";"0.0369"
"1531";"ILMN_3201485";"LOC644988";" 7.24";" 7.62";"-0.3773";"0.060461";"0.07043";"0.09282";"0.2385";"0.0237";"0.665";"0.0726"
"1532";"ILMN_3175415";"LOC100128585";" 6.35";" 6.81";"-0.4584";"0.108483";"0.06868";"0.12839";"0.1487";"0.0935";"0.665";"0.0927"
"1533";"ILMN_1789058";"C1orf188";" 4.94";" 5.52";"-0.5737";"0.097226";"0.10599";"0.14383";"0.2358";"0.0231";"0.665";"0.0762"
"1534";"ILMN_1689070";"COQ7";" 5.82";" 6.26";"-0.4404";"0.021134";"0.08361";"0.08624";"0.2033";"0.0960";"0.665";"0.0358"
"1535";"ILMN_1750160";"FASTKD3";" 7.84";" 7.31";" 0.5330";"0.171702";"0.04893";"0.17854";"0.0897";"0.0556";"0.665";"0.1899"
"1536";"ILMN_1812559";"SLC7A6";" 7.66";" 7.99";"-0.3318";"0.046784";"0.04280";"0.06341";"0.0476";"0.2827";"0.665";"0.0048"
"1537";"ILMN_1810289";"FER1L3";"11.60";"11.35";" 0.2537";"0.020806";"0.05109";"0.05517";"0.2741";"0.0322";"0.665";"0.0289"
"1538";"ILMN_1887357";"";" 8.05";" 7.05";" 0.9942";"0.135577";"0.18363";"0.22826";"0.2132";"0.1025";"0.665";"0.0197"
"1539";"ILMN_3237850";"C5orf51";" 9.45";" 8.72";" 0.7302";"0.110184";"0.13337";"0.17300";"0.2124";"0.0603";"0.664";"0.0631"
"1540";"ILMN_1786426";"TMEM149";" 5.69";" 6.30";"-0.6103";"0.002744";"0.12035";"0.12039";"0.2351";"0.0680";"0.664";"0.0327"
"1541";"ILMN_1688702";"PJA2";"10.08";" 9.42";" 0.6560";"0.046041";"0.13099";"0.13884";"0.2597";"0.0280";"0.664";"0.0482"
"1542";"ILMN_2330861";"SMC4";"10.68";" 9.69";" 0.9894";"0.026932";"0.19673";"0.19857";"0.2452";"0.0530";"0.663";"0.0383"
"1543";"ILMN_1733176";"LIMS1";" 9.73";" 9.26";" 0.4656";"0.047065";"0.09117";"0.10260";"0.2505";"0.0319";"0.663";"0.0543"
"1544";"ILMN_1711994";"TCIRG1";" 5.86";" 6.44";"-0.5862";"0.142302";"0.07709";"0.16184";"0.1017";"0.1577";"0.663";"0.0773"
"1545";"ILMN_1651826";"BASP1";"12.87";"13.21";"-0.3422";"0.103304";"0.04251";"0.11171";"0.1359";"0.0283";"0.663";"0.1730"
"1546";"ILMN_2311826";"USP6NL";" 7.03";" 6.64";" 0.3940";"0.043137";"0.07905";"0.09006";"0.2815";"0.0286";"0.663";"0.0273"
"1547";"ILMN_2365549";"BRPF1";" 9.84";" 9.99";"-0.1483";"0.002453";"0.03018";"0.03028";"0.2700";"0.0325";"0.662";"0.0352"
"1548";"ILMN_2395856";"TMEM218";" 9.16";" 9.46";"-0.2962";"0.099699";"0.02384";"0.10251";"0.0863";"0.0163";"0.662";"0.2351"
"1549";"ILMN_1717636";"RGMA";" 7.15";" 7.63";"-0.4856";"0.039800";"0.09456";"0.10259";"0.2363";"0.0545";"0.662";"0.0472"
"1550";"ILMN_2129715";"COG3";" 6.74";" 6.20";" 0.5390";"0.054750";"0.10619";"0.11947";"0.2568";"0.0258";"0.662";"0.0555"
"1551";"ILMN_1745655";"PEX16";" 7.22";" 7.71";"-0.4951";"0.169955";"0.06319";"0.18132";"0.1960";"0.1306";"0.661";"0.0120"
"1552";"ILMN_1742238";"SET";"12.48";"12.04";" 0.4379";"0.082493";"0.07997";"0.11489";"0.2391";"0.0802";"0.661";"0.0193"
"1553";"ILMN_2092664";"ADSS";" 9.22";" 8.54";" 0.6775";"0.168809";"0.10630";"0.19949";"0.1841";"0.0373";"0.661";"0.1174"
"1554";"ILMN_1811328";"DPP7";" 5.88";" 6.41";"-0.5313";"0.043514";"0.08730";"0.09754";"0.1105";"0.2163";"0.661";"0.0127"
"1555";"ILMN_1764090";"AK3L1";" 9.72";" 9.39";" 0.3331";"0.063471";"0.05940";"0.08693";"0.2200";"0.0365";"0.660";"0.0832"
"1556";"ILMN_1705064";"NDEL1";"10.27";"10.40";"-0.1300";"0.024567";"0.02054";"0.03202";"0.1385";"0.1414";"0.660";"0.0599"
"1557";"ILMN_2225577";"C5orf37";" 8.03";" 7.19";" 0.8443";"0.267607";"0.08189";"0.27986";"0.0927";"0.0699";"0.660";"0.1775"
"1558";"ILMN_1688346";"ZNF800";" 6.68";" 5.82";" 0.8591";"0.089456";"0.16708";"0.18952";"0.2435";"0.0430";"0.660";"0.0539"
"1559";"ILMN_3307892";"PARVA";" 7.77";" 8.15";"-0.3811";"0.056474";"0.07242";"0.09184";"0.2452";"0.0267";"0.659";"0.0688"
"1560";"ILMN_1803398";"SRF";" 9.37";" 9.62";"-0.2515";"0.034228";"0.04830";"0.05920";"0.2478";"0.0284";"0.659";"0.0647"
"1561";"ILMN_1793651";"UBE2N";" 8.89";" 7.97";" 0.9212";"0.014943";"0.18126";"0.18187";"0.2315";"0.0746";"0.659";"0.0349"
"1562";"ILMN_3186473";"LCLAT1";" 8.33";" 7.99";" 0.3362";"0.066959";"0.05991";"0.08985";"0.2262";"0.0253";"0.659";"0.0899"
"1563";"ILMN_1805916";"NIPSNAP1";" 8.67";" 9.08";"-0.4100";"0.130547";"0.04592";"0.13839";"0.1230";"0.0145";"0.658";"0.2040"
"1564";"ILMN_2252309";"DPP7";" 7.94";" 8.47";"-0.5300";"0.062050";"0.07003";"0.09357";"0.0459";"0.2818";"0.657";"0.0151"
"1565";"ILMN_1712320";"DDX50";" 9.46";" 8.76";" 0.6968";"0.020391";"0.13277";"0.13433";"0.2012";"0.1090";"0.657";"0.0327"
"1566";"ILMN_1773742";"DNAJB9";" 6.86";" 6.56";" 0.3015";"0.080810";"0.05382";"0.09709";"0.3022";"0.0206";"0.657";"0.0206"
"1567";"ILMN_2284591";"OPA3";" 8.72";" 9.11";"-0.3897";"0.021586";"0.05805";"0.06193";"0.0651";"0.2699";"0.656";"0.0086"
"1568";"ILMN_2415144";"SP110";" 7.38";" 7.71";"-0.3287";"0.046308";"0.06585";"0.08050";"0.2959";"0.0215";"0.656";"0.0263"
"1569";"ILMN_2150352";"CBWD5";" 8.49";" 7.77";" 0.7135";"0.161903";"0.09878";"0.18966";"0.1064";"0.1692";"0.656";"0.0682"
"1570";"ILMN_1653599";"ATP5D";"10.53";"10.72";"-0.1836";"0.058480";"0.02090";"0.06210";"0.1267";"0.0112";"0.656";"0.2064"
"1571";"ILMN_1797728";"HMGCS1";"11.09";" 9.97";" 1.1227";"0.187690";"0.16388";"0.24917";"0.0905";"0.2165";"0.656";"0.0372"
"1572";"ILMN_2415439";"NAE1";" 9.04";" 8.23";" 0.8185";"0.136961";"0.13707";"0.19377";"0.1566";"0.1319";"0.655";"0.0560"
"1573";"ILMN_2139035";"CASD1";" 5.83";" 5.37";" 0.4588";"0.143203";"0.05550";"0.15358";"0.1368";"0.0121";"0.655";"0.1957"
"1574";"ILMN_1807611";"PPIG";" 8.07";" 7.00";" 1.0663";"0.075716";"0.21047";"0.22368";"0.2441";"0.0547";"0.655";"0.0460"
"1575";"ILMN_1671885";"MLF2";" 9.78";"10.09";"-0.3104";"0.058294";"0.05489";"0.08007";"0.2093";"0.0567";"0.655";"0.0788"
"1576";"ILMN_2184184";"ANXA1";"13.42";"12.83";" 0.5819";"0.109931";"0.09326";"0.14416";"0.1448";"0.1386";"0.655";"0.0616"
"1577";"ILMN_3289171";"LOC100131572";" 7.21";" 7.71";"-0.5001";"0.060511";"0.07455";"0.09602";"0.0798";"0.2568";"0.655";"0.0083"
"1578";"ILMN_2323801";"MOCS1";" 8.33";" 8.73";"-0.3932";"0.088004";"0.05572";"0.10416";"0.1126";"0.1635";"0.655";"0.0689"
"1579";"ILMN_2288232";"PHKB";" 7.29";" 6.87";" 0.4265";"0.115042";"0.07209";"0.13576";"0.2562";"0.0717";"0.655";"0.0175"
"1580";"ILMN_1713163";"SMARCA5";" 8.33";" 7.58";" 0.7412";"0.090013";"0.13973";"0.16621";"0.2199";"0.0714";"0.654";"0.0545"
"1581";"ILMN_2209163";"CHD6";" 6.97";" 6.60";" 0.3689";"0.027689";"0.07575";"0.08065";"0.2898";"0.0253";"0.654";"0.0309"
"1582";"ILMN_1666706";"LOC645676";" 5.27";" 5.70";"-0.4299";"0.037041";"0.08660";"0.09419";"0.2716";"0.0208";"0.654";"0.0536"
"1583";"ILMN_1810891";"ZNF629";" 7.39";" 7.67";"-0.2799";"0.027250";"0.05704";"0.06321";"0.2901";"0.0270";"0.654";"0.0290"
"1584";"ILMN_1663035";"SREBF1";"10.03";"10.42";"-0.3868";"0.068468";"0.04902";"0.08421";"0.0552";"0.2641";"0.653";"0.0275"
"1585";"ILMN_1711208";"CELSR2";" 8.56";" 9.14";"-0.5783";"0.155686";"0.07314";"0.17201";"0.1088";"0.1331";"0.653";"0.1051"
"1586";"ILMN_3246953";"FTSJD2";" 6.75";" 7.37";"-0.6215";"0.169443";"0.09181";"0.19272";"0.1730";"0.0338";"0.653";"0.1404"
"1587";"ILMN_1671116";"C3orf21";" 7.57";" 7.84";"-0.2695";"0.007730";"0.05429";"0.05484";"0.2557";"0.0519";"0.653";"0.0398"
"1588";"ILMN_1667417";"RAB23";" 7.30";" 6.90";" 0.3934";"0.087216";"0.06805";"0.11062";"0.2207";"0.0230";"0.652";"0.1039"
"1589";"ILMN_3247462";"GLRX3";"10.52";"10.19";" 0.3259";"0.009596";"0.06374";"0.06446";"0.2243";"0.0878";"0.652";"0.0358"
"1590";"ILMN_1684594";"USP24";" 7.41";" 6.79";" 0.6158";"0.012622";"0.12132";"0.12198";"0.2307";"0.0819";"0.652";"0.0353"
"1591";"ILMN_2183331";"RBM7";" 7.70";" 7.01";" 0.6934";"0.042361";"0.14160";"0.14780";"0.2779";"0.0214";"0.652";"0.0487"
"1592";"ILMN_1714082";"CMAS";" 9.58";" 9.25";" 0.3286";"0.027731";"0.04752";"0.05502";"0.0605";"0.2722";"0.652";"0.0155"
"1593";"ILMN_1672486";"TCF7L2";" 6.47";" 6.81";"-0.3430";"0.093962";"0.05126";"0.10703";"0.1800";"0.0231";"0.652";"0.1451"
"1594";"ILMN_1673138";"ZBTB33";"10.30";" 9.26";" 1.0333";"0.094636";"0.21027";"0.23058";"0.2848";"0.0344";"0.652";"0.0290"
"1595";"ILMN_3224934";"SFRS18";" 8.45";" 7.54";" 0.9086";"0.040921";"0.18314";"0.18765";"0.2587";"0.0467";"0.652";"0.0429"
"1596";"ILMN_1693388";"NOXO1";" 4.91";" 5.29";"-0.3734";"0.115445";"0.03643";"0.12106";"0.0856";"0.1108";"0.651";"0.1520"
"1597";"ILMN_1675085";"UBA6";" 9.53";" 8.40";" 1.1369";"0.032655";"0.21996";"0.22237";"0.2135";"0.1009";"0.651";"0.0342"
"1598";"ILMN_1663257";"ATP6V1C1";" 5.44";" 4.91";" 0.5284";"0.163856";"0.06186";"0.17514";"0.1244";"0.0418";"0.651";"0.1825"
"1599";"ILMN_1663119";"DSC2";" 6.92";" 5.38";" 1.5417";"0.445882";"0.18000";"0.48084";"0.1040";"0.1159";"0.651";"0.1289"
"1600";"ILMN_1669094";"ZNF672";" 7.83";" 8.23";"-0.3942";"0.006969";"0.07154";"0.07188";"0.1588";"0.1647";"0.651";"0.0254"
"1601";"ILMN_3178302";"FNDC3B";" 9.33";" 8.66";" 0.6643";"0.051200";"0.10629";"0.11798";"0.0952";"0.2321";"0.651";"0.0219"
"1602";"ILMN_1695316";"SLC39A8";" 6.60";" 5.86";" 0.7339";"0.000751";"0.15242";"0.15242";"0.2890";"0.0206";"0.651";"0.0396"
"1603";"ILMN_1732509";"LRRC40";" 6.09";" 5.30";" 0.7983";"0.177608";"0.14460";"0.22903";"0.2596";"0.0704";"0.650";"0.0194"
"1604";"ILMN_1770515";"UBE2V2";" 9.88";" 9.03";" 0.8535";"0.196753";"0.10890";"0.22488";"0.0829";"0.2071";"0.650";"0.0596"
"1605";"ILMN_1794046";"MTX2";" 8.81";" 8.32";" 0.4889";"0.071108";"0.06633";"0.09724";"0.0592";"0.2678";"0.650";"0.0227"
"1606";"ILMN_2356111";"SLC41A3";" 9.29";" 9.63";"-0.3402";"0.029135";"0.06828";"0.07423";"0.2656";"0.0318";"0.650";"0.0525"
"1607";"ILMN_3251565";"RNASEH2C";" 5.75";" 6.08";"-0.3343";"0.030281";"0.06724";"0.07375";"0.2701";"0.0254";"0.650";"0.0545"
"1608";"ILMN_1655622";"PRKRIR";" 9.62";" 8.65";" 0.9695";"0.090759";"0.19094";"0.21141";"0.2481";"0.0503";"0.650";"0.0517"
"1609";"ILMN_2188204";"ATG12";" 9.13";" 8.68";" 0.4534";"0.028379";"0.08169";"0.08648";"0.1597";"0.1596";"0.649";"0.0312"
"1610";"ILMN_1718132";"ECHS1";"10.12";"10.46";"-0.3417";"0.071976";"0.05870";"0.09288";"0.2046";"0.0549";"0.649";"0.0911"
"1611";"ILMN_1705231";"SLCO2A1";" 5.49";" 6.47";"-0.9795";"0.279654";"0.13408";"0.31013";"0.1509";"0.0507";"0.649";"0.1492"
"1612";"ILMN_1747067";"NPAS1";" 5.84";" 6.69";"-0.8551";"0.266467";"0.09473";"0.28280";"0.1117";"0.0627";"0.648";"0.1771"
"1613";"ILMN_1688479";"LRRC42";" 9.62";" 9.80";"-0.1868";"0.028757";"0.03604";"0.04611";"0.2604";"0.0174";"0.648";"0.0739"
"1614";"ILMN_1680856";"MAMLD1";" 6.78";" 7.37";"-0.5888";"0.002646";"0.09572";"0.09575";"0.0934";"0.2431";"0.648";"0.0151"
"1615";"ILMN_1741841";"KIAA1429";" 6.25";" 5.88";" 0.3639";"0.024752";"0.06624";"0.07071";"0.1683";"0.1640";"0.648";"0.0194"
"1616";"ILMN_1708672";"ACAT2";"10.22";"10.45";"-0.2252";"0.072022";"0.02598";"0.07656";"0.1299";"0.0117";"0.648";"0.2104"
"1617";"ILMN_1739497";"GTF2H5";" 9.26";" 9.07";" 0.1984";"0.067007";"0.03186";"0.07420";"0.3120";"0.0209";"0.648";"0.0191"
"1618";"ILMN_1704315";"LOC389435";"12.90";"13.06";"-0.1548";"0.049196";"0.01685";"0.05200";"0.1137";"0.0442";"0.648";"0.1940"
"1619";"ILMN_2413259";"SOCS4";" 8.15";" 7.04";" 1.1137";"0.259747";"0.18872";"0.32107";"0.2149";"0.0259";"0.648";"0.1115"
"1620";"ILMN_2143250";"FAR1";" 7.60";" 6.51";" 1.0899";"0.126645";"0.21362";"0.24834";"0.2527";"0.0418";"0.647";"0.0587"
"1621";"ILMN_1675055";"C1orf166";" 7.71";" 7.85";"-0.1344";"0.001298";"0.02794";"0.02797";"0.2883";"0.0272";"0.647";"0.0380"
"1622";"ILMN_2081682";"SMAP2";" 8.66";" 8.86";"-0.2075";"0.006017";"0.03931";"0.03977";"0.1928";"0.1293";"0.646";"0.0314"
"1623";"ILMN_2159859";"LYSMD4";" 8.92";" 9.20";"-0.2825";"0.039708";"0.05728";"0.06970";"0.3054";"0.0212";"0.646";"0.0271"
"1624";"ILMN_1777118";"INTS9";" 7.89";" 8.16";"-0.2670";"0.018980";"0.04188";"0.04598";"0.0849";"0.2589";"0.646";"0.0103"
"1625";"ILMN_1708743";"NT5DC2";" 7.16";" 7.64";"-0.4880";"0.093548";"0.07456";"0.11963";"0.1209";"0.1783";"0.646";"0.0552"
"1626";"ILMN_1676361";"ARHGAP22";" 8.65";" 9.19";"-0.5476";"0.077619";"0.09977";"0.12641";"0.1989";"0.0990";"0.646";"0.0565"
"1627";"ILMN_1651347";"SERTAD2";" 9.18";" 8.87";" 0.3029";"0.026611";"0.05958";"0.06525";"0.2429";"0.0622";"0.645";"0.0494"
"1628";"ILMN_1755364";"RALA";" 9.94";" 9.53";" 0.4085";"0.088017";"0.07076";"0.11294";"0.2137";"0.1245";"0.645";"0.0164"
"1629";"ILMN_1744147";"CEBPZ";"10.49";" 9.42";" 1.0721";"0.067010";"0.21002";"0.22045";"0.2302";"0.0825";"0.645";"0.0421"
"1630";"ILMN_2339825";"YME1L1";" 9.05";" 8.30";" 0.7533";"0.080462";"0.10046";"0.12871";"0.0447";"0.2964";"0.645";"0.0138"
"1631";"ILMN_1678922";"HERC4";"10.19";" 9.15";" 1.0465";"0.078298";"0.18273";"0.19880";"0.1404";"0.1848";"0.645";"0.0298"
"1632";"ILMN_2242937";"ARSB";" 6.53";" 6.79";"-0.2541";"0.012174";"0.05258";"0.05397";"0.2873";"0.0207";"0.645";"0.0472"
"1633";"ILMN_1797307";"BUB1B";" 8.42";" 7.96";" 0.4602";"0.105563";"0.07783";"0.13116";"0.2088";"0.0403";"0.645";"0.1061"
"1634";"ILMN_2394264";"UBTF";" 5.89";" 6.40";"-0.5033";"0.119179";"0.08477";"0.14625";"0.2129";"0.0293";"0.644";"0.1138"
"1635";"ILMN_2406552";"LRDD";" 6.08";" 6.59";"-0.5100";"0.156802";"0.06544";"0.16991";"0.1485";"0.0181";"0.644";"0.1894"
"1636";"ILMN_1664691";"DAPP1";" 7.02";" 6.22";" 0.8017";"0.261926";"0.08554";"0.27554";"0.1176";"0.0167";"0.644";"0.2219"
"1637";"ILMN_2161357";"C6orf111";" 7.85";" 6.94";" 0.9174";"0.052172";"0.17278";"0.18048";"0.1917";"0.1420";"0.644";"0.0226"
"1638";"ILMN_1753980";"LOC731950";" 7.41";" 7.72";"-0.3034";"0.086331";"0.04387";"0.09684";"0.1727";"0.0268";"0.643";"0.1571"
"1639";"ILMN_2258363";"KLC4";" 5.77";" 5.28";" 0.4906";"0.100932";"0.06116";"0.11801";"0.0631";"0.2547";"0.643";"0.0389"
"1640";"ILMN_1730568";"ZDHHC7";"10.97";"11.18";"-0.2039";"0.041495";"0.02911";"0.05069";"0.1000";"0.2039";"0.643";"0.0530"
"1641";"ILMN_1804737";"RAVER2";" 7.32";" 7.03";" 0.2941";"0.030258";"0.05827";"0.06566";"0.2560";"0.0757";"0.643";"0.0255"
"1642";"ILMN_2322597";"LYPD5";" 5.26";" 6.05";"-0.7839";"0.158712";"0.14212";"0.21304";"0.2381";"0.0249";"0.643";"0.0943"
"1643";"ILMN_1662578";"C1GALT1";" 7.02";" 6.21";" 0.8096";"0.205237";"0.12209";"0.23881";"0.1616";"0.0842";"0.642";"0.1119"
"1644";"ILMN_1675788";"ZNF175";" 6.02";" 5.73";" 0.2905";"0.030715";"0.05855";"0.06612";"0.2759";"0.0555";"0.642";"0.0270"
"1645";"ILMN_1802096";"ABTB1";" 6.09";" 6.71";"-0.6139";"0.096625";"0.09719";"0.13705";"0.1174";"0.1992";"0.641";"0.0421"
"1646";"ILMN_1666076";"ARHGEF4";" 5.88";" 6.62";"-0.7379";"0.210774";"0.08930";"0.22891";"0.1084";"0.1250";"0.641";"0.1253"
"1647";"ILMN_1699253";"LOC729317";"12.49";"12.20";" 0.2888";"0.098291";"0.02340";"0.10104";"0.0877";"0.0247";"0.641";"0.2466"
"1648";"ILMN_1805377";"ZP3";" 9.33";" 9.74";"-0.4071";"0.102327";"0.05795";"0.11760";"0.1330";"0.1284";"0.641";"0.0978"
"1649";"ILMN_1801767";"ABHD3";" 8.20";" 7.65";" 0.5446";"0.111234";"0.07453";"0.13389";"0.0861";"0.2255";"0.641";"0.0479"
"1650";"ILMN_1697317";"DYNLRB2";" 4.90";" 5.36";"-0.4576";"0.120317";"0.07329";"0.14088";"0.2049";"0.0159";"0.640";"0.1389"
"1651";"ILMN_2166865";"ENY2";"10.35";" 9.76";" 0.5924";"0.100549";"0.08004";"0.12852";"0.0660";"0.2641";"0.640";"0.0296"
"1652";"ILMN_1659727";"CDAN1";" 7.31";" 7.73";"-0.4200";"0.137577";"0.03751";"0.14260";"0.0875";"0.0728";"0.640";"0.1999"
"1653";"ILMN_2407168";"S100A13";"10.36";"10.57";"-0.2072";"0.060691";"0.02724";"0.06652";"0.1410";"0.0637";"0.640";"0.1555"
"1654";"ILMN_2386982";"PRKCZ";" 8.94";" 9.36";"-0.4204";"0.095314";"0.05092";"0.10806";"0.0672";"0.2438";"0.639";"0.0495"
"1655";"ILMN_2385278";"WDR21A";" 6.73";" 7.07";"-0.3367";"0.083888";"0.06195";"0.10428";"0.2995";"0.0400";"0.639";"0.0211"
"1656";"ILMN_1794392";"DDX3X";"11.34";"10.39";" 0.9516";"0.098094";"0.16915";"0.19554";"0.1599";"0.1629";"0.639";"0.0383"
"1657";"ILMN_1670931";"PDS5A";" 8.21";" 7.19";" 1.0142";"0.145066";"0.20471";"0.25090";"0.2984";"0.0366";"0.639";"0.0263"
"1658";"ILMN_2117904";"ZNF22";" 7.82";" 7.38";" 0.4408";"0.083782";"0.08162";"0.11697";"0.2446";"0.0289";"0.638";"0.0880"
"1659";"ILMN_2356955";"PLAGL1";" 5.36";" 5.13";" 0.2323";"0.059100";"0.04323";"0.07322";"0.3169";"0.0227";"0.638";"0.0220"
"1660";"ILMN_2059452";"SLC12A2";" 6.93";" 5.71";" 1.2185";"0.226033";"0.18310";"0.29089";"0.1086";"0.2047";"0.638";"0.0486"
"1661";"ILMN_2396571";"GPR108";" 6.58";" 6.96";"-0.3780";"0.113803";"0.04272";"0.12156";"0.1045";"0.1095";"0.638";"0.1482"
"1662";"ILMN_1745397";"OAS3";" 7.73";" 8.52";"-0.7886";"0.247664";"0.08498";"0.26184";"0.1060";"0.0793";"0.637";"0.1772"
"1663";"ILMN_2273261";"FBXO3";" 6.08";" 5.19";" 0.8921";"0.078331";"0.16570";"0.18328";"0.1872";"0.1556";"0.637";"0.0200"
"1664";"ILMN_1798940";"LOC644131";" 6.39";" 5.74";" 0.6505";"0.164870";"0.08414";"0.18510";"0.1005";"0.1781";"0.637";"0.0841"
"1665";"ILMN_1725314";"GBP3";" 6.48";" 5.81";" 0.6708";"0.096484";"0.13713";"0.16767";"0.3135";"0.0221";"0.637";"0.0275"
"1666";"ILMN_2253300";"TM9SF1";" 5.73";" 6.23";"-0.4958";"0.168487";"0.04110";"0.17343";"0.0891";"0.0297";"0.637";"0.2445"
"1667";"ILMN_1655952";"FAM39E";"10.11";"10.41";"-0.3040";"0.013797";"0.05982";"0.06140";"0.2276";"0.0973";"0.636";"0.0386"
"1668";"ILMN_1666096";"ACSL3";" 6.97";" 6.10";" 0.8666";"0.064128";"0.15594";"0.16861";"0.1584";"0.1726";"0.636";"0.0327"
"1669";"ILMN_1700044";"SAP130";" 8.35";" 8.66";"-0.3184";"0.018871";"0.06268";"0.06546";"0.2310";"0.1065";"0.636";"0.0264"
"1670";"ILMN_1789283";"PPP2R5C";" 8.60";" 8.14";" 0.4652";"0.116891";"0.06966";"0.13607";"0.1545";"0.1032";"0.636";"0.1063"
"1671";"ILMN_2401933";"ATP2B1";" 6.25";" 5.33";" 0.9266";"0.097140";"0.12734";"0.16016";"0.0501";"0.2995";"0.635";"0.0149"
"1672";"ILMN_1783985";"COQ6";" 8.94";" 9.57";"-0.6309";"0.031480";"0.10130";"0.10608";"0.0897";"0.2568";"0.635";"0.0180"
"1673";"ILMN_2357272";"BCLAF1";" 8.46";" 7.48";" 0.9875";"0.087966";"0.20385";"0.22202";"0.2936";"0.0411";"0.635";"0.0299"
